Source,Target,Id,Length,Type,Weight
ing, otm, 148, 0.4629629629629629, Undirected, 0.5370370370370371
ing, hun, 149, 0.4151785714285714, Undirected, 0.5848214285714286
ing, aeg, 150, 0.45432692307692313, Undirected, 0.5456730769230769
ing, aco, 152, 0.4833333333333333, Undirected, 0.5166666666666667
ing, brm, 153, 0.3857142857142857, Undirected, 0.6142857142857143
ing, bur, 155, 0.33571428571428574, Undirected, 0.6642857142857143
ing, irq, 157, 0.4213483146067416, Undirected, 0.5786516853932584
ing, knd, 158, 0.36084905660377353, Undirected, 0.6391509433962265
ing, khm, 159, 0.49687499999999996, Undirected, 0.503125
otm, hun, 169, 0.36764705882352944, Undirected, 0.6323529411764706
otm, aeg, 170, 0.3787128712871287, Undirected, 0.6212871287128713
otm, sml, 171, 0.297945205479452, Undirected, 0.702054794520548
otm, aco, 172, 0.3620689655172413, Undirected, 0.6379310344827587
otm, brm, 173, 0.44999999999999996, Undirected, 0.55
otm, nav, 174, 0.42434210526315785, Undirected, 0.5756578947368421
otm, bur, 175, 0.47938144329896903, Undirected, 0.520618556701031
otm, bag, 176, 0.2934782608695652, Undirected, 0.7065217391304348
otm, khm, 179, 0.3851351351351351, Undirected, 0.6148648648648649
hun, aeg, 190, 0.4178571428571428, Undirected, 0.5821428571428572
hun, sml, 191, 0.42091836734693877, Undirected, 0.5790816326530612
hun, aco, 192, 0.42954545454545456, Undirected, 0.5704545454545454
hun, brm, 193, 0.4211538461538461, Undirected, 0.5788461538461539
hun, nav, 194, 0.44845360824742264, Undirected, 0.5515463917525774
hun, bur, 195, 0.41165413533834583, Undirected, 0.5883458646616542
hun, bag, 196, 0.426829268292683, Undirected, 0.573170731707317
hun, irq, 197, 0.45270270270270274, Undirected, 0.5472972972972973
hun, knd, 198, 0.33941605839416056, Undirected, 0.6605839416058394
hun, khm, 199, 0.4078947368421053, Undirected, 0.5921052631578947
aeg, sml, 211, 0.46153846153846156, Undirected, 0.5384615384615384
aeg, aco, 212, 0.48853211009174313, Undirected, 0.5114678899082569
aeg, nav, 214, 0.4894736842105263, Undirected, 0.5105263157894737
aeg, bur, 215, 0.42261904761904767, Undirected, 0.5773809523809523
aeg, bag, 216, 0.32399999999999995, Undirected, 0.676
aeg, irq, 217, 0.39252336448598135, Undirected, 0.6074766355140186
aeg, knd, 218, 0.43023255813953487, Undirected, 0.5697674418604651
aeg, khm, 219, 0.40596330275229353, Undirected, 0.5940366972477065
sml, aco, 232, 0.44594594594594594, Undirected, 0.5540540540540541
sml, brm, 233, 0.4482758620689655, Undirected, 0.5517241379310345
sml, nav, 234, 0.47535211267605637, Undirected, 0.5246478873239436
sml, bag, 236, 0.2835365853658537, Undirected, 0.7164634146341463
sml, irq, 237, 0.48275862068965514, Undirected, 0.5172413793103449
sml, khm, 239, 0.328125, Undirected, 0.671875
aco, brm, 253, 0.4441747572815534, Undirected, 0.5558252427184466
aco, nav, 254, 0.34615384615384615, Undirected, 0.6538461538461539
aco, bur, 255, 0.4928571428571429, Undirected, 0.5071428571428571
aco, bag, 256, 0.4242424242424242, Undirected, 0.5757575757575758
aco, khm, 259, 0.459375, Undirected, 0.540625
brm, nav, 274, 0.484375, Undirected, 0.515625
brm, bur, 275, 0.4657258064516129, Undirected, 0.5342741935483871
brm, bag, 276, 0.3950892857142857, Undirected, 0.6049107142857143
brm, irq, 277, 0.4182692307692307, Undirected, 0.5817307692307693
brm, knd, 278, 0.4064885496183206, Undirected, 0.5935114503816794
brm, khm, 279, 0.4015151515151515, Undirected, 0.5984848484848485
nav, bur, 295, 0.44072164948453607, Undirected, 0.5592783505154639
nav, bag, 296, 0.40662650602409633, Undirected, 0.5933734939759037
nav, irq, 297, 0.5, Undirected, 0.5
nav, knd, 298, 0.4678217821782178, Undirected, 0.5321782178217822
nav, khm, 299, 0.5, Undirected, 0.5
bur, irq, 317, 0.4652777777777778, Undirected, 0.5347222222222222
bur, knd, 318, 0.3270676691729323, Undirected, 0.6729323308270677
bag, irq, 337, 0.4228723404255319, Undirected, 0.5771276595744681
bag, knd, 338, 0.48684210526315785, Undirected, 0.5131578947368421
bag, khm, 339, 0.3225, Undirected, 0.6775
irq, knd, 358, 0.37155963302752293, Undirected, 0.6284403669724771
irq, khm, 359, 0.4809782608695652, Undirected, 0.5190217391304348
knd, khm, 379, 0.48750000000000004, Undirected, 0.5125
