ISO6393,Phoneme
vam,ɵ
vam,ɵ̃
vie,c
vie,f
vie,h
vie,j
vie,k
vie,l̪
vie,m
vie,n̪
vie,p
vie,s
vie,t̪
vie,t̪ʰ
vie,v
vie,w
vie,x
vie,z
vie,ŋ
vie,ɓ
vie,ɗ
vie,ɣ
vie,ɲ
vie,ʔ
vie,a
vie,e
vie,iʌ
vie,o
vie,uʌ
vie,ɐ
vie,ɔ
vie,ɛ
vie,ɤ
vie,ɪ
vie,ɯʌ
vie,ɯ̞
vie,ʊ
vie,ʌ
wao,R̪|R
wao,R̪̰|R̰
wao,b
wao,d̪
wao,f
wao,h
wao,j
wao,j̰
wao,k
wao,kʼ
wao,l̪|l
wao,l̪̰|l̰
wao,m
wao,m̰
wao,n̪|n
wao,n̪̰|n̰
wao,p
wao,pʼ
wao,s̪|s
wao,t
wao,tʼ
wao,t̠ʃ
wao,t̠ʃʼ
wao,t̪
wao,t̪s̪|ts
wao,t̪s̪ʼ|tsʼ
wao,t̪ʼ
wao,ɡ
wao,ʃ
wao,ʔ
wao,a
wao,e̞
wao,i
wao,o̞
wao,u
wap,b̰
wap,d
wap,d̰
wap,h
wap,kʰ
wap,m
wap,n̠
wap,pʰ
wap,s
wap,tʰ
wap,t̠ʃʰ
wap,w
wap,ɡ
wap,ɾ
wap,ʃ
wap,ʐ̰
wap,ʔ
wap,a
wap,ã
wap,i
wap,ĩ
wap,u
wap,ũ
wap,ɨ
wap,ɨ̃
wba,b
wba,h
wba,j
wba,k
wba,kʷ
wba,m
wba,n
wba,s
wba,t
wba,ɺ
wba,β̞
wba,a
wba,ã
wba,i
wba,ĩ
wba,o
wba,õ
wba,u
wba,ũ
wba,ɛ
wba,ɛ̃
wic,R̪̰|R̰
wic,k
wic,kʰ
wic,kʷ
wic,kʷʰ
wic,kʼ
wic,n̪|n
wic,n̪ː|nː
wic,s̪|s
wic,s̪ʼ|sʼ
wic,s̪ː|sː
wic,t̪s̪|ts
wic,t̪s̪ʼ|tsʼ
wic,t̪s̪ː|tsː
wic,t̪|t
wic,t̪ʰ|tʰ
wic,w
wic,w̰
wic,ɦ
wic,ʈʂʰ
wic,ʔ
wic,eː
wic,i
wic,oː
wic,u
wic,ɒ
wic,ɒː
wic,ɛ
wic,ɛː
wim,j
wim,k
wim,l
wim,m
wim,n
wim,n̠
wim,p
wim,r
wim,t
wim,t̠
wim,w
wim,ŋ
wim,ʔ
wim,a
wim,i
wim,ɔ
wim,ɛ
wim,ʊ
wiy,j
wiy,k
wiy,kʰ
wiy,kʷ
wiy,kʷʰ
wiy,l̪|l
wiy,m
wiy,n̪|n
wiy,p
wiy,pʰ
wiy,s̪|s
wiy,t̠ʃ
wiy,t̠ʃʰ
wiy,t̪s̪|ts
wiy,t̪s̪ʰ|tsʰ
wiy,t̪|t
wiy,t̪ʰ|tʰ
wiy,w
wiy,ɬ̪|ɬ
wiy,ɰ
wiy,ɹ
wiy,ɻ
wiy,ʃ
wiy,ʔ
wiy,a
wiy,e̞
wiy,i
wiy,o̞
wiy,u
wnc,k
wnc,kʷ
wnc,m
wnc,mb
wnc,n̪d̪|nd
wnc,n̪z̪|nz
wnc,n̪|n
wnc,p
wnc,s̪|s
wnc,t̪|t
wnc,ŋ
wnc,ŋɡ
wnc,ŋɡʷ
wnc,ŋʷ
wnc,a
wnc,e̞
wnc,i
wnc,o̞
wnc,u
wnc,æ
wnc,ə
wnu,b
wnu,d
wnu,j
wnu,m
wnu,mb
wnu,n
wnu,nd
wnu,p
wnu,s
wnu,t
wnu,w
wnu,ŋɡ
wnu,ɡ
wnu,ʔ
wnu,a
wnu,i
wnu,u
wnu,ɔ
wnu,ɛ
wnu,ʌ
woi,b
woi,d̪|d
woi,f
woi,h
woi,j
woi,k
woi,l̪|l
woi,m
woi,n̪|n
woi,p
woi,r̪|r
woi,s̪|s
woi,t̪|t
woi,ŋ
woi,ɡ
woi,ʋ
woi,a
woi,a̟
woi,e̠̞
woi,o̟̞
woi,ɑ
woi,ɒ
woi,ɔ
woi,ɛ
woi,ɨ
woi,ɪ
woi,ʉ
woi,ʊ
wol,b
wol,bː
wol,c
wol,d
wol,f
wol,j
wol,k
wol,l̪
wol,l̪ː
wol,m
wol,mː
wol,n
wol,nː
wol,p
wol,qχ
wol,s
wol,t
wol,w
wol,ŋ
wol,ɟ
wol,ɟː
wol,ɡ
wol,ɲ
wol,ɾ̪|ɾ
wol,ʔ
wol,χ
wol,a
wol,aː
wol,e
wol,eː
wol,i
wol,iː
wol,oː
wol,u
wol,uː
wol,ø
wol,ɔ
wol,ɔː
wol,ɛ
wol,ɛː
wrs,R̪|R
wrs,j
wrs,k
wrs,l̪|l
wrs,mb
wrs,n̪d̪|nd
wrs,p
wrs,s̪|s
wrs,t̪|t
wrs,w
wrs,x
wrs,ŋɡ
wrs,β
wrs,a
wrs,e
wrs,i
wrs,o̞
wrs,u
wrs,æ
wrs,ɒ
wrs,ə
wrs,ɛ
wrz,c
wrz,cː
wrz,j
wrz,k
wrz,kː
wrz,l
wrz,m
wrz,n
wrz,p
wrz,pː
wrz,r
wrz,t
wrz,tː
wrz,w
wrz,ŋ
wrz,ɲ
wrz,a̟
wrz,i
wrz,u
wrz,ɔ
wrz,ɛ
wti,b
wti,d̠ʒ
wti,d̪|d
wti,h
wti,j
wti,kʼ
wti,l̪|l
wti,m
wti,mb
wti,n̪d̪|nd
wti,n̪|n
wti,pʼ
wti,r̪|r
wti,s̪|s
wti,s̪ʼ|sʼ
wti,w
wti,ŋ
wti,ŋɡ
wti,ɗ̪|ɗ
wti,ɡ
wti,ɸ
wti,ʃ
wti,ʔ
wti,θ
wti,a
wti,e̞
wti,i
wti,o̞
wti,u
wuu,f
wuu,h
wuu,j
wuu,k
wuu,kɦ
wuu,kʰ
wuu,l̪|l
wuu,m
wuu,n̪|n
wuu,p
wuu,pɦ
wuu,pʰ
wuu,s̪|s
wuu,t̪s̪|ts
wuu,t̪s̪ɦ|tsɦ
wuu,t̪s̪ʰ|tsʰ
wuu,t̪|t
wuu,t̪ɦ|tɦ
wuu,t̪ʰ|tʰ
wuu,v
wuu,w
wuu,z̪|z
wuu,ŋ
wuu,ɦ
wuu,ʔ
wuu,a
wuu,i
wuu,ĩ
wuu,o̞
wuu,õ̞
wuu,u
wuu,y
wuu,æ̃
wuu,ə
wyb,j
wyb,k
wyb,l
wyb,m
wyb,n
wyb,n̠
wyb,n̪
wyb,p
wyb,t
wyb,t̠
wyb,t̪
wyb,w
wyb,ŋ
wyb,ɻ
wyb,ᴅ
wyb,a
wyb,i
wyb,u
xaw,b
xaw,d̪|d
xaw,h
xaw,hʷ
xaw,j
xaw,k
xaw,kʷ
xaw,l̪|l
xaw,m
xaw,n̪|n
xaw,p
xaw,s̪|s
xaw,t̠ʃ
xaw,t̪s̪|ts
xaw,t̪|t
xaw,v
xaw,w
xaw,z̪|z
xaw,ŋ
xaw,ɣ
xaw,ɣʷ
xaw,ɾ̪|ɾ
xaw,ʃ
xaw,ʒ
xaw,ʔ
xaw,a
xaw,e̞
xaw,i
xaw,o̞
xaw,u
xaw,ɯ
xom,b
xom,d
xom,h
xom,j
xom,k
xom,kʼ
xom,l
xom,m
xom,n
xom,p
xom,pʼ
xom,r
xom,s
xom,sʼ
xom,t
xom,tʼ
xom,w
xom,ŋ
xom,ɓ
xom,ɗ
xom,ɡ
xom,ʃ
xom,ʔ
xom,a
xom,e
xom,i
xom,o
xom,u
xom,ɔ
xom,ə
xom,ɛ
xpe,b
xpe,d
xpe,f
xpe,j
xpe,k
xpe,kp
xpe,kʷ
xpe,l
xpe,m
xpe,n
xpe,p
xpe,s
xpe,t
xpe,v
xpe,z
xpe,ŋ
xpe,ɓ
xpe,ɡ
xpe,ɡb
xpe,ɡʷ
xpe,ɣ
xpe,ɾ
xpe,a
xpe,ã
xpe,i
xpe,ĩ
xpe,u
xpe,ũ
xpe,ɔ
xpe,ɔ̃
xpe,ɛ
xpe,ɛ̃
xpe,ɪ
xpe,ʊ
xtc,b
xtc,c
xtc,d
xtc,d̪
xtc,f
xtc,j
xtc,k
xtc,l
xtc,m
xtc,n
xtc,p
xtc,r
xtc,s
xtc,t
xtc,t̪
xtc,w
xtc,ŋ
xtc,ɓ
xtc,ɗ̪
xtc,ɡ
xtc,ɲ
xtc,ʄ
xtc,a
xtc,e̞
xtc,i
xtc,o̞
xtc,u
yad,h
yad,j
yad,k
yad,m
yad,n
yad,p
yad,t
yad,ts
yad,t̠ʃ
yad,w
yad,ɾ
yad,a
yad,ã
yad,e
yad,ẽ
yad,i
yad,ĩ
yad,ɔ
yad,ɔ̃
yad,ɨ
yad,ɨ̃
yad,ʊ
yad,ʊ̃
yaq,b
yaq,d
yaq,f
yaq,h
yaq,j
yaq,k
yaq,l
yaq,m
yaq,n
yaq,p
yaq,s
yaq,t
yaq,t̠ʃ
yaq,w
yaq,ɡ
yaq,ɾ
yaq,ʔ
yaq,a
yaq,e̞
yaq,i
yaq,o̞
yaq,u
ycn,h
ycn,j
ycn,k
ycn,m
ycn,n
ycn,n̠
ycn,p
ycn,pʰ
ycn,s
ycn,t
ycn,tʰ
ycn,t̠ʃ
ycn,w
ycn,ɺ
ycn,ɾ
ycn,ʔ
ycn,a
ycn,i
ycn,o̞
ycn,u
ycn,ɛ
yer,R̪|R
yer,b
yer,d̠ʒ
yer,d̪|d
yer,f
yer,h
yer,j
yer,k
yer,kp
yer,l̪|l
yer,m
yer,n̪|n
yer,p
yer,s̪|s
yer,t̠ʃ
yer,t̪|t
yer,v
yer,w
yer,z̪|z
yer,ŋ
yer,ɓ
yer,ɗ̪|ɗ
yer,ɡ
yer,ɡb
yer,ʃ
yer,ʒ
yer,a
yer,e̞
yer,i
yer,o̞
yer,u
yer,ə
ygr,b
ygr,d
ygr,h
ygr,j
ygr,k
ygr,m
ygr,n
ygr,p
ygr,s
ygr,t
ygr,v
ygr,ɡ
ygr,ʔ
ygr,ʟ
ygr,a
ygr,ae̞
ygr,ao̞
ygr,i
ygr,o̞
ygr,o̞u
ygr,u
ygr,ɛ
ygr,ɛi
yii,b
yii,d
yii,j
yii,l
yii,m
yii,n
yii,r
yii,w
yii,ŋ
yii,ɟ
yii,ɡ
yii,ɲ
yii,ɻ
yii,a
yii,i
yii,u
ykg,b
ykg,d̪|d
ykg,j
ykg,k
ykg,l̪|l
ykg,l̪ˠ|lˠ
ykg,m
ykg,n̪|n
ykg,p
ykg,q
ykg,r̪ˠ|rˠ
ykg,s̪|s
ykg,t̠ʃ
ykg,t̪|t
ykg,w
ykg,ŋ
ykg,ɟ
ykg,ɡ
ykg,ɲ
ykg,ʁ
ykg,a̟
ykg,o̞
ykg,u
ykg,ɛ
ykg,ɪ
ykg,ɵ̞
ynn,R̪|R
ynn,b
ynn,d̠ʒ
ynn,d̪
ynn,h
ynn,j
ynn,kʰ
ynn,kʼ
ynn,l̪|l
ynn,m
ynn,n̪
ynn,pʰ
ynn,pʼ
ynn,s̪
ynn,t̠ʃʰ
ynn,t̠ʃʼ
ynn,t̪ʰ
ynn,t̪ʼ
ynn,w
ynn,x
ynn,ɡ
ynn,ʔ
ynn,a
ynn,ai
ynn,au
ynn,e̞
ynn,i
ynn,o̞
ynn,u
ynn,ui
yor,b
yor,d
yor,d̠ʒ
yor,f
yor,h
yor,j
yor,k
yor,kp
yor,l
yor,m
yor,n
yor,s
yor,t
yor,w
yor,ɡ
yor,ɡb
yor,ɾ
yor,ʃ
yor,a
yor,e
yor,i
yor,ĩ
yor,o
yor,u
yor,ũ
yor,ɔ
yor,ɔ̃
yor,ɛ
yor,ɛ̃
yrb,b
yrb,d
yrb,dz
yrb,j
yrb,k
yrb,m
yrb,n
yrb,s
yrb,t
yrb,w
yrb,ɡ
yrb,ɸ
yrb,ɾ
yrb,a
yrb,e̞
yrb,i
yrb,o̞
yrb,u
yrk,b
yrk,bʲ
yrk,j
yrk,k
yrk,l̪|l
yrk,l̪ʲ|lʲ
yrk,m
yrk,mʲ
yrk,n̪|n
yrk,n̪ʲ|nʲ
yrk,p
yrk,pʲ
yrk,r̪|r
yrk,r̪ʲ|rʲ
yrk,s̪|s
yrk,s̪ʲ|sʲ
yrk,t̪s̪|ts
yrk,t̪s̪ʲ|tsʲ
yrk,t̪|t
yrk,t̪ʲ|tʲ
yrk,x
yrk,ð
yrk,ðʲ
yrk,ŋ
yrk,ʔ
yrk,ʔ̬
yrk,β
yrk,a
yrk,ă
yrk,e̞
yrk,i
yrk,ĭ
yrk,o̞
yrk,u
yrk,ŭ
yss,h
yss,j
yss,kʰ
yss,kʷ
yss,l
yss,m
yss,mb
yss,n
yss,nd
yss,r
yss,s
yss,tʰ
yss,w
yss,ŋɡ
yss,ŋɡʷ
yss,ɸ
yss,a
yss,ɒ
yss,ɜ
yss,ɨ
yua,b̰
yua,h
yua,j
yua,k
yua,kʼ
yua,l
yua,m
yua,n̪|n
yua,p
yua,pʼ
yua,s
yua,ts
yua,tsʼ
yua,t̠ʃ
yua,t̠ʃʼ
yua,t̪|t
yua,t̪ʼ|tʼ
yua,w
yua,ʃ
yua,ʔ
yua,a
yua,a̰
yua,e̞
yua,i
yua,ḭ
yua,o̞
yua,u
yua,ṵ
yua,ɔ̰
yua,ɛ̰
yuc,b
yuc,d̠ʒ
yuc,d̪z̪|dz
yuc,d̪|d
yuc,h
yuc,j
yuc,j̰
yuc,k
yuc,kʰ
yuc,kʼ
yuc,l̪|l
yuc,l̪̰|l̰
yuc,n̪|n
yuc,n̪̰|n̰
yuc,p
yuc,pʰ
yuc,pʼ
yuc,s̪|s
yuc,s̪ʼ|sʼ
yuc,t̠ʃ
yuc,t̠ʃʰ
yuc,t̠ʃʼ
yuc,t̪s̪|ts
yuc,t̪s̪ʰ|tsʰ
yuc,t̪s̪ʼ|tsʼ
yuc,t̪|t
yuc,t̪ʰ|tʰ
yuc,t̪ʼ|tʼ
yuc,w
yuc,w̰
yuc,ɡ
yuc,ɬ̪|ɬ
yuc,ɬ̪ʼ|ɬʼ
yuc,ɸ
yuc,ɸʼ
yuc,ʃ
yuc,ʃʼ
yuc,ʔ
yuc,a
yuc,e
yuc,ẽ̞
yuc,i
yuc,o
yuc,õ̞
yuc,u
yuc,æ
yue,f
yue,h
yue,j
yue,k
yue,kʰ
yue,kʷ
yue,kʷʰ
yue,l̪|l
yue,l̪̥|l̥
yue,m
yue,n̪|n
yue,p
yue,pʰ
yue,t̠ʃ
yue,t̠ʃʰ
yue,t̪|t
yue,t̪ʰ|tʰ
yue,w
yue,ŋ
yue,ʃ
yue,a
yue,i
yue,u
yue,æ
yue,ɔ
yul,b
yul,c
yul,d̪
yul,d̪z̪
yul,f
yul,h
yul,j
yul,k
yul,kp
yul,l̪
yul,m
yul,mb
yul,n̪
yul,n̪d̪
yul,n̪z̪
yul,p
yul,r̪
yul,s̪
yul,t̪
yul,v
yul,w
yul,z̪
yul,ŋ
yul,ŋmɡb
yul,ŋɡ
yul,ɓ
yul,ɗ̪
yul,ɟ
yul,ɡ
yul,ɡb
yul,ɱv
yul,ɲ
yul,ɲɟ
yul,ʄ
yul,ʔ
yul,a
yul,e
yul,i
yul,o
yul,u
yul,ɔ
yul,ɛ
yva,b
yva,d
yva,d̠ʒ
yva,j
yva,k
yva,m
yva,n
yva,nʲ
yva,p
yva,s
yva,sʲ
yva,t
yva,w
yva,ɾ
yva,a
yva,e̞
yva,i
yva,o̞
yva,u
zne,b
zne,d
zne,f
zne,h
zne,j
zne,k
zne,kp
zne,m
zne,n
zne,p
zne,s
zne,t
zne,v
zne,w
zne,z
zne,ɡ
zne,ɡb
zne,ɲ
zne,ɺ
zne,a
zne,ã
zne,i
zne,ĩ
zne,u
zne,ũ
zne,ɔ
zne,ɔ̃
zne,ɛ
zne,ɛ̃
zne,ɜ
zne,ɜ̃
zne,ɪ
zne,ɪ̃
zne,ʊ
zne,ʊ̃
zoc,b
zoc,d
zoc,h
zoc,j
zoc,k
zoc,l
zoc,m
zoc,n
zoc,p
zoc,s
zoc,t
zoc,ts
zoc,w
zoc,ŋ
zoc,ɡ
zoc,ʔ
zoc,a
zoc,i
zoc,o̞
zoc,u
zoc,ɛ
zoc,ɤ̟̞̃
zul,d̠ʒ
zul,f
zul,h
zul,j
zul,k
zul,kǁ͓
zul,kǃ̠
zul,kǃ͓
zul,kʟ̥ʼ
zul,kʰ
zul,kʼ
zul,l
zul,m
zul,n
zul,n̠
zul,p
zul,pʰ
zul,pʼ
zul,r
zul,s
zul,t
zul,tʰ
zul,tʼ
zul,t̠ʃʼ
zul,v
zul,w
zul,z
zul,ɓ
zul,ɦ
zul,ɬ
zul,ɮ
zul,ʃ
zul,a
zul,i
zul,u
zul,ɔ
zul,ɛ
zun,h
zun,j
zun,kʰ
zun,kʷʰ
zun,kʷʼ
zun,kʼ
zun,l̪|l
zun,m
zun,n̪|n
zun,p
zun,s̪|s
zun,t̠ʃʰ
zun,t̠ʃʼ
zun,t̪s̪ʰ|tsʰ
zun,t̪s̪ʼ|tsʼ
zun,t̪|t
zun,w
zun,ɬ̪|ɬ
zun,ʃ
zun,ʔ
zun,a
zun,i
zun,u
zun,ɔ
zun,ɛ
abi,b
abi,c
abi,d
abi,f
abi,h
abi,j
abi,k
abi,kp
abi,l
abi,m
abi,n
abi,p
abi,r
abi,s
abi,t
abi,w
abi,ɟ
abi,ɡ
abi,ɡb
abi,ɲ
abi,ʔ
abi,a
abi,ã
abi,e
abi,ẽ
abi,i
abi,ĩ
abi,o
abi,õ
abi,u
abi,ũ
abi,ɔ
abi,ɔ̃
abi,ɛ
abi,ɛ̃
abi,ɪ
abi,ɪ̃
abi,ʊ
abi,ʊ̃
adj,b
adj,d
adj,dz
adj,f
adj,h
adj,j
adj,k
adj,kp
adj,l
adj,m
adj,n
adj,p
adj,r
adj,s
adj,t
adj,t̠ʃ
adj,w
adj,ŋ
adj,ɡ
adj,ɡb
adj,ɲ
adj,˦
adj,˦˨
adj,˨
adj,a
adj,e
adj,i
adj,o
adj,u
adj,ɔ
adj,ɛ
ajg,b
ajg,d
ajg,d̠ʒ
ajg,f
ajg,j
ajg,k
ajg,kp
ajg,l
ajg,m
ajg,n
ajg,p
ajg,r
ajg,s
ajg,t
ajg,t̠ʃ
ajg,v
ajg,w
ajg,z
ajg,ŋ
ajg,ɖ
ajg,ɡ
ajg,ɡb
ajg,ɣ
ajg,ɲ
ajg,ʁ
ajg,ʃ
ajg,ʒ
ajg,χ
ajg,˦
ajg,˦˨
ajg,˧
ajg,˨
ajg,˨˦
ajg,a
ajg,ã
ajg,e
ajg,i
ajg,ĩ
ajg,o
ajg,u
ajg,ũ
ajg,ɔ
ajg,ɔ̃
ajg,ɛ
ajg,ɛ̃
ajg,b
ajg,d
ajg,d̠ʒ
ajg,f
ajg,h
ajg,j
ajg,k
ajg,kp
ajg,l
ajg,m
ajg,n
ajg,s
ajg,t
ajg,t̠ʃ
ajg,v
ajg,w
ajg,x
ajg,z
ajg,ŋ
ajg,ɖ
ajg,ɡ
ajg,ɡb
ajg,ɲ
ajg,a
ajg,ã
ajg,e
ajg,ẽ
ajg,i
ajg,ĩ
ajg,o
ajg,õ
ajg,u
ajg,ũ
ajg,ɔ
ajg,ɔ̃
ajg,ɛ
ajg,ɛ̃
aka,b
aka,d
aka,f
aka,h
aka,j
aka,k
aka,kʷ
aka,l
aka,m
aka,n
aka,nʷ
aka,p
aka,r
aka,s
aka,t
aka,w
aka,ŋ
aka,ɡ
aka,˦
aka,˦˨
aka,˧
aka,˨
aka,a
aka,e
aka,i
aka,o
aka,u
aka,ɔ
aka,ɛ
aka,ɪ
aka,ʊ
anc,b
anc,d
anc,d̠ʒ
anc,f
anc,h
anc,k
anc,l
anc,m
anc,n
anc,p
anc,r
anc,s
anc,t
anc,t̠ʃ
anc,v
anc,z
anc,ŋ
anc,ɓ
anc,ɗ
anc,ɡ
anc,ɣ
anc,ʃ
anc,ʒ
anc,ʔ
anc,˦
anc,˧
anc,˨
anc,a
anc,aː
anc,e
anc,i
anc,o
anc,u
anc,ɛ
anc,ɨ
anc,ɨː
cko,b
cko,d
cko,d̠ʒ
cko,f
cko,h
cko,j
cko,k
cko,kp
cko,l
cko,m
cko,n
cko,p
cko,s
cko,t
cko,t̠ʃ
cko,w
cko,ŋ
cko,ŋm
cko,ɡ
cko,ɡb
cko,ɲ
cko,ʃ
cko,˦
cko,˨
cko,a
cko,aː
cko,ã
cko,e
cko,eː
cko,i
cko,iː
cko,ĩ
cko,o
cko,oː
cko,u
cko,uː
cko,ũ
cko,ɔ
cko,ɔː
cko,ɔ̃
cko,ɛ
cko,ɛː
cko,ɛ̃
avu,b
avu,d
avu,dr
avu,dz
avu,f
avu,h
avu,j
avu,k
avu,kp
avu,l
avu,m
avu,mb
avu,n
avu,nd
avu,ndr
avu,ndz
avu,p
avu,r
avu,s
avu,t
avu,tr
avu,ts
avu,v
avu,w
avu,wˀ
avu,z
avu,ŋ
avu,ŋmɡb
avu,ŋɡ
avu,ɓ
avu,ɗ
avu,ɡ
avu,ɡb
avu,ɱv
avu,ɲ
avu,ʔ
avu,ʔʲ
avu,˦
avu,˧
avu,˨
avu,˨˦
avu,a
avu,aː
avu,i
avu,iː
avu,u
avu,uː
avu,ɔ
avu,ɔː
avu,ə
avu,əː
avu,ɛ
avu,ɛː
avu,ɪ
avu,ɪː
bav,b
bav,bʷ
bav,d
bav,dʷ
bav,d̠ʒ
bav,f
bav,fʷ
bav,j
bav,jʷ
bav,k
bav,kʷ
bav,l
bav,lʷ
bav,m
bav,mb
bav,mbʷ
bav,mʷ
bav,n
bav,nd
bav,ndʷ
bav,ns
bav,nsʷ
bav,nt
bav,ntʷ
bav,nz
bav,nzʷ
bav,nʷ
bav,n̠d̠ʒ
bav,n̠d̠ʒʷ
bav,n̠ʃ
bav,n̠ʃʷ
bav,s
bav,sʷ
bav,t
bav,tʷ
bav,v
bav,w
bav,z
bav,zʷ
bav,ŋ
bav,ŋk
bav,ŋkʷ
bav,ŋɡ
bav,ŋɡʷ
bav,ŋʷ
bav,ɡ
bav,ɡʷ
bav,ɣ
bav,ɱf
bav,ɱfʷ
bav,ɱv
bav,ɲ
bav,ɲʷ
bav,ʃ
bav,ʃʷ
bav,ʔ
bav,˦
bav,˦˧
bav,˦˨
bav,˧
bav,˨
bav,˨˦
bav,˨˦˧
bav,˨˧
bav,˩
bav,a
bav,aː
bav,e
bav,eː
bav,i
bav,iː
bav,o
bav,oː
bav,u
bav,uː
bav,ɔ
bav,ɔː
bav,ə
bav,əː
bav,ɛ
bav,ɨ
bav,ɨː
bfd,b
bfd,d
bfd,dz
bfd,f
bfd,j
bfd,k
bfd,l
bfd,m
bfd,n
bfd,r
bfd,s
bfd,t
bfd,ts
bfd,w
bfd,z
bfd,ŋ
bfd,ɡ
bfd,ɣ
bfd,ʃ
bfd,ʒ
bfd,ʔ
bfd,˦
bfd,˦˨
bfd,˦↓˦
bfd,˧
bfd,˧˨
bfd,˨
bfd,˨˦
bfd,˨˧
bfd,˨˧˨
bfd,↓˦˨
bfd,a
bfd,aː
bfd,e
bfd,eː
bfd,i
bfd,iː
bfd,o
bfd,oː
bfd,u
bfd,uː
bfd,ɔ
bfd,ɔː
bfd,ə
bfd,əː
bfd,ɛ
bfd,ɛː
bfd,ɨ
bfd,ɨː
bkc,b
bkc,d
bkc,h
bkc,j
bkc,k
bkc,kp
bkc,l
bkc,m
bkc,mb
bkc,n
bkc,nd
bkc,s
bkc,t
bkc,w
bkc,ŋmɡb
bkc,ŋɡ
bkc,ɓ
bkc,ɗ
bkc,ɟ
bkc,ɡ
bkc,ɡb
bkc,ɲ
bkc,ɲɟ
bkc,ɸ
bkc,ʔ
bkc,˦
bkc,˦˨
bkc,˧
bkc,˧˨
bkc,˨
bkc,˨˧
bkc,a
bkc,e
bkc,i
bkc,o
bkc,u
bkc,ɔ
bkc,ɛ
bam,b
bam,d
bam,d̠ʒ
bam,f
bam,h
bam,j
bam,k
bam,l
bam,m
bam,n
bam,p
bam,r
bam,s
bam,t
bam,t̠ʃ
bam,w
bam,z
bam,ŋ
bam,ɡ
bam,ɲ
bam,˦
bam,˨
bam,a
bam,aː
bam,ã
bam,e
bam,eː
bam,ẽ
bam,i
bam,iː
bam,ĩ
bam,o
bam,oː
bam,õ
bam,u
bam,uː
bam,ũ
bam,ɔ
bam,ɔː
bam,ɔ̃
bam,ɛ
bam,ɛː
bam,ɛ̃
bza,d
bza,f
bza,h
bza,j
bza,k
bza,kp
bza,l
bza,m
bza,mb
bza,n
bza,nd
bza,n̠d̠ʒ
bza,p
bza,s
bza,t
bza,v
bza,w
bza,ŋ
bza,ŋɡ
bza,ɓ
bza,ɡ
bza,ɡb
bza,ɣ
bza,˦
bza,˦˨
bza,˨
bza,↓˦
bza,a
bza,aː
bza,ã
bza,e
bza,eː
bza,ẽ
bza,i
bza,iː
bza,ĩ
bza,o
bza,oː
bza,õ
bza,u
bza,uː
bza,ũ
bza,ɔ
bza,ɔː
bza,ɔ̃
bza,ɛ
bza,ɛː
bza,ɛ̃
bci,b
bci,c
bci,d
bci,f
bci,j
bci,k
bci,kp
bci,l
bci,m
bci,n
bci,p
bci,r
bci,s
bci,t
bci,v
bci,w
bci,z
bci,ɟ
bci,ɡ
bci,ɡb
bci,ɲ
bci,˦
bci,˦˨
bci,˨
bci,˨˦
bci,a
bci,ã
bci,e
bci,i
bci,ĩ
bci,o
bci,u
bci,ũ
bci,ɔ
bci,ɔ̃
bci,ɛ
bci,ɛ̃
bba,b
bba,d
bba,f
bba,h
bba,j
bba,k
bba,kp
bba,l
bba,m
bba,n
bba,p
bba,r
bba,s
bba,t
bba,w
bba,ɡ
bba,ɡb
bba,˦
bba,˨
bba,a
bba,ã
bba,e
bba,i
bba,ĩ
bba,o
bba,u
bba,ũ
bba,ɔ
bba,ɔ̃
bba,ɛ
bba,ɛ̃
bas,b
bas,c
bas,d
bas,f
bas,h
bas,j
bas,k
bas,kʷ
bas,l
bas,m
bas,mb
bas,n
bas,nd
bas,p
bas,r
bas,s
bas,t
bas,v
bas,w
bas,ŋ
bas,ŋɡ
bas,ŋɡʷ
bas,ŋʷ
bas,ɓ
bas,ɟ
bas,ɡʷ
bas,ɥ
bas,ɲ
bas,ɲɟ
bas,˦
bas,˦˨
bas,˧
bas,˨
bas,˨˦
bas,a
bas,e
bas,i
bas,o
bas,u
bas,ɔ
bas,ɛ
bud,b
bud,d
bud,d̠ʒ
bud,f
bud,j
bud,k
bud,kp
bud,l
bud,m
bud,n
bud,p
bud,r
bud,s
bud,t
bud,t̠ʃ
bud,w
bud,ŋ
bud,ŋm
bud,ɡ
bud,ɡb
bud,ɲ
bud,˦
bud,˧
bud,˨
bud,a
bud,eː
bud,i
bud,oː
bud,u
bud,ɔ
bom,b
bom,d
bom,d̠ʒ
bom,f
bom,h
bom,j
bom,k
bom,kp
bom,l
bom,m
bom,n
bom,p
bom,r
bom,s
bom,t
bom,ts
bom,t̠ʃ
bom,v
bom,w
bom,z
bom,ŋ
bom,ɡ
bom,ɡb
bom,ʃ
bom,a
bom,e
bom,i
bom,o
bom,u
bom,ɔ
bom,ɛ
nhb,b
nhb,c
nhb,d
nhb,f
nhb,h
nhb,j
nhb,k
nhb,kp
nhb,l
nhb,m
nhb,n
nhb,p
nhb,r
nhb,s
nhb,t
nhb,v
nhb,w
nhb,z
nhb,ŋ
nhb,ŋm
nhb,ɟ
nhb,ɡ
nhb,ɡb
nhb,ɲ
nhb,˦
nhb,˦˨
nhb,˧
nhb,˧˨
nhb,˨
nhb,˨˦
nhb,a
nhb,aː
nhb,ã
nhb,e
nhb,eː
nhb,i
nhb,iː
nhb,ĩ
nhb,o
nhb,oː
nhb,u
nhb,uː
nhb,ũ
nhb,ɔ
