glottocode,Phoneme,dataset
achu1248,a,saphon
achu1248,aː,saphon
achu1248,ã,saphon
achu1248,i,saphon
achu1248,iː,saphon
achu1248,ĩ,saphon
achu1248,u,saphon
achu1248,uː,saphon
achu1248,ũ,saphon
achu1248,ɨ,saphon
achu1248,ɨː,saphon
achu1248,ɨ̃,saphon
agua1253,h,saphon
agua1253,k,saphon
agua1253,m,saphon
agua1253,n,saphon
agua1253,p,saphon
agua1253,s,saphon
agua1253,t,saphon
agua1253,ts,saphon
agua1253,t̠ʃ,saphon
agua1253,ɾ,saphon
agua1253,ʃ,saphon
agua1253,ʔ,saphon
agua1253,a,saphon
agua1253,ã,saphon
agua1253,i,saphon
agua1253,ĩ,saphon
agua1253,u,saphon
agua1253,ũ,saphon
agua1253,ɨ,saphon
agua1253,ɨ̃,saphon
huam1247,h,saphon
huam1247,j,saphon
huam1247,k,saphon
huam1247,m,saphon
huam1247,n,saphon
huam1247,p,saphon
huam1247,s,saphon
huam1247,t,saphon
huam1247,ts,saphon
huam1247,t̠ʃ,saphon
huam1247,w,saphon
huam1247,ŋ,saphon
huam1247,ɾ,saphon
huam1247,ʃ,saphon
huam1247,ʔ,saphon
huam1247,a,saphon
huam1247,ã,saphon
huam1247,i,saphon
huam1247,ĩ,saphon
huam1247,u,saphon
huam1247,ũ,saphon
huam1247,ɯ,saphon
huam1247,ɯ̃,saphon
shua1257,h,saphon
shua1257,j,saphon
shua1257,k,saphon
shua1257,m,saphon
shua1257,n,saphon
shua1257,p,saphon
shua1257,s,saphon
shua1257,t,saphon
shua1257,ts,saphon
shua1257,t̠ʃ,saphon
shua1257,w,saphon
shua1257,ɾ,saphon
shua1257,ʃ,saphon
shua1257,a,saphon
shua1257,ã,saphon
shua1257,i,saphon
shua1257,ĩ,saphon
shua1257,u,saphon
shua1257,ũ,saphon
shua1257,ɨ,saphon
shua1257,ɨ̃,saphon
cacu1241,b,saphon
cacu1241,b̰,saphon
cacu1241,d,saphon
cacu1241,d̰,saphon
cacu1241,f,saphon
cacu1241,h,saphon
cacu1241,j,saphon
cacu1241,j̰,saphon
cacu1241,k,saphon
cacu1241,l,saphon
cacu1241,m,saphon
cacu1241,n,saphon
cacu1241,p,saphon
cacu1241,t,saphon
cacu1241,t̠ʃ,saphon
cacu1241,w,saphon
cacu1241,w̰,saphon
cacu1241,ɡ,saphon
cacu1241,ɡ̰,saphon
cacu1241,ɲ,saphon
cacu1241,ʔ,saphon
cacu1241,a,saphon
cacu1241,e,saphon
cacu1241,i,saphon
cacu1241,u,saphon
cacu1241,ʉ,saphon
nuka1242,b,saphon
nuka1242,c,saphon
nuka1242,d,saphon
nuka1242,h,saphon
nuka1242,k,saphon
nuka1242,p,saphon
nuka1242,t,saphon
nuka1242,w,saphon
nuka1242,ɟ,saphon
nuka1242,ɡ,saphon
nuka1242,ɾ,saphon
nuka1242,ʔ,saphon
nuka1242,a,saphon
nuka1242,ã,saphon
nuka1242,i,saphon
nuka1242,ĩ,saphon
nuka1242,u,saphon
nuka1242,ũ,saphon
nuka1242,ɛ,saphon
nuka1242,ɛ̃,saphon
nuka1242,ɨ,saphon
nuka1242,ɨ̃,saphon
nuka1242,ʌ,saphon
nuka1242,ʌ̃,saphon
apin1244,f,saphon
apin1244,j,saphon
apin1244,k,saphon
apin1244,m,saphon
apin1244,mb,saphon
apin1244,n,saphon
apin1244,nd,saphon
apin1244,n̠d̠ʒ,saphon
apin1244,p,saphon
apin1244,s,saphon
apin1244,t,saphon
apin1244,t̠ʃ,saphon
apin1244,w,saphon
apin1244,ŋ,saphon
apin1244,ɲ,saphon
apin1244,ɾ,saphon
apin1244,ʔ,saphon
apin1244,a,saphon
apin1244,e,saphon
apin1244,ẽ,saphon
apin1244,i,saphon
apin1244,ĩ,saphon
apin1244,o,saphon
apin1244,õ,saphon
apin1244,u,saphon
apin1244,ũ,saphon
apin1244,ɔ,saphon
apin1244,ɘ,saphon
apin1244,ə,saphon
apin1244,ə̃,saphon
apin1244,ɛ,saphon
apin1244,ɨ,saphon
apin1244,ɨ̃,saphon
apin1244,ʌ,saphon
boro1282,b,saphon
boro1282,d,saphon
boro1282,d̠ʒ,saphon
boro1282,j,saphon
boro1282,k,saphon
boro1282,kʷ,saphon
boro1282,m,saphon
boro1282,n,saphon
boro1282,p,saphon
boro1282,t,saphon
boro1282,t̠ʃ,saphon
boro1282,w,saphon
boro1282,ɡ,saphon
boro1282,ɡʷ,saphon
boro1282,ɾ,saphon
boro1282,a,saphon
boro1282,e,saphon
boro1282,i,saphon
boro1282,o,saphon
boro1282,u,saphon
boro1282,ɤ,saphon
boro1282,ɯ,saphon
cane1242,h,saphon
cane1242,j,saphon
cane1242,k,saphon
cane1242,m,saphon
cane1242,n,saphon
cane1242,p,saphon
cane1242,t,saphon
cane1242,t̠ʃ,saphon
cane1242,w,saphon
cane1242,ŋ,saphon
cane1242,ɲ,saphon
cane1242,ɾ,saphon
cane1242,ʔ,saphon
cane1242,a,saphon
cane1242,ã,saphon
cane1242,e,saphon
cane1242,i,saphon
cane1242,ĩ,saphon
cane1242,o,saphon
cane1242,u,saphon
cane1242,ũ,saphon
cane1242,ɔ,saphon
cane1242,ɔ̃,saphon
cane1242,ə,saphon
cane1242,ɛ,saphon
cane1242,ɛ̃,saphon
cane1242,ɜ,saphon
cane1242,ɨ,saphon
cane1242,ɨ̃,saphon
chiq1248,c,saphon
chiq1248,k,saphon
chiq1248,m,saphon
chiq1248,n,saphon
chiq1248,p,saphon
chiq1248,s,saphon
chiq1248,t,saphon
chiq1248,t̠ʃ,saphon
chiq1248,ɲ,saphon
chiq1248,ɾ,saphon
chiq1248,ʂ,saphon
chiq1248,ʃ,saphon
chiq1248,ʔ,saphon
chiq1248,β,saphon
chiq1248,a,saphon
chiq1248,ã,saphon
chiq1248,e,saphon
chiq1248,ẽ,saphon
chiq1248,i,saphon
chiq1248,ĩ,saphon
chiq1248,o,saphon
chiq1248,õ,saphon
chiq1248,u,saphon
chiq1248,ũ,saphon
chiq1248,ɨ,saphon
chiq1248,ɨ̃,saphon
guat1253,b,saphon
guat1253,d,saphon
guat1253,d̠ʒ,saphon
guat1253,f,saphon
guat1253,h,saphon
guat1253,j,saphon
guat1253,k,saphon
guat1253,kʷ,saphon
guat1253,m,saphon
guat1253,n,saphon
guat1253,p,saphon
guat1253,t,saphon
guat1253,t̠ʃ,saphon
guat1253,v,saphon
guat1253,ɡ,saphon
guat1253,ɡʷ,saphon
guat1253,ɾ,saphon
guat1253,a,saphon
guat1253,e,saphon
guat1253,i,saphon
guat1253,o,saphon
guat1253,u,saphon
guat1253,ɔ,saphon
guat1253,ɛ,saphon
guat1253,ɨ,saphon
djeo1235,bz,saphon
djeo1235,d̠ʒ,saphon
djeo1235,h,saphon
djeo1235,j,saphon
djeo1235,k,saphon
djeo1235,m,saphon
djeo1235,n,saphon
djeo1235,p,saphon
djeo1235,ps,saphon
djeo1235,t,saphon
djeo1235,t̠ʃ,saphon
djeo1235,w,saphon
djeo1235,ɾ,saphon
djeo1235,β,saphon
djeo1235,a,saphon
djeo1235,ã,saphon
djeo1235,i,saphon
djeo1235,ĩ,saphon
djeo1235,o,saphon
djeo1235,õ,saphon
djeo1235,u,saphon
djeo1235,ə,saphon
djeo1235,ɛ,saphon
djeo1235,ɛ̃,saphon
kain1272,b,saphon
kain1272,j,saphon
kain1272,k,saphon
kain1272,m,saphon
kain1272,n,saphon
kain1272,p,saphon
kain1272,t,saphon
kain1272,t̠ʃ,saphon
kain1272,ɲ,saphon
kain1272,ɾ,saphon
kain1272,ʃ,saphon
kain1272,a,saphon
kain1272,e,saphon
kain1272,i,saphon
kain1272,o,saphon
kain1272,u,saphon
kara1500,b,saphon
kara1500,d,saphon
kara1500,h,saphon
kara1500,k,saphon
kara1500,l,saphon
kara1500,w,saphon
kara1500,ɗ,saphon
kara1500,ɾ,saphon
kara1500,θ,saphon
kara1500,a,saphon
kara1500,e,saphon
kara1500,i,saphon
kara1500,ĩ,saphon
kara1500,o,saphon
kara1500,õ,saphon
kara1500,u,saphon
kara1500,ɔ,saphon
kara1500,ɘ,saphon
kara1500,ə̃,saphon
kara1500,ɛ,saphon
kara1500,ɨ,saphon
kara1500,ɨ̘,saphon
kara1500,ɪ,saphon
kara1500,ʊ,saphon
kaya1330,b,saphon
kaya1330,d,saphon
kaya1330,d̠ʒ,saphon
kaya1330,j,saphon
kaya1330,k,saphon
kaya1330,m,saphon
kaya1330,n,saphon
kaya1330,p,saphon
kaya1330,t,saphon
kaya1330,t̠ʃ,saphon
kaya1330,w,saphon
kaya1330,ŋ,saphon
kaya1330,ɡ,saphon
kaya1330,ɲ,saphon
kaya1330,ɾ,saphon
kaya1330,ʔ,saphon
kaya1330,a,saphon
kaya1330,ã,saphon
kaya1330,e,saphon
kaya1330,ẽ,saphon
kaya1330,i,saphon
kaya1330,ĩ,saphon
kaya1330,o,saphon
kaya1330,õ,saphon
kaya1330,u,saphon
kaya1330,ũ,saphon
kaya1330,ɔ,saphon
kaya1330,ɛ,saphon
kaya1330,ɤ,saphon
kaya1330,ɯ,saphon
kaya1330,ɯ̃,saphon
kaya1330,ʌ,saphon
kaya1330,ʌ̃,saphon
krah1246,h,saphon
krah1246,j,saphon
krah1246,k,saphon
krah1246,kʰ,saphon
krah1246,l,saphon
krah1246,m,saphon
krah1246,n,saphon
krah1246,p,saphon
krah1246,t,saphon
krah1246,ts,saphon
krah1246,w,saphon
krah1246,ŋ,saphon
krah1246,a,saphon
krah1246,aː,saphon
krah1246,ã,saphon
krah1246,ãː,saphon
krah1246,e,saphon
krah1246,eː,saphon
krah1246,i,saphon
krah1246,iː,saphon
krah1246,ĩ,saphon
krah1246,ĩː,saphon
krah1246,o,saphon
krah1246,oː,saphon
krah1246,u,saphon
krah1246,uː,saphon
krah1246,ũ,saphon
krah1246,ũː,saphon
krah1246,ɔ,saphon
krah1246,ɔː,saphon
krah1246,ɔ̃,saphon
krah1246,ɔ̃ː,saphon
krah1246,ɛ,saphon
krah1246,ɛː,saphon
krah1246,ɛ̃,saphon
krah1246,ɛ̃ː,saphon
krah1246,ɤ,saphon
krah1246,ɤː,saphon
krah1246,ɯ,saphon
krah1246,ɯː,saphon
krah1246,ɯ̃,saphon
krah1246,ɯ̃ː,saphon
krah1246,ʌ,saphon
krah1246,ʌː,saphon
krah1246,ʌ̃,saphon
krah1246,ʌ̃ː,saphon
kren1239,b,saphon
kren1239,d,saphon
kren1239,d̠ʒ,saphon
kren1239,h,saphon
kren1239,j,saphon
kren1239,k,saphon
kren1239,m,saphon
kren1239,m̥,saphon
kren1239,n,saphon
kren1239,n̥,saphon
kren1239,p,saphon
kren1239,t,saphon
kren1239,t̠ʃ,saphon
kren1239,w,saphon
kren1239,ŋ,saphon
kren1239,ŋ̥,saphon
kren1239,ɡ,saphon
kren1239,ɲ,saphon
kren1239,ɲ̥,saphon
kren1239,ɾ,saphon
kren1239,ʒ,saphon
kren1239,ʔ,saphon
kren1239,a,saphon
kren1239,ã,saphon
kren1239,i,saphon
kren1239,ĩ,saphon
kren1239,o,saphon
kren1239,u,saphon
kren1239,ũ,saphon
kren1239,ɔ,saphon
kren1239,ɔ̃,saphon
kren1239,ə,saphon
kren1239,ɛ,saphon
kren1239,ɛ̃,saphon
kren1239,ɨ,saphon
maxa1247,h,saphon
maxa1247,k,saphon
maxa1247,m,saphon
maxa1247,n,saphon
maxa1247,p,saphon
maxa1247,t,saphon
maxa1247,ç,saphon
maxa1247,ŋ,saphon
maxa1247,ɲ,saphon
maxa1247,ʔ,saphon
maxa1247,a,saphon
maxa1247,ã,saphon
maxa1247,e,saphon
maxa1247,ẽ,saphon
maxa1247,i,saphon
maxa1247,ĩ,saphon
maxa1247,o,saphon
maxa1247,õ,saphon
maxa1247,ɯ,saphon
maxa1247,ɯ̃,saphon
pana1307,h,saphon
pana1307,j,saphon
pana1307,k,saphon
pana1307,m,saphon
pana1307,n,saphon
pana1307,p,saphon
pana1307,s,saphon
pana1307,t,saphon
pana1307,w,saphon
pana1307,ɾ,saphon
pana1307,ʔ,saphon
pana1307,a,saphon
pana1307,ã,saphon
pana1307,e,saphon
pana1307,ẽ,saphon
pana1307,i,saphon
pana1307,ĩ,saphon
pana1307,o,saphon
pana1307,õ,saphon
pana1307,u,saphon
pana1307,ũ,saphon
pana1307,ɔ,saphon
pana1307,ə,saphon
pana1307,ɛ,saphon
pana1307,ɨ,saphon
pana1307,ɨ̃,saphon
rikb1245,b,saphon
rikb1245,d,saphon
rikb1245,h,saphon
rikb1245,j,saphon
rikb1245,k,saphon
rikb1245,m,saphon
rikb1245,n,saphon
rikb1245,p,saphon
rikb1245,t,saphon
rikb1245,t̠ʃ,saphon
rikb1245,w,saphon
rikb1245,ɽ,saphon
rikb1245,ɾ,saphon
rikb1245,ʃ,saphon
rikb1245,a,saphon
rikb1245,ã,saphon
rikb1245,e,saphon
rikb1245,ẽ,saphon
rikb1245,i,saphon
rikb1245,ĩ,saphon
rikb1245,o,saphon
rikb1245,õ,saphon
rikb1245,u,saphon
rikb1245,ũ,saphon
rikb1245,ə,saphon
rikb1245,ə̃,saphon
rikb1245,ɨ,saphon
rikb1245,ɨ̃,saphon
xava1240,b,saphon
xava1240,d,saphon
xava1240,j,saphon
xava1240,p,saphon
xava1240,s,saphon
xava1240,t,saphon
xava1240,w,saphon
xava1240,z,saphon
xava1240,ɣ,saphon
xava1240,ɾ,saphon
xava1240,ʔ,saphon
xava1240,a,saphon
xava1240,e,saphon
xava1240,ẽ,saphon
xava1240,i,saphon
xava1240,ĩ,saphon
xava1240,o,saphon
xava1240,õ,saphon
xava1240,u,saphon
xava1240,ɐ̃,saphon
xava1240,ɔ,saphon
xava1240,ə,saphon
xava1240,ɛ,saphon
xava1240,ɨ,saphon
xere1240,b,saphon
xere1240,d,saphon
xere1240,h,saphon
xere1240,j,saphon
xere1240,k,saphon
xere1240,m,saphon
xere1240,n,saphon
xere1240,p,saphon
xere1240,s,saphon
xere1240,t,saphon
xere1240,w,saphon
xere1240,z,saphon
xere1240,ɾ,saphon
xere1240,a,saphon
xere1240,e,saphon
xere1240,ẽ,saphon
xere1240,i,saphon
xere1240,ĩ,saphon
xere1240,o,saphon
xere1240,õ,saphon
xere1240,u,saphon
xere1240,ũ,saphon
xere1240,ɔ,saphon
xere1240,ə,saphon
xere1240,ə̃,saphon
xere1240,ɛ,saphon
xere1240,ɨ,saphon
xokl1240,h,saphon
xokl1240,j,saphon
xokl1240,k,saphon
xokl1240,kʷ,saphon
xokl1240,l,saphon
xokl1240,m,saphon
xokl1240,mb,saphon
xokl1240,n,saphon
xokl1240,nd,saphon
xokl1240,n̠d̠ʒ,saphon
xokl1240,p,saphon
xokl1240,t,saphon
xokl1240,t̠ʃ,saphon
xokl1240,ð,saphon
xokl1240,ŋɡ,saphon
xokl1240,ŋɡʷ,saphon
xokl1240,ɲ,saphon
xokl1240,ʋ,saphon
xokl1240,ʔ,saphon
xokl1240,a,saphon
xokl1240,ã,saphon
xokl1240,e,saphon
xokl1240,ẽ,saphon
xokl1240,i,saphon
xokl1240,ĩ,saphon
xokl1240,o,saphon
xokl1240,õ,saphon
xokl1240,u,saphon
xokl1240,ũ,saphon
xokl1240,ɔ,saphon
xokl1240,ɔ̃,saphon
xokl1240,ə,saphon
xokl1240,ə̃,saphon
xokl1240,ɛ,saphon
xokl1240,ɛ̃,saphon
xokl1240,ɨ,saphon
xokl1240,ɨ̃,saphon
fuln1247,d,saphon
fuln1247,d̠ʒ,saphon
fuln1247,h,saphon
fuln1247,j,saphon
fuln1247,k,saphon
fuln1247,kʰ,saphon
fuln1247,l,saphon
fuln1247,m,saphon
fuln1247,n,saphon
fuln1247,p,saphon
fuln1247,pʰ,saphon
fuln1247,s,saphon
fuln1247,t,saphon
fuln1247,ts,saphon
fuln1247,tʰ,saphon
fuln1247,t̠ʃ,saphon
fuln1247,t̠ʃʰ,saphon
fuln1247,w,saphon
fuln1247,ɸ,saphon
fuln1247,ʃ,saphon
fuln1247,ʎ,saphon
fuln1247,a,saphon
fuln1247,aː,saphon
fuln1247,e,saphon
fuln1247,eː,saphon
fuln1247,i,saphon
fuln1247,iː,saphon
fuln1247,o,saphon
fuln1247,oː,saphon
fuln1247,u,saphon
fuln1247,uː,saphon
fuln1247,ɔ,saphon
fuln1247,ɛ,saphon
maca1260,f,saphon
maca1260,h,saphon
maca1260,j,saphon
maca1260,k,saphon
maca1260,kʼ,saphon
maca1260,l,saphon
maca1260,m,saphon
maca1260,n,saphon
maca1260,p,saphon
maca1260,pʼ,saphon
maca1260,q,saphon
maca1260,qʼ,saphon
maca1260,s,saphon
maca1260,t,saphon
maca1260,ts,saphon
maca1260,tsʼ,saphon
maca1260,tʼ,saphon
maca1260,w,saphon
maca1260,x,saphon
maca1260,ɬ,saphon
maca1260,ʔ,saphon
maca1260,χ,saphon
maca1260,a,saphon
maca1260,aː,saphon
maca1260,e,saphon
maca1260,eː,saphon
maca1260,i,saphon
maca1260,iː,saphon
maca1260,o,saphon
maca1260,oː,saphon
maca1260,u,saphon
maca1260,uː,saphon
niva1238,j,saphon
niva1238,k,saphon
niva1238,kl,saphon
niva1238,kʼ,saphon
niva1238,m,saphon
niva1238,n,saphon
niva1238,p,saphon
niva1238,pʼ,saphon
niva1238,s,saphon
niva1238,t,saphon
niva1238,ts,saphon
niva1238,tsʼ,saphon
niva1238,tʼ,saphon
niva1238,t̠ʃ,saphon
niva1238,t̠ʃʼ,saphon
niva1238,w,saphon
niva1238,x,saphon
niva1238,ɬ,saphon
niva1238,ɲ,saphon
niva1238,ɸ,saphon
niva1238,ʃ,saphon
niva1238,ʔ,saphon
niva1238,a,saphon
niva1238,e,saphon
niva1238,i,saphon
niva1238,o,saphon
niva1238,u,saphon
niva1238,ɑ,saphon
wich1264,h,saphon
wich1264,j,saphon
wich1264,k,saphon
wich1264,kʲ,saphon
wich1264,kʲʼ,saphon
wich1264,kʷ,saphon
wich1264,kʼ,saphon
wich1264,l,saphon
wich1264,m,saphon
wich1264,n,saphon
wich1264,p,saphon
wich1264,pʼ,saphon
wich1264,q,saphon
wich1264,qʷ,saphon
wich1264,s,saphon
wich1264,t,saphon
wich1264,ts,saphon
wich1264,tsʼ,saphon
wich1264,tʼ,saphon
wich1264,w,saphon
wich1264,x,saphon
wich1264,xʷ,saphon
wich1264,ɬ,saphon
wich1264,a,saphon
wich1264,e,saphon
wich1264,i,saphon
wich1264,o,saphon
wich1264,u,saphon
mose1249,b,saphon
mose1249,d,saphon
mose1249,dʲ,saphon
mose1249,f,saphon
mose1249,h,saphon
mose1249,j,saphon
mose1249,k,saphon
mose1249,kʰ,saphon
mose1249,m,saphon
mose1249,n,saphon
mose1249,p,saphon
mose1249,pʰ,saphon
mose1249,s,saphon
mose1249,t,saphon
mose1249,ts,saphon
mose1249,tʲ,saphon
mose1249,t̠ʃ,saphon
mose1249,t̠ʃʰ,saphon
mose1249,ɲ,saphon
mose1249,ɾ,saphon
mose1249,ʃ,saphon
mose1249,ʋ,saphon
mose1249,ʔ,saphon
mose1249,a,saphon
mose1249,ã,saphon
mose1249,e,saphon
mose1249,eː,saphon
mose1249,ẽ,saphon
mose1249,ẽː,saphon
mose1249,i,saphon
mose1249,iː,saphon
mose1249,ĩ,saphon
mose1249,ĩː,saphon
mose1249,o,saphon
mose1249,õ,saphon
mose1249,ə,saphon
mose1249,əː,saphon
mose1249,ə̃,saphon
mose1249,ə̃ː,saphon
mose1249,b,saphon
mose1249,d,saphon
mose1249,dʲ,saphon
mose1249,f,saphon
mose1249,h,saphon
mose1249,j,saphon
mose1249,k,saphon
mose1249,kʰ,saphon
mose1249,m,saphon
mose1249,n,saphon
mose1249,p,saphon
mose1249,pʰ,saphon
mose1249,s,saphon
mose1249,t,saphon
mose1249,ts,saphon
mose1249,tʲ,saphon
mose1249,t̠ʃ,saphon
mose1249,t̠ʃʰ,saphon
mose1249,ɲ,saphon
mose1249,ɾ,saphon
mose1249,ʃ,saphon
mose1249,ʋ,saphon
mose1249,ʔ,saphon
mose1249,a,saphon
mose1249,ã,saphon
mose1249,e,saphon
mose1249,eː,saphon
mose1249,ẽ,saphon
mose1249,ẽː,saphon
mose1249,i,saphon
mose1249,iː,saphon
mose1249,ĩ,saphon
mose1249,ĩː,saphon
mose1249,o,saphon
mose1249,õ,saphon
mose1249,ə,saphon
mose1249,əː,saphon
mose1249,ə̃,saphon
mose1249,ə̃ː,saphon
mose1249,ɨ,saphon
mose1249,ɨ̃,saphon
mose1249,b,saphon
mose1249,d,saphon
mose1249,dʲ,saphon
mose1249,f,saphon
mose1249,h,saphon
mose1249,j,saphon
mose1249,k,saphon
mose1249,kʰ,saphon
mose1249,m,saphon
mose1249,n,saphon
mose1249,p,saphon
mose1249,pʰ,saphon
mose1249,s,saphon
mose1249,t,saphon
mose1249,ts,saphon
mose1249,tʲ,saphon
mose1249,t̠ʃ,saphon
mose1249,t̠ʃʰ,saphon
mose1249,ɲ,saphon
mose1249,ɾ,saphon
mose1249,ʃ,saphon
mose1249,ʋ,saphon
mose1249,ʔ,saphon
mose1249,a,saphon
mose1249,ã,saphon
mose1249,e,saphon
mose1249,eː,saphon
mose1249,ẽ,saphon
mose1249,ẽː,saphon
mose1249,i,saphon
mose1249,iː,saphon
mose1249,ĩ,saphon
mose1249,ĩː,saphon
mose1249,o,saphon
mose1249,õ,saphon
mose1249,ə,saphon
mose1249,əː,saphon
mose1249,ə̃,saphon
mose1249,ə̃ː,saphon
mose1249,ɨ,saphon
mose1249,ɨ̃,saphon
pira1253,b,saphon
pira1253,h,saphon
pira1253,k,saphon
pira1253,p,saphon
pira1253,s,saphon
pira1253,t,saphon
pira1253,ɡ,saphon
pira1253,ʔ,saphon
pira1253,a,saphon
pira1253,i,saphon
pira1253,o,saphon
daww1239,b,saphon
daww1239,c,saphon
daww1239,d,saphon
daww1239,h,saphon
daww1239,j,saphon
daww1239,j̰,saphon
daww1239,k,saphon
daww1239,l,saphon
daww1239,m,saphon
daww1239,m̰,saphon
daww1239,n,saphon
daww1239,n̰,saphon
daww1239,p,saphon
daww1239,t,saphon
daww1239,w,saphon
daww1239,w̰,saphon
daww1239,x,saphon
daww1239,ŋ,saphon
daww1239,ɟ,saphon
daww1239,ɡ,saphon
daww1239,ɲ,saphon
daww1239,ɲ̰,saphon
daww1239,ʃ,saphon
daww1239,ʔ,saphon
daww1239,a,saphon
daww1239,ã,saphon
daww1239,e,saphon
daww1239,i,saphon
daww1239,ĩ,saphon
daww1239,o,saphon
daww1239,u,saphon
daww1239,ũ,saphon
daww1239,ɔ,saphon
daww1239,ɔ̃,saphon
daww1239,ɛ,saphon
daww1239,ɛ̃,saphon
daww1239,ɤ,saphon
daww1239,ɯ,saphon
daww1239,ɯ̃,saphon
hupd1244,b,saphon
hupd1244,b̰,saphon
hupd1244,c,saphon
hupd1244,d,saphon
hupd1244,d̰,saphon
hupd1244,h,saphon
hupd1244,j,saphon
hupd1244,j̰,saphon
hupd1244,k,saphon
hupd1244,p,saphon
hupd1244,pʼ,saphon
hupd1244,t,saphon
hupd1244,w,saphon
hupd1244,w̰,saphon
hupd1244,ç,saphon
hupd1244,ɟ̰,saphon
hupd1244,ɡ,saphon
hupd1244,ɡ̰,saphon
hupd1244,ʔ,saphon
hupd1244,a,saphon
hupd1244,ã,saphon
hupd1244,e,saphon
hupd1244,i,saphon
hupd1244,ĩ,saphon
hupd1244,o,saphon
hupd1244,u,saphon
hupd1244,ũ,saphon
hupd1244,æ,saphon
hupd1244,æ̃,saphon
hupd1244,ɔ,saphon
hupd1244,ɔ̃,saphon
hupd1244,ə,saphon
hupd1244,ɨ,saphon
hupd1244,ɨ̃,saphon
nade1244,b,saphon
nade1244,d,saphon
nade1244,h,saphon
nade1244,j,saphon
nade1244,k,saphon
nade1244,m,saphon
nade1244,n,saphon
nade1244,p,saphon
nade1244,t,saphon
nade1244,w,saphon
nade1244,ŋ,saphon
nade1244,ɟ,saphon
nade1244,ɡ,saphon
nade1244,ɲ,saphon
nade1244,ɾ,saphon
nade1244,ʃ,saphon
nade1244,ʔ,saphon
nade1244,a,saphon
nade1244,ã,saphon
nade1244,e,saphon
nade1244,i,saphon
nade1244,ĩ,saphon
nade1244,o,saphon
nade1244,u,saphon
nade1244,ũ,saphon
nade1244,ɔ,saphon
nade1244,ɔ̃,saphon
nade1244,ɛ,saphon
nade1244,ɛ̃,saphon
nade1244,ɤ,saphon
nade1244,ɯ,saphon
nade1244,ɯ̃,saphon
nade1244,ʌ,saphon
nade1244,ʌ̃,saphon
amah1246,h,saphon
amah1246,j,saphon
amah1246,k,saphon
amah1246,m,saphon
amah1246,n,saphon
amah1246,p,saphon
amah1246,s,saphon
amah1246,t,saphon
amah1246,ts,saphon
amah1246,t̠ʃ,saphon
amah1246,w,saphon
amah1246,x,saphon
amah1246,ɾ,saphon
amah1246,ʃ,saphon
amah1246,ʔ,saphon
amah1246,a,saphon
amah1246,ã,saphon
amah1246,i,saphon
amah1246,ĩ,saphon
amah1246,o,saphon
amah1246,õ,saphon
amah1246,ɨ,saphon
amah1246,ɨ̃,saphon
shar1245,b,saphon
shar1245,d,saphon
shar1245,f,saphon
shar1245,k,saphon
shar1245,m,saphon
shar1245,n,saphon
shar1245,p,saphon
shar1245,s,saphon
shar1245,t,saphon
shar1245,ts,saphon
shar1245,t̠ʃ,saphon
shar1245,ɾ,saphon
shar1245,ʂ,saphon
shar1245,ʃ,saphon
shar1245,a,saphon
shar1245,ã,saphon
shar1245,i,saphon
shar1245,ĩ,saphon
shar1245,u,saphon
shar1245,ũ,saphon
shar1245,ɨ,saphon
shar1245,ɨ̃,saphon
capa1241,h,saphon
capa1241,j,saphon
capa1241,k,saphon
capa1241,m,saphon
capa1241,n,saphon
capa1241,p,saphon
capa1241,s,saphon
capa1241,t,saphon
capa1241,ts,saphon
capa1241,t̠ʃ,saphon
capa1241,w,saphon
capa1241,ɾ,saphon
capa1241,ʂ,saphon
capa1241,ʃ,saphon
capa1241,ʔ,saphon
capa1241,β,saphon
capa1241,a,saphon
capa1241,aː,saphon
capa1241,i,saphon
capa1241,iː,saphon
capa1241,u,saphon
capa1241,uː,saphon
capa1241,ɨ,saphon
capa1241,ɨː,saphon
cash1251,k,saphon
cash1251,kʷ,saphon
cash1251,m,saphon
cash1251,n,saphon
cash1251,p,saphon
cash1251,s,saphon
cash1251,t,saphon
cash1251,ts,saphon
cash1251,t̠ʃ,saphon
cash1251,ɲ,saphon
cash1251,ɾ,saphon
cash1251,ʂ,saphon
cash1251,ʃ,saphon
cash1251,ʔ,saphon
cash1251,β̞,saphon
cash1251,a,saphon
cash1251,e,saphon
cash1251,i,saphon
cash1251,o,saphon
cash1251,u,saphon
cash1251,ɨ,saphon
chac1251,h,saphon
chac1251,j,saphon
chac1251,k,saphon
chac1251,m,saphon
chac1251,n,saphon
chac1251,p,saphon
chac1251,s,saphon
chac1251,t,saphon
chac1251,ts,saphon
chac1251,t̠ʃ,saphon
chac1251,w,saphon
chac1251,ʂ,saphon
chac1251,ʃ,saphon
chac1251,ʐ,saphon
chac1251,ʔ,saphon
chac1251,β,saphon
chac1251,a,saphon
chac1251,i,saphon
chac1251,o,saphon
chac1251,ɯ,saphon
cash1254,b,saphon
cash1254,d,saphon
cash1254,h,saphon
cash1254,j,saphon
cash1254,k,saphon
cash1254,m,saphon
cash1254,n,saphon
cash1254,p,saphon
cash1254,s,saphon
cash1254,t,saphon
cash1254,ts,saphon
cash1254,t̠ʃ,saphon
cash1254,w,saphon
cash1254,ʂ,saphon
cash1254,ʃ,saphon
cash1254,a,saphon
cash1254,ã,saphon
cash1254,i,saphon
cash1254,ĩ,saphon
cash1254,u,saphon
cash1254,ũ,saphon
