Name,glottocode,Genus,Family,Latitude,Longitude
"Yupik (Sirenik)","sire1246","Eskimo","Eskimo-Aleut",64.5,-174.0
"Yugh","yugh1239","Yeniseian","Yeniseian",61.0,90.0
"Aka","yaka1272","Bantoid","Niger-Congo",2.66666666667,16.25
"Avatime","avat1244","Kwa","Niger-Congo",6.83333333333,0.416666666667
"Bana","bana1305","Biu-Mandara","Afro-Asiatic",10.4166666667,13.5833333333
"Biafada","biaf1240","Biafada","Niger-Congo",11.4166666667,-15.1666666667
"Bafia","bafi1243","Bantoid","Niger-Congo",5.0,11.1666666667
"Baule","baou1238","Kwa","Niger-Congo",7.0,-5.0
"Basari","bass1258","Tenda","Niger-Congo",12.6666666667,-13.0
"Buli (in Ghana)","buli1254","Northern-Central Gur","Niger-Congo",10.5,-1.25
"Chitimacha","chit1248","Chitimacha","Chitimacha",29.6666666667,-91.0
"Day","dayy1236","Day","Niger-Congo",8.75,17.8333333333
"Dagaare","sout2789","Northern-Central Gur","Niger-Congo",10.5,-2.66666666667
"Ebira","ebir1243","Nupoid","Niger-Congo",8.16666666667,7.0
"Ega","egaa1242","Ega","Niger-Congo",5.5,-5.5
"Fula (Senegal)","pula1263","Peul-Serer","Niger-Congo",15.0,-14.0
"Gade","gade1242","Nupoid","Niger-Congo",8.66666666667,7.41666666667
"Gbaya (Northwest)","nort2775","Gbaya-Manza-Ngbaka","Niger-Congo",6.0,15.0
"Gula Iro","gula1265","Bua","Niger-Congo",10.25,19.4166666667
"Gurma","gour1243","Northern-Central Gur","Niger-Congo",12.25,1.0
"Hayu","wayu1241","Mahakiranti","Sino-Tibetan",27.25,86.0
"Ila","ilaa1246","Bantoid","Niger-Congo",-15.5833333333,26.5
"Kana","khan1278","Cross River","Niger-Congo",4.75,7.41666666667
"Kemant","qima1242","Central Cushitic","Afro-Asiatic",12.6666666667,37.4166666667
"Umbu Ungu","umbu1258","Chimbu","Trans-New Guinea",-6.0,144.0
"Kongo","koon1244","Bantoid","Niger-Congo",-5.0,15.0
"Korowai","koro1312","Awju-Dumut","Trans-New Guinea",-5.25,140.0
"Kosop","kimm1246","Kim","Niger-Congo",9.91666666667,15.9166666667
"Kwerba","nucl1595","Kwerba","Kwerba",-2.25,138.5
"Laal","laal1242","Laal","Laal",10.0,17.6666666667
"Loko","loko1255","Western Mande","Mande",9.33333333333,-12.0833333333
"Mbay","mbay1241","Bongo-Bagirmi","Central Sudanic",8.25,17.5
"Mandinka","mand1436","Western Mande","Mande",13.0,-15.6666666667
"Mbodomo","gbay1281","Gbaya-Manza-Ngbaka","Niger-Congo",4.5,15.5
"Mada (in Nigeria)","mada1282","Platoid","Niger-Congo",8.75,8.25
"Mun","kimm1245","Hmong-Mien","Hmong-Mien",19.0,110.0
"Mooré","moss1236","Northern-Central Gur","Niger-Congo",12.8333333333,-1.25
"Mulao","mula1253","Kam-Tai","Tai-Kadai",25.0,108.0
"Ngaanyatjarra","ngaa1240","Western Pama-Nyungan","Pama-Nyungan",-26.0,126.5
"Oku","okuu1243","Bantoid","Niger-Congo",6.25,10.5
"Emai","emai1241","Edoid","Niger-Congo",7.08333333333,5.91666666667
"Pomo (Eastern)","east2545","Pomoan","Hokan",39.0,-122.666666667
"Podoko","park1239","Biu-Mandara","Afro-Asiatic",11.0,14.0833333333
"Tabla","tabl1243","Sentani","Sentani",-2.45,140.416666667
"Tikar","tika1246","Bantoid","Niger-Congo",5.83333333333,11.6666666667
"Tumak","tuma1260","East Chadic","Afro-Asiatic",9.5,17.3333333333
"Teribe","teri1250","Talamanca","Chibchan",9.33333333333,-82.6666666667
"Wéménugbé","weme1239","Kwa","Niger-Congo",6.66666666667,2.5
"Xasonga","xaas1235","Western Mande","Mande",14.25,-10.5
"Yemba","yemb1246","Bantoid","Niger-Congo",5.41666666667,10.0833333333
"Popoluca (Sierra)","high1276","Mixe-Zoque","Mixe-Zoque",18.3333333333,-95.1666666667
"Korana","kora1292","Khoe-Kwadi","Khoe-Kwadi",-29.5,20.5
"Arabic (Beirut)","nort3139","Semitic","Afro-Asiatic",33.9166666667,35.5
"Acehnese","achi1257","Malayo-Sumbawan","Austronesian",5.5,95.5
"Achagua","acha1250","Inland Northern Arawakan","Arawakan",4.41666666667,-72.25
"Arabic (Eastern Libyan)","liby1240","Semitic","Afro-Asiatic",32.0,22.0
"Anguthimri","leni1238","Northern Pama-Nyungan","Pama-Nyungan",-12.3333333333,141.833333333
"Arabic (Bani-Hassan)","hass1238","Semitic","Afro-Asiatic",20.0,-10.0
"Aklanon","akla1241","Greater Central Philippine","Austronesian",11.5833333333,122.333333333
"Alyawarra","alya1239","Central Pama-Nyungan","Pama-Nyungan",-22.5,135.0
"Arabic (Negev)","sout3123","Semitic","Afro-Asiatic",30.5,34.75
"Arabic (Gulf)","gulf1241","Semitic","Afro-Asiatic",26.0,49.0
"Arabic (Hijazi)","hija1235","Semitic","Afro-Asiatic",26.0,38.0
"Arosi","aros1241","Oceanic","Austronesian",-10.25,161.333333333
"Aralle-Tabulahan","aral1243","South Sulawesi","Austronesian",-2.75,119.25
"Alutiiq","paci1278","Eskimo","Eskimo-Aleut",57.0,-157.0
"Au","auuu1241","Wapei-Palei","Torricelli",-3.58333333333,142.083333333
"Awadhi","awad1243","Indic","Indo-European",27.5,81.5
"Arrernte (Western)","west2441","Central Pama-Nyungan","Pama-Nyungan",-24.0,132.5
"Awtuw","awtu1239","Ram","Sepik",-3.58333333333,142.0
"Baré","bare1276","Inland Northern Arawakan","Arawakan",1.0,-67.0
"Balinese","bali1278","Malayo-Sumbawan","Austronesian",-8.33333333333,115.25
"Bambam","bamb1270","South Sulawesi","Austronesian",-3.08333333333,119.083333333
"Bininj Gun-Wok","gunw1252","Gunwinygic","Gunwinyguan",-12.5,133.75
"Badimaya","badi1246","Western Pama-Nyungan","Pama-Nyungan",-27.6666666667,118.0
"Banggai","bang1368","Celebic","Austronesian",-1.41666666667,123.166666667
"Bhojpuri","bhoj1244","Indic","Indo-European",26.0,84.0
"Biak","biak1248","South Halmahera - West New Guinea","Austronesian",-1.0,136.0
"Bima","bima1247","Central Malayo-Polynesian","Austronesian",-8.5,118.5
"Bikol","cent2087","Greater Central Philippine","Austronesian",13.3333333333,123.5
"Balantak","bala1315","Celebic","Austronesian",-0.833333333333,123.25
"Banawá","jama1261","Arauan","Arauan",-7.0,-65.0
"Banggarla","bang1339","Central Pama-Nyungan","Pama-Nyungan",-32.0,137.0
"Bantik","bant1286","Sangiric","Austronesian",1.41666666667,124.75
"Basque (Souletin)","basq1250","Basque","Basque",43.5,-1.5
"Bugis","bugi1244","South Sulawesi","Austronesian",-4.0,120.0
"Buli (in Indonesia)","buli1255","South Halmahera - West New Guinea","Austronesian",1.0,128.5
"Buru","buru1303","Central Malayo-Polynesian","Austronesian",-3.5,126.5
"Capanahua","capa1241","Panoan","Panoan",-7.0,-74.0
"Cebuano","cebu1242","Greater Central Philippine","Austronesian",10.0,124.0
"Campa Pajonal Asheninca","ashe1273","Pre-Andine Arawakan","Arawakan",-10.6666666667,-74.25
"Chepang","chep1245","Mahakiranti","Sino-Tibetan",27.6666666667,84.75
"Creek","cree1270","Muskogean","Muskogean",34.0,-85.0
"Cornish","corn1251","Celtic","Indo-European",50.3333333333,-5.0
"Cupeño","cupe1243","California Uto-Aztecan","Uto-Aztecan",33.1666666667,-116.5
"Cayuga","cayu1261","Northern Iroquoian","Iroquoian",42.75,-76.75
"Czech","czec1258","Slavic","Indo-European",50.0,15.0
"Da'a","daak1235","Celebic","Austronesian",-1.0,119.583333333
"Dakota","dako1258","Core Siouan","Siouan",45.0,-93.5
"Desano","desa1247","Tucanoan","Tucanoan",0.833333333333,-69.8333333333
"Dhurga","dhur1239","Southeastern Pama-Nyungan","Pama-Nyungan",-35.6666666667,150.0
"Dharawal","thur1254","Southeastern Pama-Nyungan","Pama-Nyungan",-34.5,150.5
"Djingili","djin1251","Djingili","Mirndi",-17.75,134.0
"Djaru","jaru1254","Western Pama-Nyungan","Pama-Nyungan",-18.75,128.0
"Dobel","dobe1238","Central Malayo-Polynesian","Austronesian",-6.25,134.666666667
"Doutai","dout1240","Lakes Plain","Lakes Plain",-3.33333333333,138.166666667
"Dari","dari1249","Iranian","Indo-European",35.0,66.0
"Danish","dani1285","Germanic","Indo-European",56.0,10.0
"Dutch","dutc1256","Germanic","Indo-European",52.5,6.0
"Embera Chami","embe1262","Choco","Choco",5.0,-76.0
"Enggano","engg1245","Enggano","Austronesian",-5.41666666667,102.25
"Estonian","esto1258","Finnic","Uralic",59.0,26.0
"Faroese","faro1244","Germanic","Indo-European",62.0,-7.0
"Fore","fore1270","Eastern Highlands","Trans-New Guinea",-6.75,145.5
"Gaelic (Scots)","scot1245","Celtic","Indo-European",57.0,-4.0
"Gayo","gayo1244","Northwest Sumatra-Barrier Islands","Austronesian",4.5,97.5
"Gaalpu","dhan1270","Western Pama-Nyungan","Pama-Nyungan",-12.6666666667,136.75
"Gorowa","goro1270","Southern Cushitic","Afro-Asiatic",-4.5,36.5
"Gugada","koka1244","Western Pama-Nyungan","Pama-Nyungan",-30.0,134.0
"Guugu Yimidhirr","gugu1255","Northern Pama-Nyungan","Pama-Nyungan",-15.0,144.833333333
"Halang","hala1252","Bahnaric","Austro-Asiatic",14.5,107.5
"Huitoto (Muinane)","nupo1240","Huitoto","Huitotoan",-2.41666666667,-71.0
"Hanunóo","hanu1241","Greater Central Philippine","Austronesian",12.3333333333,121.25
"Haida (Northern)","nort2938","Haida","Haida",54.0,-132.5
"Icelandic","icel1247","Germanic","Indo-European",65.0,-17.0
"Inga","inga1252","Quechuan","Quechuan",1.0,-77.0
"Italian","ital1282","Romance","Indo-European",43.0,12.0
"Júma","juma1249","Tupi-Guaraní","Tupian",-7.5,-64.0
"Kaure","kaur1271","Kaure","Kaure",-3.41666666667,140.083333333
"Kambera","kamb1299","Central Malayo-Polynesian","Austronesian",-9.83333333333,120.166666667
"Kela (Apoze)","kela1255","Oceanic","Austronesian",-7.41666666667,147.083333333
"Kaiwá","kaiw1246","Tupi-Guaraní","Tupian",-23.0,-55.0
"Kei","keii1239","Central Malayo-Polynesian","Austronesian",-5.83333333333,132.916666667
"Kunjen","kunj1245","Northern Pama-Nyungan","Pama-Nyungan",-16.5,142.5
"Konjo","coas1295","South Sulawesi","Austronesian",-5.46666666667,120.333333333
"Kaili","ledo1238","Celebic","Austronesian",-1.16666666667,120.0
"Kalapuya","kala1400","Kalapuyan","Kalapuyan",44.5,-123.0
"Komi-Permyak","komi1269","Permic","Uralic",59.5,54.5
"Kara (in Papua New Guinea)","kara1486","Oceanic","Austronesian",-2.83333333333,151.116666667
"Karelian","kare1335","Finnic","Uralic",64.0,32.0
"Ketengban","kete1254","Mek","Trans-New Guinea",-4.5,140.5
"Kuuku Ya'u","kuuk1238","Northern Pama-Nyungan","Pama-Nyungan",-12.5833333333,143.083333333
"Kulamanen","mati1250","Greater Central Philippine","Austronesian",7.75,125.0
"Laragia","lara1258","Laragia","Darwin Region",-12.6666666667,130.833333333
"Leti","leti1246","Central Malayo-Polynesian","Austronesian",-8.2,127.666666667
"Liv","livv1244","Finnic","Uralic",56.8333333333,24.0
"Lauje","lauj1238","Celebic","Austronesian",-0.5,120.0
"Lamu-Lamu","lamu1254","Northern Pama-Nyungan","Pama-Nyungan",-14.8333333333,144.5
"Lamaholot","lama1277","Central Malayo-Polynesian","Austronesian",-8.25,122.916666667
"Lampung","lamp1243","Lampungic","Austronesian",-5.0,105.0
"Macushi","macu1259","Cariban","Cariban",4.0,-60.0
"Mae","maee1241","Oceanic","Austronesian",-16.0,167.25
"Mari (Hill)","west2392","Mari","Uralic",57.0,58.0
"Maithili","mait1250","Indic","Indo-European",26.0,86.0
"Macedonian","mace1250","Slavic","Indo-European",41.6666666667,21.75
"Madimadi","west2443","Southeastern Pama-Nyungan","Pama-Nyungan",-34.5,143.5
"Meyah","meya1236","East Bird's Head","East Bird's Head",-1.16666666667,133.5
"Melayu Betawi","beta1252","Creoles and Pidgins","other",-6.5,107.0
"Menomini","meno1252","Algonquian","Algic",45.5,-88.3333333333
"Mongondow","mong1342","Greater Central Philippine","Austronesian",0.666666666667,124.0
"Minangkabau","mina1268","Malayo-Sumbawan","Austronesian",-1.0,101.0
"Miskito","misk1235","Misumalpan","Misumalpan",14.0,-83.6666666667
"Makassar","maka1311","South Sulawesi","Austronesian",-5.41666666667,119.583333333
"Malacca Creole","mala1533","Creoles and Pidgins","other",2.2,102.25
"Malay","stan1306","Malayo-Sumbawan","Austronesian",3.0,102.0
"Mordvin (Moksha)","moks1248","Mordvin","Uralic",54.0,44.0
"Mamasa","mama1276","South Sulawesi","Austronesian",-3.08333333333,119.666666667
"Muna","muna1247","Celebic","Austronesian",-5.0,122.5
"Manggarai","mang1405","Central Malayo-Polynesian","Austronesian",-8.5,120.333333333
"Mantjiltjara","mart1256","Western Pama-Nyungan","Pama-Nyungan",-22.6666666667,125.083333333
"Manam","mana1295","Oceanic","Austronesian",-4.0,145.0
"Mentawai","ment1249","Northwest Sumatra-Barrier Islands","Austronesian",-1.5,99.0
"Manx","manx1243","Celtic","Indo-European",54.1666666667,-4.5
"Margany","marg1253","Northern Pama-Nyungan","Pama-Nyungan",-27.0,144.5
"Mohawk","moha1258","Northern Iroquoian","Iroquoian",43.5,-74.25
"Murik","muri1260","Lower Sepik","Lower Sepik-Ramu",-3.83333333333,144.25
"Mairasi","nucl1594","Mairasi-Tanahmerah","Trans-New Guinea",-3.5,134.0
"Muruwari","muru1266","Southeastern Pama-Nyungan","Pama-Nyungan",-28.75,147.0
"Munsee","muns1251","Algonquian","Algic",41.5,-74.6666666667
"Mentuh Tapuh","buka1257","Land Dayak","Austronesian",1.25,111.0
"Malayalam","mala1464","Southern Dravidian","Dravidian",10.0,76.5
"Ma'anyan","maan1238","Barito","Austronesian",-2.0,115.0
"Mayi-Yapi","mayk1239","Northern Pama-Nyungan","Pama-Nyungan",-20.0,141.0
"Neo-Aramaic (Arbel Jewish)","lish1245","Semitic","Afro-Asiatic",36.3833,44.0
"Nambas (Big)","bign1238","Oceanic","Austronesian",-16.0833333333,167.2
"Nubian (Dongolese)","kenu1236","Nubian","Eastern Sudanic",18.25,30.75
"Nyambo","nyam1277","Bantoid","Niger-Congo",-1.0,31.3333333333
"Ngad'a","ngad1261","Central Malayo-Polynesian","Austronesian",-8.83333333333,121.0
"Ngalakan","ngal1293","Ngalakan","Gunwinyguan",-14.25,134.0
"Ngarinyeri","narr1259","Southeastern Pama-Nyungan","Pama-Nyungan",-36.0,140.0
"Nias","nias1242","Northwest Sumatra-Barrier Islands","Austronesian",1.0,97.75
"Ningil","ning1273","Wapei-Palei","Torricelli",-3.5,142.25
"Nyungar","nyun1247","Western Pama-Nyungan","Pama-Nyungan",-33.75,122.0
"Ngalkbun","ngal1292","Gunwinygic","Gunwinyguan",-13.5,134.833333333
"Nengone","neng1238","Oceanic","Austronesian",-21.5,168.0
"Napu","napu1241","Celebic","Austronesian",-1.33333333333,120.416666667
"Neo-Aramaic (Assyrian)","assy1241","Semitic","Afro-Asiatic",36.0,41.0
"Nyawaygi","nyaw1247","Northern Pama-Nyungan","Pama-Nyungan",-19.0,146.166666667
"Obokuitai","obok1239","Lakes Plain","Lakes Plain",-3.0,138.0
"Occitan","occi1239","Romance","Indo-European",44.0,2.0
"Oloh Mangtangai","ngaj1237","Barito","Austronesian",-0.833333333333,113.0
"Ono","onoo1246","Finisterre-Huon","Trans-New Guinea",-6.16666666667,147.583333333
"Oto","iowa1245","Core Siouan","Siouan",40.5,-96.0
"Padoe","pado1242","Celebic","Austronesian",-2.33333333333,121.333333333
"Pagu","pagu1249","North Halmaheran","West Papuan",1.25,127.75
"Pintupi","pint1250","Western Pama-Nyungan","Pama-Nyungan",-23.0,129.0
"Piro","yine1238","Purus","Arawakan",-11.0,-73.5
"Pokomchí","poqo1254","Mayan","Mayan",15.4166666667,-90.5
"Paakantyi","darl1243","Central Pama-Nyungan","Pama-Nyungan",-32.5,142.5
"Polabian","pola1255","Slavic","Indo-European",51.0,12.8333333333
"Paulohi","paul1238","Central Malayo-Polynesian","Austronesian",-3.25,128.75
"Pamona","pamo1252","Celebic","Austronesian",-1.75,120.833333333
"Portuguese","port1283","Romance","Indo-European",39.0,-8.0
"Pitta Pitta","pitt1247","Central Pama-Nyungan","Pama-Nyungan",-22.8333333333,140.0
"Puluwat","pulu1242","Oceanic","Austronesian",7.33333333333,149.333333333
"Quechua (Ayacucho)","ayac1239","Quechuan","Quechuan",-14.0,-74.0
"Quiché","kich1262","Mayan","Mayan",15.0,-91.4166666667
"Quechan","quec1382","Yuman","Hokan",32.8333333333,-114.333333333
"Ritharngu","rita1239","Western Pama-Nyungan","Pama-Nyungan",-12.8333333333,135.5
"Romani (North Russian)","balt1257","Indic","Indo-European",60.0,38.0
"Rotuman","rotu1241","Oceanic","Austronesian",-12.5,177.066666667
"Roti","term1237","Central Malayo-Polynesian","Austronesian",-10.6666666667,123.25
"Sahu","sahu1245","North Halmaheran","West Papuan",1.16666666667,127.5
"Sakao","saka1289","Oceanic","Austronesian",-15.1666666667,167.083333333
"Saho","saho1246","Lowland East Cushitic","Afro-Asiatic",14.75,39.75
"Sama (Balangingi)","bala1311","Sama-Bajaw","Austronesian",6.16666666667,121.833333333
"Serbian-Croatian","sout1528","Slavic","Indo-European",44.0,19.0
"Southeast Ambrym","sout2859","Oceanic","Austronesian",-16.3,168.216666667
"Seri","seri1257","Seri","Hokan",29.0,-112.0
"Sangir","sang1336","Sangiric","Austronesian",3.5,125.5
"Sio","sioo1240","Oceanic","Austronesian",-5.95,147.333333333
"Sikule","siku1242","Northwest Sumatra-Barrier Islands","Austronesian",2.66666666667,96.0
"Sikaritai","sika1263","Lakes Plain","Lakes Plain",-2.91666666667,138.25
"Slovene","slov1268","Slavic","Indo-European",46.0,15.0
"Selayar","sela1260","South Sulawesi","Austronesian",-6.0,120.5
"Saami (Northern)","nort2671","Saami","Uralic",69.0,24.0
"Spokane","spok1245","Interior Salish","Salishan",47.6666666667,-117.75
"Salish (Southern Puget Sound)","sout2965","Central Salish","Salishan",47.25,-122.5
"Sardinian","camp1261","Romance","Indo-European",40.0,9.0
"Siroi","siro1249","Madang","Trans-New Guinea",-5.5,146.0
"Selaru","sela1259","Central Malayo-Polynesian","Austronesian",-8.2,131.0
"Stoney","ston1242","Core Siouan","Siouan",53.75,-116.5
"Sundanese","sund1252","Malayo-Sumbawan","Austronesian",-7.0,107.0
"Slovincian","kash1274","Slavic","Indo-European",54.0,16.0
"Slovak","slov1269","Slavic","Indo-European",49.0,20.0
"Swedish","swed1254","Germanic","Indo-European",60.0,15.0
"Sawai","sawa1247","South Halmahera - West New Guinea","Austronesian",0.5,128.0
"Tahitian","tahi1242","Oceanic","Austronesian",-17.6666666667,-149.583333333
"Tajik","taji1245","Iranian","Indo-European",38.6666666667,70.0
"Tawala","tawa1275","Oceanic","Austronesian",-10.3333333333,150.666666667
"Tarangan (West)","west2538","Central Malayo-Polynesian","Austronesian",-6.5,134.166666667
"Thaypan","thay1248","Northern Pama-Nyungan","Pama-Nyungan",-14.8333333333,143.166666667
"Tolai","kuan1248","Oceanic","Austronesian",-4.25,152.083333333
"Talaud","tala1285","Sangiric","Austronesian",4.25,126.75
"Tobelo","tobe1252","North Halmaheran","West Papuan",1.5,128.5
"Timucua","timu1245","Timucua","Timucua",30.25,-82.5
"Tongan","tong1325","Oceanic","Austronesian",-21.1666666667,-175.166666667
"Tondano","tond1251","Minahasan","Austronesian",1.25,125.0
"Tanna (Southwest)","sout2869","Oceanic","Austronesian",-19.5666666667,169.333333333
"Tontemboan","tont1239","Minahasan","Austronesian",1.08333333333,124.5
"Toratán","rata1244","Sangiric","Austronesian",1.08333333333,124.833333333
"Toraja","tora1261","South Sulawesi","Austronesian",-3.0,119.75
"Tsakhur","tsak1249","Lezgic","Nakh-Daghestanian",41.6666666667,47.1666666667
"Timorese","uabm1237","Central Malayo-Polynesian","Austronesian",-9.66666666667,124.5
"Tümpisa Shoshone","pana1305","Numic","Uto-Aztecan",37.0,-117.0
"Tuamotuan","tuam1242","Oceanic","Austronesian",-17.0,-144.0
"Tzotzil","tzot1259","Mayan","Mayan",16.5,-92.6666666667
"Uradhi","atam1239","Northern Pama-Nyungan","Pama-Nyungan",-11.9166666667,142.416666667
"Ulithian","ulit1238","Oceanic","Austronesian",9.91666666667,139.583333333
"Uma","umaa1242","Celebic","Austronesian",-1.83333333333,120.0
"Unami","unam1242","Algonquian","Algic",40.0,-75.1666666667
"Votic","voti1245","Finnic","Uralic",59.5,30.0
"Wangkumara","ngur1261","Central Pama-Nyungan","Pama-Nyungan",-27.3333333333,143.0
"Wambon","wamb1259","Awju-Dumut","Trans-New Guinea",-5.5,140.416666667
"Welsh","wels1247","Celtic","Indo-European",52.0,-3.0
"Weri","weri1253","Goilalan","Trans-New Guinea",-7.75,146.916666667
"Wetan","luan1263","Central Malayo-Polynesian","Austronesian",-8.16666666667,128.0
"Walmatjari","walm1241","Western Pama-Nyungan","Pama-Nyungan",-19.5,125.75
"Wolio","woli1241","Celebic","Austronesian",-5.5,122.75
"Warrgamay","warr1255","Northern Pama-Nyungan","Pama-Nyungan",-18.5833333333,146.083333333
"Warlpiri","warl1254","Western Pama-Nyungan","Pama-Nyungan",-20.0,132.333333333
"Yil","yill1241","Wapei-Palei","Torricelli",-3.53333333333,142.15
"Yindjibarndi","yind1247","Western Pama-Nyungan","Pama-Nyungan",-21.75,117.916666667
"Yuwaalaraay","gami1243","Southeastern Pama-Nyungan","Pama-Nyungan",-29.5,148.0
"Atakapa","atak1252","Atakapa","Atakapa",30.0,-93.5
"Belhare","belh1239","Mahakiranti","Sino-Tibetan",26.9666666667,87.3
"Chontal (Highland)","high1242","Tequistlatecan","Tequistlatecan",16.25,-95.75
"Chinook (Upper)","wasc1239","Chinookan","Penutian",45.62,-121.16
"Digaro","diga1241","Digaroan","Sino-Tibetan",28.4166666667,96.0
"Hatam","hata1243","Hatam","West Papuan",-1.0,134.0
"Iau","iauu1242","Lakes Plain","Lakes Plain",-3.16666666667,137.5
"Jeli","jeri1242","Western Mande","Mande",9.5,-5.66666666667
"Kipea","kari1255","Kariri","Kariri",-10.0,-37.0
"Lai","haka1240","Kuki-Chin","Sino-Tibetan",22.6666666667,93.6666666667
"Motuna","siwa1245","East Bougainville","East Bougainville",-6.61666666667,155.416666667
"Nahali","niha1238","Nahali","Nahali",19.75,77.8333333333
"Totonac (Misantla)","yecu1235","Totonacan","Totonacan",19.9166666667,-96.9166666667
"Nicobarese (Car)","carn1240","Nicobarese","Austro-Asiatic",9.0,93.0
"Nisgha","nisg1240","Tsimshianic","Penutian",55.0,-130.0
"Ambulas","ambu1247","Ndu","Sepik",-3.83333333333,143.0
"Anêm","anem1249","Anêm","Anêm",-5.58333333333,149.083333333
"Bauzi","bauz1241","East Geelvink Bay","East Geelvink Bay",-2.5,137.5
"Chayahuita","chay1248","Cahuapanan","Cahuapanan",-5.5,-77.0
"Chumash (Ineseño)","ines1240","Chumash","Chumash",34.6666666667,-120.25
"Chichimeca-Jonaz","chic1272","Chichimec","Oto-Manguean",21.6666666667,-100.5
"Gününa Küne","puel1244","Puelche","Chon",-41.0,-67.0
"Gumuz","gumu1244","Gumuz","Gumuz",12.5,35.8333333333
"Kimaghama","kima1246","Kolopom","Kolopom",-8.0,138.5
"Kui (in Indonesia)","kuii1253","Greater Alor","Timor-Alor-Pantar",-8.43333333333,124.55
"Kirikiri","kiri1256","Lakes Plain","Lakes Plain",-3.0,137.166666667
"Kanum (Ngkâlmpw)","ngka1235","Morehead and Upper Maro Rivers","Morehead and Upper Maro Rivers",-8.66666666667,140.916666667
"Marrithiyel","mari1424","Bringen","Western Daly",-13.8333333333,130.0
"Natchez","natc1249","Natchez","Natchez",31.75,-91.3333333333
"Nakkara","naka1260","Nakkara","Mangrida",-12.1166666667,134.416666667
"Nyigina","nyig1240","Nyulnyulan","Nyulnyulan",-18.0,124.333333333
"Orig","tega1236","Rashad","Kordofanian",12.1666666667,30.8333333333
"Siuslaw","sius1254","Siuslawan","Oregon Coast",44.0,-124.0
"Salt-Yui","salt1242","Chimbu","Trans-New Guinea",-6.28333333333,145.033333333
"Tauya","tauy1241","Madang","Trans-New Guinea",-5.75,145.333333333
"Tanglapui","sawi1256","Kolana-Tanglapui","Timor-Alor-Pantar",-8.28333333333,125.083333333
"Takelma","take1257","Takelma","Takelma",42.5,-123.0
"Telefol","tele1256","Ok","Trans-New Guinea",-5.0,141.75
"Warndarang","wand1263","Warndarang","Mangarrayi-Maran",-14.4166666667,135.583333333
"Waskia","wask1241","Madang","Trans-New Guinea",-4.5,146.0
"Xokleng","xokl1240","Ge-Kaingang","Macro-Ge",-24.5,-50.0
"Yali","angg1239","Dani","Trans-New Guinea",-4.0,139.333333333
"Kui (in India)","kuii1252","South-Central Dravidian","Dravidian",20.0,83.5
"Yankuntjatjara","yank1247","Western Pama-Nyungan","Pama-Nyungan",-27.0,132.0
"Aari","aari1239","South Omotic","Afro-Asiatic",6.0,36.5833333333
"Arabana","arab1267","Central Pama-Nyungan","Pama-Nyungan",-28.25,136.25
"Abun","abun1252","North-Central Bird's Head","West Papuan",-0.5,132.5
"Abui","abui1241","Greater Alor","Timor-Alor-Pantar",-8.25,124.666666667
"Acholi","acol1236","Nilotic","Eastern Sudanic",3.0,32.6666666667
"Achuar","achu1248","Jivaroan","Jivaroan",-2.66667,-76.0
"Adang","adan1251","Greater Alor","Timor-Alor-Pantar",-8.2,124.0
"Adioukrou","adio1239","Kwa","Niger-Congo",5.41666666667,-4.58333333333
"Adynyamathanha","adny1235","Central Pama-Nyungan","Pama-Nyungan",-30.5,139.5
"Agarabi","agar1252","Eastern Highlands","Trans-New Guinea",-6.16666666667,146.0
"Agta (Central)","cent2084","Greater Central Philippine","Austronesian",17.9666666667,121.833333333
"Akha","akha1245","Burmese-Lolo","Sino-Tibetan",21.8333333333,99.8333333333
"Ala'ala","lala1268","Oceanic","Austronesian",-8.91666666667,146.75
"Ambae (Lolovoli Northeast)","east2443","Oceanic","Austronesian",-15.4166666667,167.883333333
"Ambai","amba1265","South Halmahera - West New Guinea","Austronesian",-1.83333333333,136.5
"Arabic (Modern Standard)","stan1318","Semitic","Afro-Asiatic",25.0,42.0
"Anamuxra","anam1248","Madang","Trans-New Guinea",-4.66666666667,145.0
"Anggor","ango1254","Senagi","Senagi",-3.75,141.166666667
"Anejom","anei1239","Oceanic","Austronesian",-20.2,169.8
"Anindilyakwa","anin1240","Anindilyakwa","Gunwinyguan",-14.0,136.5
"Anufo","anuf1239","Kwa","Niger-Congo",10.0833333333,0.25
"Anywa","anua1242","Nilotic","Eastern Sudanic",8.0,33.5
"Mufian","mufi1238","Kombio-Arapesh","Torricelli",-3.5,143.0
"Apalaí","apal1257","Cariban","Cariban",0.0,-54.0
"Apatani","apat1240","Tani","Sino-Tibetan",27.5,93.75
"Apache (Western)","west2615","Athapaskan","Na-Dene",33.75,-110.0
"Arabic (Iraqi)","meso1252","Semitic","Afro-Asiatic",33.0,44.0
"Assamese","assa1263","Indic","Indo-European",26.0,93.0
"Athpare","athp1241","Mahakiranti","Sino-Tibetan",27.0,87.3333333333
"Awa","awap1236","Eastern Highlands","Trans-New Guinea",-6.66666666667,145.75
"Bachamal","wadj1254","Anson Bay","Anson Bay",-13.1666666667,130.166666667
"Baure","baur1253","Bolivia-Parana","Arawakan",-13.0833333333,-64.1666666667
"Bari","bari1284","Nilotic","Eastern Sudanic",5.0,31.6666666667
"Barambu","bara1361","Ubangi","Niger-Congo",3.5,27.0
"Budu","budu1250","Bantoid","Niger-Congo",2.0,28.0
