Source,Target,Value
"tsha1245","144S","8"
"than1259","26A","2"
"than1259","33A","2"
"than1259","51A","1"
"than1259","69A","2"
"than1259","81A","1"
"than1259","82A","1"
"than1259","83A","1"
"than1259","85A","1"
"than1259","86A","1"
"than1259","87A","1"
"than1259","88A","1"
"than1259","89A","1"
"than1259","95A","1"
"than1259","97A","1"
"than1259","112A","1"
"than1259","143A","3"
"than1259","143E","2"
"than1259","143F","4"
"than1259","143G","4"
"than1259","144A","20"
"than1259","144L","5"
"than1259","144P","4"
"than1259","144Q","4"
"than1259","144R","2"
"than1259","144S","11"
"thay1249","26A","1"
"thay1249","33A","9"
"thay1249","37A","5"
"thay1249","38A","5"
"thay1249","51A","8"
"thay1249","57A","4"
"thay1249","69A","2"
"thay1249","81A","1"
"thay1249","82A","1"
"thay1249","83A","1"
"thay1249","85A","3"
"thay1249","86A","2"
"thay1249","87A","2"
"thay1249","88A","2"
"thay1249","89A","2"
"thay1249","90A","1"
"thay1249","90C","1"
"thay1249","91A","3"
"thay1249","92A","6"
"thay1249","93A","2"
"thay1249","94A","1"
"thay1249","95A","5"
"thay1249","96A","2"
"thay1249","97A","2"
"thay1249","101A","1"
"thay1249","112A","2"
"thay1249","116A","6"
"thay1249","143A","1"
"thay1249","143E","1"
"thay1249","143F","4"
"thay1249","143G","4"
"thay1249","144A","7"
"thay1249","144B","3"
"thay1249","144L","3"
"thay1249","144P","4"
"thay1249","144Q","4"
"thay1249","144R","1"
"thay1249","144S","11"
"timu1262","26A","1"
"timu1262","27A","1"
"timu1262","33A","8"
"timu1262","37A","1"
"timu1262","51A","9"
"timu1262","55A","1"
"timu1262","69A","4"
"timu1262","81A","3"
"timu1262","82A","2"
"timu1262","83A","2"
"timu1262","85A","2"
"timu1262","86A","2"
"timu1262","87A","2"
"timu1262","88A","2"
"timu1262","89A","1"
"timu1262","90A","1"
"timu1262","90C","1"
"timu1262","91A","2"
"timu1262","94A","1"
"timu1262","95A","4"
"timu1262","96A","4"
"timu1262","97A","4"
"timu1262","101A","5"
"timu1262","111A","2"
"timu1262","112A","2"
"timu1262","116A","1"
"timu1262","143A","1"
"timu1262","143E","1"
"timu1262","143F","4"
"timu1262","143G","4"
"timu1262","144A","9"
"timu1262","144B","3"
"timu1262","144T","1"
"timu1262","144V","1"
"timu1262","144W","6"
"timu1262","144X","4"
"trio1238","26A","4"
"trio1238","33A","2"
"trio1238","44A","2"
"trio1238","48A","3"
"trio1238","51A","9"
"trio1238","57A","1"
"trio1238","69A","2"
"trio1238","70A","1"
"trio1238","71A","1"
"trio1238","72A","4"
"trio1238","81A","5"
"trio1238","82A","2"
"trio1238","83A","1"
"trio1238","85A","1"
"trio1238","86A","1"
"trio1238","92A","6"
"trio1238","93A","1"
"trio1238","94A","5"
"trio1238","95A","1"
"trio1238","100A","6"
"trio1238","102A","4"
"trio1238","103A","2"
"trio1238","104A","1"
"trio1238","107A","2"
"trio1238","112A","1"
"trio1238","116A","6"
"trio1238","143A","4"
"trio1238","143E","4"
"trio1238","143F","2"
"trio1238","143G","4"
"trio1238","144A","20"
"trio1238","144Y","4"
"tami1289","26A","2"
"tami1289","27A","1"
"tami1289","30A","3"
"tami1289","31A","2"
"tami1289","32A","2"
"tami1289","33A","2"
"tami1289","34A","5"
"tami1289","35A","6"
"tami1289","41A","2"
"tami1289","42A","3"
"tami1289","45A","3"
"tami1289","46A","1"
"tami1289","47A","1"
"tami1289","51A","1"
"tami1289","52A","2"
"tami1289","53A","6"
"tami1289","54A","2"
"tami1289","56A","3"
"tami1289","62A","1"
"tami1289","63A","1"
"tami1289","64A","2"
"tami1289","65A","2"
"tami1289","66A","1"
"tami1289","67A","1"
"tami1289","68A","3"
"tami1289","69A","2"
"tami1289","70A","1"
"tami1289","71A","4"
"tami1289","74A","1"
"tami1289","75A","2"
"tami1289","76A","2"
"tami1289","77A","2"
"tami1289","78A","2"
"tami1289","81A","1"
"tami1289","82A","1"
"tami1289","83A","1"
"tami1289","84A","3"
"tami1289","85A","1"
"tami1289","86A","1"
"tami1289","87A","1"
"tami1289","88A","1"
"tami1289","89A","1"
"tami1289","90A","2"
"tami1289","90B","1"
"tami1289","91A","1"
"tami1289","92A","6"
"tami1289","93A","2"
"tami1289","94A","4"
"tami1289","95A","1"
"tami1289","96A","1"
"tami1289","97A","1"
"tami1289","105A","1"
"tami1289","106A","2"
"tami1289","108A","3"
"tami1289","108B","4"
"tami1289","109A","8"
"tami1289","109B","5"
"tami1289","110A","2"
"tami1289","111A","2"
"tami1289","112A","1"
"tami1289","115A","1"
"tami1289","116A","2"
"tami1289","117A","1"
"tami1289","118A","2"
"tami1289","119A","2"
"tami1289","120A","2"
"tami1289","121A","1"
"tami1289","125A","3"
"tami1289","126A","3"
"tami1289","127A","3"
"tami1289","128A","3"
"tami1289","129A","1"
"tami1289","130A","2"
"tami1289","143A","4"
"tami1289","143E","4"
"tami1289","143F","2"
"tami1289","143G","4"
"tami1289","144A","20"
"tami1289","144L","6"
"tami1289","144P","4"
"tami1289","144Q","4"
"tami1289","144R","8"
"tami1289","144S","2"
"turk1308","26A","6"
"turk1308","33A","6"
"turk1308","37A","5"
"turk1308","38A","5"
"turk1308","41A","2"
"turk1308","43A","1"
"turk1308","44A","6"
"turk1308","47A","1"
"turk1308","48A","2"
"turk1308","49A","6"
"turk1308","50A","4"
"turk1308","51A","5"
"turk1308","53A","6"
"turk1308","63A","2"
"turk1308","69A","1"
"turk1308","70A","1"
"turk1308","71A","3"
"turk1308","79A","1"
"turk1308","79B","5"
"turk1308","80A","1"
"turk1308","81A","3"
"turk1308","82A","2"
"turk1308","83A","2"
"turk1308","84A","1"
"turk1308","85A","2"
"turk1308","86A","2"
"turk1308","87A","2"
"turk1308","88A","2"
"turk1308","89A","2"
"turk1308","90A","1"
"turk1308","90C","1"
"turk1308","92A","2"
"turk1308","93A","2"
"turk1308","94A","1"
"turk1308","95A","4"
"turk1308","96A","4"
"turk1308","97A","4"
"turk1308","100A","6"
"turk1308","101A","2"
"turk1308","102A","5"
"turk1308","103A","2"
"turk1308","104A","3"
"turk1308","105A","2"
"turk1308","107A","1"
"turk1308","110A","1"
"turk1308","111A","2"
"turk1308","112A","1"
"turk1308","116A","1"
"turk1308","117A","3"
"turk1308","118A","1"
"turk1308","119A","1"
"turk1308","120A","2"
"turk1308","129A","1"
"turk1308","130A","2"
"turk1308","143A","3"
"turk1308","143E","2"
"turk1308","143F","4"
"turk1308","143G","4"
"turk1308","144A","20"
"turk1308","144T","8"
"turk1308","144V","2"
"turk1308","144W","6"
"turk1308","144X","4"
"tana1290","26A","6"
"tana1290","27A","3"
"tana1290","33A","2"
"tana1290","51A","9"
"tana1290","57A","1"
"tana1290","69A","1"
"tana1290","70A","1"
"tana1290","72A","1"
"tana1290","82A","1"
"tana1290","83A","1"
"tana1290","85A","1"
"tana1290","86A","1"
"tana1290","87A","2"
"tana1290","88A","1"
"tana1290","93A","2"
"tana1290","94A","2"
"tana1290","95A","1"
"tana1290","97A","2"
"tana1290","101A","2"
"tana1290","112A","6"
"tana1290","143A","14"
"tana1290","143B","2"
"tana1290","143E","1"
"tana1290","143F","2"
"tana1290","143G","4"
"tana1290","144A","18"
"tana1290","144L","16"
"tana1290","144N","17"
"tune1261","26A","3"
"tune1261","33A","1"
"tune1261","51A","9"
"tune1261","55A","1"
"tune1261","57A","4"
"tune1261","61A","2"
"tune1261","69A","2"
"tune1261","81A","1"
"tune1261","82A","1"
"tune1261","83A","1"
"tune1261","84A","5"
"tune1261","85A","4"
"tune1261","86A","2"
"tune1261","87A","2"
"tune1261","88A","1"
"tune1261","89A","2"
"tune1261","90A","1"
"tune1261","90C","1"
"tune1261","92A","2"
"tune1261","93A","2"
"tune1261","94A","1"
"tune1261","95A","5"
"tune1261","96A","2"
"tune1261","97A","2"
"tune1261","105A","2"
"tune1261","112A","2"
"tune1261","116A","1"
"tune1261","143A","1"
"tune1261","143E","1"
"tune1261","143F","4"
"tune1261","143G","4"
"tune1261","144A","6"
"tune1261","144B","2"
"tune1261","144L","2"
"tune1261","144P","4"
"tune1261","144Q","1"
"tune1261","144R","8"
"tune1261","144S","11"
"west2466","26A","2"
"west2466","33A","2"
"west2466","65A","1"
"west2466","66A","1"
"west2466","67A","2"
"west2466","68A","2"
"west2466","69A","2"
"west2466","82A","1"
"west2466","83A","1"
"west2466","85A","1"
"west2466","87A","2"
"west2466","90A","1"
"west2466","90C","1"
"west2466","92A","2"
"west2466","93A","2"
"west2466","95A","1"
"west2466","96A","2"
"west2466","97A","2"
"west2466","112A","2"
"west2466","116A","1"
"west2466","143A","1"
"west2466","143E","1"
"west2466","143F","4"
"west2466","143G","4"
"west2466","144A","21"
"west2466","144L","18"
"toba1269","26A","4"
"toba1269","33A","2"
"toba1269","51A","9"
"toba1269","55A","1"
"toba1269","57A","1"
"toba1269","69A","2"
"toba1269","81A","7"
"toba1269","81B","4"
"toba1269","82A","3"
"toba1269","83A","2"
"toba1269","86A","2"
"toba1269","87A","1"
"toba1269","88A","1"
"toba1269","89A","1"
"toba1269","92A","6"
"toba1269","93A","1"
"toba1269","94A","1"
"toba1269","97A","3"
"toba1269","101A","2"
"toba1269","112A","1"
"toba1269","116A","6"
"toba1269","124A","4"
"toba1269","129A","2"
"toba1269","130A","2"
"toba1269","143A","3"
"toba1269","143E","2"
"toba1269","143F","4"
"toba1269","143G","4"
"toba1269","144A","20"
"toba1269","144D","13"
"toba1269","144E","14"
"toba1269","144H","4"
"toba1269","144I","2"
"toba1269","144J","7"
"toba1269","144K","4"
"toba1269","144T","18"
"toba1269","144V","2"
"toba1269","144W","6"
"toba1269","144X","4"
"tong1318","26A","6"
"tong1318","33A","1"
"tong1318","51A","2"
"tong1318","57A","2"
"tong1318","69A","1"
"tong1318","81A","2"
"tong1318","82A","1"
"tong1318","83A","2"
"tong1318","86A","2"
"tong1318","87A","2"
"tong1318","88A","2"
"tong1318","89A","2"
"tong1318","90A","1"
"tong1318","90C","1"
"tong1318","93A","2"
"tong1318","96A","4"
"tong1318","97A","4"
"tong1318","101A","2"
"tong1318","112A","1"
"tong1318","116A","1"
"tong1318","143A","3"
"tong1318","143E","2"
"tong1318","143F","4"
"tong1318","143G","4"
"tong1318","144A","20"
"tong1318","144D","5"
"tong1318","144H","4"
"tong1318","144I","2"
"tong1318","144J","7"
"tong1318","144K","4"
"nort2959","26A","4"
"nort2959","33A","1"
"nort2959","34A","6"
"nort2959","37A","3"
"nort2959","38A","4"
"nort2959","44A","6"
"nort2959","46A","4"
"nort2959","48A","3"
"nort2959","51A","1"
"nort2959","54A","2"
"nort2959","57A","1"
"nort2959","69A","2"
"nort2959","70A","1"
"nort2959","71A","1"
"nort2959","77A","2"
"nort2959","78A","2"
"nort2959","79A","2"
"nort2959","79B","5"
"nort2959","80A","3"
"nort2959","81A","3"
"nort2959","82A","2"
"nort2959","83A","2"
"nort2959","84A","6"
"nort2959","85A","1"
"nort2959","86A","1"
"nort2959","87A","3"
"nort2959","88A","1"
"nort2959","89A","1"
"nort2959","90A","1"
"nort2959","90C","1"
"nort2959","91A","1"
"nort2959","92A","3"
"nort2959","93A","1"
"nort2959","95A","3"
"nort2959","96A","4"
"nort2959","97A","5"
"nort2959","100A","2"
"nort2959","101A","6"
"nort2959","102A","5"
"nort2959","103A","5"
"nort2959","104A","3"
"nort2959","107A","1"
"nort2959","112A","2"
"nort2959","115A","1"
"nort2959","116A","1"
"nort2959","143A","1"
"nort2959","143E","1"
"nort2959","143F","4"
"nort2959","143G","4"
"nort2959","144A","9"
"nort2959","144B","3"
"nort2959","144T","1"
"nort2959","144V","1"
"nort2959","144W","6"
"nort2959","144X","4"
"tapi1253","26A","4"
"tapi1253","33A","2"
"tapi1253","51A","1"
"tapi1253","57A","1"
"tapi1253","69A","2"
"tapi1253","81A","1"
"tapi1253","82A","1"
"tapi1253","83A","1"
"tapi1253","84A","5"
"tapi1253","85A","2"
"tapi1253","86A","1"
"tapi1253","88A","1"
"tapi1253","89A","1"
"tapi1253","90A","1"
"tapi1253","90C","1"
"tapi1253","93A","1"
"tapi1253","95A","2"
"tapi1253","96A","2"
"tapi1253","112A","1"
"tapi1253","129A","2"
"tapi1253","130A","2"
"tapi1253","143A","4"
"tapi1253","143E","4"
"tapi1253","143F","2"
"tapi1253","143G","4"
"tapi1253","144A","20"
"tapi1253","144L","6"
"tapi1253","144P","4"
"tapi1253","144Q","4"
"tapi1253","144R","8"
"tapi1253","144S","2"
"copa1237","26A","4"
"copa1237","33A","9"
"copa1237","38A","2"
"copa1237","44A","6"
"copa1237","48A","3"
"copa1237","51A","9"
"copa1237","52A","2"
"copa1237","57A","4"
"copa1237","69A","1"
"copa1237","70A","5"
"copa1237","71A","1"
"copa1237","81A","3"
"copa1237","82A","2"
"copa1237","83A","2"
"copa1237","84A","1"
"copa1237","85A","2"
"copa1237","86A","2"
"copa1237","87A","2"
"copa1237","88A","2"
"copa1237","89A","1"
"copa1237","90A","1"
"copa1237","90C","1"
"copa1237","92A","2"
"copa1237","93A","1"
"copa1237","94A","1"
"copa1237","95A","4"
"copa1237","96A","4"
"copa1237","97A","4"
"copa1237","100A","2"
"copa1237","102A","2"
"copa1237","103A","2"
"copa1237","104A","1"
"copa1237","107A","2"
"copa1237","116A","1"
"copa1237","143A","1"
"copa1237","143E","1"
"copa1237","143F","4"
"copa1237","143G","4"
"copa1237","144A","9"
"copa1237","144B","3"
"copa1237","144T","1"
"copa1237","144V","1"
"copa1237","144W","6"
"copa1237","144X","4"
"suri1267","26A","2"
"suri1267","33A","2"
"suri1267","51A","1"
"suri1267","57A","2"
"suri1267","81A","2"
"suri1267","82A","1"
"suri1267","83A","2"
"suri1267","85A","1"
"suri1267","88A","5"
"suri1267","90A","1"
"suri1267","90C","1"
"suri1267","93A","2"
"suri1267","94A","5"
"suri1267","95A","3"
"suri1267","96A","4"
"suri1267","112A","6"
"suri1267","143A","14"
"suri1267","143B","15"
"suri1267","143E","3"
"suri1267","143F","2"
"suri1267","143G","4"
"suri1267","144A","18"
"suri1267","144B","3"
"suri1267","144C","10"
"suri1267","144L","16"
"suri1267","144N","9"
"suri1267","144P","4"
"suri1267","144Q","4"
"suri1267","144R","5"
"suri1267","144S","6"
"nort2920","26A","2"
"nort2920","33A","2"
"nort2920","51A","1"
"nort2920","52A","2"
"nort2920","57A","1"
"nort2920","69A","2"
"nort2920","81A","1"
"nort2920","82A","1"
"nort2920","83A","1"
"nort2920","86A","1"
"nort2920","87A","3"
"nort2920","88A","1"
"nort2920","89A","2"
"nort2920","94A","4"
"nort2920","97A","5"
"nort2920","101A","2"
"nort2920","112A","2"
"nort2920","143A","1"
"nort2920","143E","1"
"nort2920","143F","4"
"nort2920","143G","4"
"nort2920","144A","5"
"nort2920","144B","1"
"nort2920","144L","1"
"nort2920","144P","1"
"nort2920","144Q","4"
"nort2920","144R","8"
"nort2920","144S","11"
"tama1365","26A","4"
"tama1365","33A","6"
"tama1365","51A","2"
"tama1365","57A","2"
"tama1365","81A","3"
"tama1365","82A","2"
"tama1365","83A","2"
"tama1365","84A","1"
"tama1365","85A","2"
"tama1365","86A","2"
"tama1365","87A","2"
"tama1365","88A","2"
"tama1365","89A","1"
"tama1365","90A","1"
"tama1365","90C","1"
"tama1365","92A","1"
"tama1365","93A","1"
"tama1365","94A","1"
"tama1365","95A","4"
"tama1365","96A","4"
"tama1365","97A","4"
"tama1365","101A","2"
"tama1365","112A","2"
"tama1365","116A","1"
"tama1365","143A","15"
"tama1365","143C","13"
"tama1365","143E","1"
"tama1365","143F","4"
"tama1365","143G","3"
"tama1365","144A","19"
"tama1365","144B","3"
"tama1365","144T","23"
"tama1365","144U","11"
"tama1365","144V","3"
"tama1365","144W","6"
"tama1365","144X","4"
"tute1247","26A","4"
"tute1247","37A","3"
"tute1247","38A","3"
"tute1247","43A","1"
"tute1247","51A","9"
"tute1247","57A","1"
"tute1247","69A","2"
"tute1247","81A","1"
"tute1247","82A","1"
"tute1247","83A","1"
"tute1247","85A","1"
"tute1247","86A","1"
"tute1247","88A","2"
"tute1247","89A","2"
"tute1247","92A","6"
"tute1247","95A","1"
"tute1247","101A","2"
"tute1247","112A","6"
"tute1247","116A","2"
"tute1247","143A","14"
"tute1247","143B","4"
"tute1247","143E","2"
"tute1247","143F","2"
"tute1247","143G","4"
"tute1247","144A","18"
"tute1247","144L","16"
"tute1247","144N","6"
"tute1247","144P","4"
"tute1247","144Q","4"
"tute1247","144R","6"
"tute1247","144S","6"
"tuca1252","26A","2"
"tuca1252","33A","2"
"tuca1252","36A","1"
"tuca1252","37A","5"
"tuca1252","38A","5"
"tuca1252","51A","6"
"tuca1252","55A","2"
"tuca1252","65A","2"
"tuca1252","66A","2"
"tuca1252","67A","1"
"tuca1252","68A","3"
"tuca1252","69A","2"
"tuca1252","77A","3"
"tuca1252","78A","3"
"tuca1252","82A","1"
"tuca1252","83A","1"
"tuca1252","84A","6"
"tuca1252","85A","1"
"tuca1252","87A","3"
"tuca1252","88A","1"
"tuca1252","89A","1"
"tuca1252","90A","2"
"tuca1252","90B","1"
"tuca1252","92A","6"
"tuca1252","94A","2"
"tuca1252","95A","1"
"tuca1252","96A","1"
"tuca1252","97A","5"
"tuca1252","106A","2"
"tuca1252","112A","1"
"tuca1252","116A","2"
"tuca1252","129A","1"
"tuca1252","130A","2"
"tuca1252","132A","5"
"tuca1252","133A","2"
"tuca1252","134A","2"
"tuca1252","135A","2"
"tuca1252","143A","4"
"tuca1252","143E","4"
"tuca1252","143F","2"
"tuca1252","143G","4"
"tuca1252","144A","20"
"tuca1252","144L","21"
"tusc1257","26A","5"
"tusc1257","33A","1"
"tusc1257","41A","2"
"tusc1257","42A","1"
"tusc1257","51A","1"
"tusc1257","57A","1"
"tusc1257","63A","1"
"tusc1257","69A","4"
"tusc1257","77A","1"
"tusc1257","78A","1"
"tusc1257","81A","7"
"tusc1257","82A","3"
"tusc1257","83A","3"
"tusc1257","84A","6"
"tusc1257","92A","3"
"tusc1257","93A","1"
"tusc1257","95A","5"
"tusc1257","96A","5"
"tusc1257","97A","5"
"tusc1257","101A","2"
"tusc1257","111A","2"
"tusc1257","112A","2"
"tusc1257","116A","1"
"tusc1257","118A","1"
"tusc1257","119A","1"
"tusc1257","120A","1"
"tusc1257","129A","2"
"tusc1257","130A","2"
"tusc1257","143A","1"
"tusc1257","143E","1"
"tusc1257","143F","4"
"tusc1257","143G","4"
"tusc1257","144A","21"
"tusc1257","144B","3"
"lowl1265","26A","2"
"lowl1265","33A","3"
"lowl1265","37A","2"
"lowl1265","38A","2"
"lowl1265","51A","1"
"lowl1265","57A","4"
"lowl1265","69A","2"
"lowl1265","77A","3"
"lowl1265","78A","2"
"lowl1265","81A","1"
"lowl1265","82A","1"
"lowl1265","83A","1"
"lowl1265","84A","6"
"lowl1265","85A","4"
"lowl1265","86A","1"
"lowl1265","87A","1"
"lowl1265","88A","1"
"lowl1265","89A","1"
"lowl1265","90A","7"
"lowl1265","90B","2"
"lowl1265","90C","2"
"lowl1265","91A","1"
"lowl1265","93A","2"
"lowl1265","94A","5"
"lowl1265","95A","5"
"lowl1265","96A","5"
"lowl1265","97A","1"
"lowl1265","116A","1"
"lowl1265","131A","1"
"lowl1265","132A","5"
"lowl1265","133A","3"
"lowl1265","134A","2"
"lowl1265","135A","1"
"lowl1265","143A","1"
"lowl1265","143E","1"
"lowl1265","143F","4"
"lowl1265","143G","4"
"lowl1265","144A","21"
"lowl1265","144L","14"
"lowl1265","144S","11"
"xico1235","26A","4"
"xico1235","37A","1"
"xico1235","46A","1"
"xico1235","52A","2"
"xico1235","53A","4"
"xico1235","57A","1"
"xico1235","64A","1"
"xico1235","69A","4"
"xico1235","70A","5"
"xico1235","71A","1"
"xico1235","72A","1"
"xico1235","73A","2"
"xico1235","77A","1"
"xico1235","78A","1"
"xico1235","81A","2"
"xico1235","82A","1"
"xico1235","83A","2"
"xico1235","85A","2"
"xico1235","86A","2"
"xico1235","87A","1"
"xico1235","88A","1"
"xico1235","90A","1"
"xico1235","90C","1"
"xico1235","91A","1"
"xico1235","92A","1"
"xico1235","93A","1"
"xico1235","94A","1"
"xico1235","95A","4"
"xico1235","96A","4"
"xico1235","97A","3"
"xico1235","116A","1"
"xico1235","117A","5"
"xico1235","129A","2"
"xico1235","130A","2"
"tzut1248","26A","6"
"tzut1248","33A","7"
"tzut1248","34A","6"
"tzut1248","37A","1"
"tzut1248","38A","1"
"tzut1248","41A","3"
"tzut1248","42A","1"
"tzut1248","43A","2"
"tzut1248","44A","6"
"tzut1248","48A","4"
"tzut1248","51A","9"
"tzut1248","57A","1"
"tzut1248","58A","1"
"tzut1248","59A","3"
"tzut1248","63A","2"
"tzut1248","64A","1"
"tzut1248","69A","4"
"tzut1248","70A","1"
"tzut1248","72A","1"
"tzut1248","73A","2"
"tzut1248","77A","2"
"tzut1248","78A","4"
"tzut1248","81A","7"
"tzut1248","81B","4"
"tzut1248","82A","3"
"tzut1248","83A","2"
"tzut1248","84A","1"
"tzut1248","85A","2"
"tzut1248","86A","2"
"tzut1248","87A","3"
"tzut1248","88A","6"
"tzut1248","89A","1"
"tzut1248","90A","1"
"tzut1248","90C","1"
"tzut1248","91A","3"
"tzut1248","92A","1"
"tzut1248","93A","1"
"tzut1248","94A","1"
"tzut1248","95A","4"
"tzut1248","96A","4"
"tzut1248","97A","5"
"tzut1248","100A","3"
"tzut1248","102A","5"
"tzut1248","103A","4"
"tzut1248","104A","3"
"tzut1248","105A","1"
"tzut1248","107A","1"
"tzut1248","108A","2"
"tzut1248","108B","1"
"tzut1248","112A","2"
"tzut1248","115A","2"
"tzut1248","116A","1"
"tzut1248","117A","3"
"tzut1248","118A","1"
"tzut1248","119A","1"
"tzut1248","120A","1"
"tzut1248","124A","2"
"tzut1248","125A","3"
"tzut1248","126A","1"
"tzut1248","127A","1"
"tzut1248","128A","1"
"tzut1248","136A","1"
"tzut1248","136B","1"
"tzut1248","137A","1"
"tzut1248","137B","1"
"tzut1248","143A","1"
"tzut1248","143E","1"
"tzut1248","143F","4"
"tzut1248","143G","4"
"tzut1248","144A","16"
"tzut1248","144B","3"
"tzut1248","144D","13"
"tzut1248","144E","13"
"tzut1248","144H","4"
"tzut1248","144I","1"
"tzut1248","144J","7"
"tzut1248","144K","4"
"tzut1248","144T","17"
"tzut1248","144V","1"
"tzut1248","144W","6"
"tzut1248","144X","4"
"udmu1245","26A","2"
"udmu1245","33A","2"
"udmu1245","34A","6"
"udmu1245","36A","1"
"udmu1245","46A","1"
"udmu1245","49A","8"
"udmu1245","50A","2"
"udmu1245","51A","1"
"udmu1245","52A","1"
"udmu1245","57A","2"
"udmu1245","64A","1"
"udmu1245","65A","2"
"udmu1245","66A","2"
"udmu1245","67A","1"
"udmu1245","68A","3"
"udmu1245","69A","2"
"udmu1245","73A","2"
"udmu1245","81A","1"
"udmu1245","82A","1"
"udmu1245","83A","1"
"udmu1245","85A","1"
"udmu1245","86A","1"
"udmu1245","87A","1"
"udmu1245","88A","1"
"udmu1245","89A","1"
"udmu1245","91A","1"
"udmu1245","94A","2"
"udmu1245","95A","1"
"udmu1245","97A","1"
"udmu1245","101A","2"
"udmu1245","105A","1"
"udmu1245","115A","1"
"udmu1245","121A","1"
"udmu1245","124A","1"
"udmu1245","138A","1"
"udmu1245","143A","2"
"udmu1245","143E","4"
"udmu1245","143F","1"
"udmu1245","143G","4"
"udmu1245","144A","8"
"udmu1245","144B","4"
"udmu1245","144L","4"
"udmu1245","144P","4"
"udmu1245","144Q","4"
"udmu1245","144R","8"
"udmu1245","144S","1"
"ukra1253","26A","2"
"ukra1253","30A","3"
"ukra1253","31A","2"
"ukra1253","32A","3"
"ukra1253","33A","2"
"ukra1253","37A","5"
"ukra1253","38A","5"
"ukra1253","46A","1"
"ukra1253","51A","1"
"ukra1253","53A","7"
"ukra1253","54A","5"
"ukra1253","57A","4"
"ukra1253","69A","2"
"ukra1253","70A","1"
"ukra1253","71A","1"
"ukra1253","72A","4"
"ukra1253","79A","3"
"ukra1253","79B","5"
"ukra1253","80A","1"
"ukra1253","81A","2"
"ukra1253","82A","1"
"ukra1253","83A","2"
"ukra1253","85A","2"
"ukra1253","87A","1"
"ukra1253","88A","1"
"ukra1253","89A","1"
"ukra1253","90A","1"
"ukra1253","90C","1"
"ukra1253","92A","1"
"ukra1253","94A","1"
"ukra1253","95A","4"
"ukra1253","96A","4"
"ukra1253","97A","3"
"ukra1253","101A","1"
"ukra1253","108A","3"
"ukra1253","108B","4"
"ukra1253","109A","8"
"ukra1253","109B","5"
"ukra1253","112A","2"
"ukra1253","113A","1"
"ukra1253","114A","7"
"ukra1253","116A","1"
"ukra1253","129A","1"
"ukra1253","130A","2"
"ukra1253","138A","1"
"ukra1253","143A","1"
"ukra1253","143E","1"
"ukra1253","143F","4"
"ukra1253","143G","4"
"ukra1253","144A","2"
"ukra1253","144B","3"
"ukra1253","144D","2"
"ukra1253","144H","4"
"ukra1253","144I","1"
"ukra1253","144J","7"
"ukra1253","144K","4"
"wuzl1236","26A","6"
"wuzl1236","33A","7"
"wuzl1236","37A","1"
"wuzl1236","51A","9"
"wuzl1236","69A","1"
"wuzl1236","70A","1"
"wuzl1236","81A","2"
"wuzl1236","82A","1"
"wuzl1236","83A","2"
"wuzl1236","84A","1"
"wuzl1236","85A","2"
"wuzl1236","86A","2"
"wuzl1236","87A","2"
"wuzl1236","88A","2"
"wuzl1236","89A","2"
"wuzl1236","90A","1"
"wuzl1236","90C","1"
"wuzl1236","92A","2"
"wuzl1236","94A","1"
"wuzl1236","95A","4"
"wuzl1236","96A","4"
"wuzl1236","97A","4"
"wuzl1236","101A","2"
"wuzl1236","112A","2"
"wuzl1236","116A","1"
"wuzl1236","143A","2"
"wuzl1236","143E","4"
"wuzl1236","143F","1"
"wuzl1236","143G","4"
"wuzl1236","144A","4"
"wuzl1236","144B","6"
"wuzl1236","144D","4"
"wuzl1236","144H","4"
"wuzl1236","144I","8"
"wuzl1236","144J","7"
"wuzl1236","144K","1"
"urdu1245","26A","2"
"urdu1245","33A","2"
"urdu1245","37A","5"
"urdu1245","38A","5"
"urdu1245","41A","2"
"urdu1245","42A","1"
"urdu1245","45A","3"
"urdu1245","49A","2"
"urdu1245","50A","3"
"urdu1245","51A","9"
"urdu1245","52A","2"
"urdu1245","69A","2"
"urdu1245","73A","2"
"urdu1245","81A","1"
"urdu1245","82A","1"
"urdu1245","83A","1"
"urdu1245","85A","1"
"urdu1245","86A","1"
"urdu1245","87A","1"
"urdu1245","88A","1"
"urdu1245","89A","1"
"urdu1245","90A","4"
"urdu1245","90E","1"
"urdu1245","91A","1"
"urdu1245","92A","1"
"urdu1245","93A","2"
"urdu1245","94A","1"
"urdu1245","95A","1"
"urdu1245","96A","5"
"urdu1245","97A","1"
"urdu1245","116A","1"
"urdu1245","143A","1"
"urdu1245","143E","1"
"urdu1245","143F","4"
"urdu1245","143G","4"
"urdu1245","144A","7"
"urdu1245","144B","3"
"urdu1245","144L","3"
"urdu1245","144P","4"
"urdu1245","144Q","4"
"urdu1245","144R","1"
"urdu1245","144S","11"
"urak1238","26A","1"
"urak1238","33A","9"
"urak1238","37A","1"
"urak1238","38A","4"
"urak1238","51A","9"
"urak1238","52A","1"
"urak1238","57A","4"
"urak1238","69A","5"
"urak1238","70A","5"
"urak1238","71A","2"
"urak1238","72A","4"
"urak1238","81A","2"
"urak1238","82A","1"
"urak1238","83A","2"
"urak1238","85A","2"
"urak1238","86A","2"
"urak1238","87A","2"
"urak1238","88A","2"
"urak1238","89A","3"
"urak1238","90A","1"
"urak1238","90C","1"
"urak1238","91A","2"
"urak1238","92A","2"
"urak1238","95A","4"
"urak1238","96A","4"
"urak1238","97A","4"
