Source,Target,Value
"abip1241","1A","2"
"abip1241","2A","2"
"abip1241","3A","3"
"abip1241","4A","1"
"abip1241","5A","1"
"abip1241","6A","4"
"abip1241","7A","1"
"abip1241","8A","2"
"abip1241","9A","3"
"abip1241","10A","2"
"abip1241","11A","1"
"abip1241","12A","3"
"abip1241","18A","1"
"abip1241","19A","1"
"abip1241","20A","1"
"abip1241","21A","5"
"abip1241","21B","1"
"abip1241","26A","2"
"abip1241","28A","1"
"abip1241","29A","2"
"abip1241","33A","2"
"abip1241","35A","4"
"abip1241","39A","3"
"abip1241","40A","2"
"abip1241","44A","6"
"abip1241","48A","2"
"abip1241","49A","1"
"abip1241","50A","1"
"abip1241","51A","9"
"abip1241","57A","3"
"abip1241","65A","2"
"abip1241","66A","4"
"abip1241","67A","2"
"abip1241","68A","4"
"abip1241","69A","2"
"abip1241","77A","1"
"abip1241","78A","1"
"abip1241","81A","2"
"abip1241","82A","1"
"abip1241","83A","2"
"abip1241","84A","1"
"abip1241","85A","2"
"abip1241","86A","3"
"abip1241","87A","3"
"abip1241","88A","1"
"abip1241","90A","1"
"abip1241","90C","1"
"abip1241","91A","1"
"abip1241","93A","1"
"abip1241","94A","1"
"abip1241","95A","4"
"abip1241","96A","4"
"abip1241","97A","5"
"abip1241","98A","1"
"abip1241","99A","1"
"abip1241","100A","2"
"abip1241","102A","5"
"abip1241","103A","3"
"abip1241","104A","2"
"abip1241","107A","2"
"abip1241","111A","2"
"abip1241","112A","2"
"abip1241","113A","3"
"abip1241","114A","3"
"abip1241","121A","3"
"abip1241","129A","2"
"abip1241","130A","2"
"abip1241","143A","1"
"abip1241","143E","1"
"abip1241","143F","4"
"abip1241","143G","4"
"abip1241","144A","21"
"abip1241","144D","11"
"abip1241","144J","7"
"abip1241","144K","4"
"abkh1244","1A","5"
"abkh1244","2A","1"
"abkh1244","3A","5"
"abkh1244","4A","4"
"abkh1244","5A","2"
"abkh1244","6A","2"
"abkh1244","7A","2"
"abkh1244","8A","2"
"abkh1244","9A","3"
"abkh1244","10A","2"
"abkh1244","11A","1"
"abkh1244","12A","3"
"abkh1244","13A","1"
"abkh1244","14A","1"
"abkh1244","15A","7"
"abkh1244","16A","6"
"abkh1244","18A","1"
"abkh1244","19A","4"
"abkh1244","20A","1"
"abkh1244","21A","5"
"abkh1244","21B","1"
"abkh1244","22A","6"
"abkh1244","23A","1"
"abkh1244","24A","1"
"abkh1244","25A","1"
"abkh1244","25B","2"
"abkh1244","26A","4"
"abkh1244","27A","1"
"abkh1244","28A","1"
"abkh1244","29A","3"
"abkh1244","30A","3"
"abkh1244","31A","2"
"abkh1244","32A","2"
"abkh1244","33A","2"
"abkh1244","34A","6"
"abkh1244","35A","4"
"abkh1244","36A","2"
"abkh1244","37A","1"
"abkh1244","38A","2"
"abkh1244","39A","5"
"abkh1244","40A","3"
"abkh1244","41A","2"
"abkh1244","42A","1"
"abkh1244","44A","1"
"abkh1244","46A","3"
"abkh1244","47A","2"
"abkh1244","48A","4"
"abkh1244","49A","2"
"abkh1244","50A","2"
"abkh1244","51A","9"
"abkh1244","52A","2"
"abkh1244","53A","5"
"abkh1244","54A","7"
"abkh1244","55A","1"
"abkh1244","57A","1"
"abkh1244","58A","2"
"abkh1244","58B","1"
"abkh1244","59A","1"
"abkh1244","60A","6"
"abkh1244","61A","2"
"abkh1244","62A","3"
"abkh1244","63A","1"
"abkh1244","64A","1"
"abkh1244","65A","1"
"abkh1244","66A","1"
"abkh1244","67A","1"
"abkh1244","68A","3"
"abkh1244","69A","2"
"abkh1244","70A","1"
"abkh1244","71A","3"
"abkh1244","72A","4"
"abkh1244","73A","1"
"abkh1244","74A","2"
"abkh1244","75A","1"
"abkh1244","76A","2"
"abkh1244","77A","2"
"abkh1244","78A","2"
"abkh1244","79A","1"
"abkh1244","79B","5"
"abkh1244","80A","1"
"abkh1244","81A","1"
"abkh1244","82A","1"
"abkh1244","83A","1"
"abkh1244","84A","3"
"abkh1244","85A","1"
"abkh1244","86A","1"
"abkh1244","87A","2"
"abkh1244","88A","1"
"abkh1244","89A","3"
"abkh1244","90A","2"
"abkh1244","90B","1"
"abkh1244","91A","1"
"abkh1244","92A","6"
"abkh1244","93A","2"
"abkh1244","94A","4"
"abkh1244","95A","1"
"abkh1244","96A","1"
"abkh1244","97A","2"
"abkh1244","98A","1"
"abkh1244","99A","1"
"abkh1244","100A","3"
"abkh1244","101A","2"
"abkh1244","102A","5"
"abkh1244","103A","2"
"abkh1244","104A","3"
"abkh1244","105A","1"
"abkh1244","106A","2"
"abkh1244","107A","2"
"abkh1244","108A","3"
"abkh1244","108B","4"
"abkh1244","109A","4"
"abkh1244","109B","1"
"abkh1244","110A","2"
"abkh1244","111A","2"
"abkh1244","112A","1"
"abkh1244","113A","3"
"abkh1244","114A","3"
"abkh1244","115A","1"
"abkh1244","116A","2"
"abkh1244","117A","5"
"abkh1244","118A","1"
"abkh1244","119A","1"
"abkh1244","120A","1"
"abkh1244","122A","4"
"abkh1244","123A","4"
"abkh1244","124A","2"
"abkh1244","125A","2"
"abkh1244","126A","3"
"abkh1244","127A","3"
"abkh1244","128A","2"
"abkh1244","129A","2"
"abkh1244","130A","2"
"abkh1244","131A","2"
"abkh1244","136A","1"
"abkh1244","136B","1"
"abkh1244","137A","1"
"abkh1244","137B","2"
"abkh1244","143A","11"
"abkh1244","143E","2"
"abkh1244","143F","2"
"abkh1244","143G","4"
"abkh1244","144A","20"
"abkh1244","144L","15"
"abkh1244","144M","6"
"abkh1244","144P","4"
"abkh1244","144Q","4"
"abkh1244","144R","2"
"abkh1244","144S","2"
"alab1237","1A","1"
"alab1237","2A","1"
"alab1237","3A","4"
"alab1237","4A","2"
"alab1237","5A","1"
"alab1237","6A","1"
"alab1237","7A","1"
"alab1237","8A","4"
"alab1237","9A","3"
"alab1237","11A","1"
"alab1237","18A","1"
"alab1237","19A","1"
"alab1237","27A","1"
"alab1237","46A","1"
"alab1237","63A","1"
"alab1237","77A","2"
"alab1237","78A","2"
"alab1237","117A","1"
"alab1237","118A","1"
"alab1237","119A","1"
"alab1237","120A","2"
"alab1237","129A","2"
"alab1237","130A","2"
"alab1237","131A","1"
"alab1237","138A","3"
"ache1246","1A","1"
"ache1246","2A","2"
"ache1246","3A","2"
"ache1246","4A","1"
"ache1246","5A","1"
"ache1246","6A","1"
"ache1246","7A","1"
"ache1246","8A","3"
"ache1246","11A","1"
"ache1246","12A","1"
"ache1246","18A","1"
"ache1246","19A","1"
"achu1247","1A","2"
"achu1247","2A","2"
"achu1247","3A","3"
"achu1247","4A","1"
"achu1247","5A","1"
"achu1247","6A","4"
"achu1247","7A","1"
"achu1247","8A","2"
"achu1247","11A","1"
"achu1247","13A","2"
"achu1247","18A","1"
"achu1247","19A","1"
"achu1247","44A","6"
"achu1247","48A","1"
"achu1247","51A","1"
"achu1247","69A","2"
"achu1247","77A","2"
"achu1247","78A","2"
"achu1247","81A","2"
"achu1247","82A","1"
"achu1247","83A","2"
"achu1247","84A","6"
"achu1247","85A","2"
"achu1247","95A","4"
"achu1247","100A","2"
"achu1247","102A","5"
"achu1247","103A","2"
"achu1247","104A","5"
"achu1247","107A","2"
"achu1247","112A","3"
"achu1247","113A","2"
"achu1247","114A","1"
"achu1247","118A","3"
"achu1247","119A","1"
"achu1247","120A","1"
"achu1247","129A","2"
"achu1247","130A","2"
"achu1247","143A","1"
"achu1247","143E","1"
"achu1247","143F","4"
"achu1247","143G","4"
"achu1247","144A","21"
"achu1247","144D","11"
"achu1247","144J","7"
"achu1247","144K","4"
"west2632","1A","5"
"west2632","2A","2"
"west2632","3A","5"
"west2632","4A","1"
"west2632","5A","1"
"west2632","6A","1"
"west2632","7A","6"
"west2632","8A","1"
"west2632","9A","3"
"west2632","10A","2"
"west2632","11A","1"
"west2632","12A","2"
"west2632","13A","3"
"west2632","18A","1"
"west2632","19A","5"
"west2632","20A","1"
"west2632","21A","5"
"west2632","21B","2"
"west2632","22A","3"
"west2632","23A","1"
"west2632","24A","1"
"west2632","25A","1"
"west2632","25B","2"
"west2632","26A","4"
"west2632","28A","1"
"west2632","29A","3"
"west2632","30A","1"
"west2632","31A","1"
"west2632","32A","1"
"west2632","33A","2"
"west2632","34A","4"
"west2632","35A","1"
"west2632","36A","4"
"west2632","37A","5"
"west2632","38A","5"
"west2632","39A","1"
"west2632","40A","2"
"west2632","41A","3"
"west2632","42A","1"
"west2632","45A","1"
"west2632","46A","1"
"west2632","48A","2"
"west2632","49A","1"
"west2632","50A","1"
"west2632","52A","2"
"west2632","53A","5"
"west2632","55A","1"
"west2632","57A","1"
"west2632","58A","1"
"west2632","58B","1"
"west2632","59A","1"
"west2632","64A","1"
"west2632","65A","2"
"west2632","66A","4"
"west2632","67A","2"
"west2632","68A","4"
"west2632","69A","2"
"west2632","70A","1"
"west2632","71A","2"
"west2632","72A","4"
"west2632","73A","2"
"west2632","74A","1"
"west2632","75A","2"
"west2632","76A","3"
"west2632","77A","3"
"west2632","78A","2"
"west2632","79A","4"
"west2632","79B","3"
"west2632","80A","1"
"west2632","81A","7"
"west2632","82A","1"
"west2632","83A","3"
"west2632","84A","6"
"west2632","85A","1"
"west2632","86A","1"
"west2632","87A","3"
"west2632","88A","1"
"west2632","89A","3"
"west2632","94A","1"
"west2632","95A","5"
"west2632","96A","5"
"west2632","97A","5"
"west2632","98A","1"
"west2632","100A","4"
"west2632","101A","2"
"west2632","102A","5"
"west2632","103A","2"
"west2632","104A","5"
"west2632","107A","2"
"west2632","108A","1"
"west2632","109A","3"
"west2632","109B","4"
"west2632","112A","2"
"west2632","113A","3"
"west2632","114A","3"
"west2632","118A","1"
"west2632","119A","1"
"west2632","120A","1"
"west2632","122A","1"
"west2632","123A","1"
"west2632","126A","1"
"west2632","128A","1"
"west2632","131A","1"
"west2632","136A","1"
"west2632","136B","1"
"west2632","137A","1"
"west2632","137B","1"
"west2632","143A","8"
"west2632","143E","1"
"west2632","143F","2"
"west2632","143G","4"
"ando1256","1A","1"
"ando1256","2A","3"
"ando1256","3A","1"
"ando1256","4A","2"
"ando1256","5A","4"
"ando1256","6A","1"
"ando1256","7A","1"
"ando1256","8A","1"
"ando1256","9A","3"
"ando1256","11A","1"
"ando1256","12A","1"
"ando1256","13A","2"
"ando1256","18A","4"
"ando1256","19A","1"
"ando1256","27A","3"
"ando1256","51A","1"
"ando1256","52A","1"
"ando1256","63A","1"
"ando1256","70A","1"
"ando1256","77A","3"
"ando1256","78A","2"
"ando1256","85A","1"
"ando1256","86A","1"
"ando1256","88A","1"
"ando1256","113A","1"
"ando1256","114A","7"
"ando1256","121A","1"
"ando1256","131A","3"
"adze1240","1A","2"
"adze1240","2A","1"
"adze1240","3A","4"
"adze1240","4A","2"
"adze1240","5A","2"
"adze1240","6A","1"
"adze1240","7A","1"
"adze1240","8A","1"
"adze1240","11A","1"
"adze1240","18A","1"
"adze1240","19A","1"
"adze1240","44A","6"
"adze1240","48A","2"
"adze1240","81A","2"
"adze1240","82A","1"
"adze1240","83A","2"
"adze1240","84A","1"
"adze1240","85A","2"
"adze1240","86A","1"
"adze1240","87A","2"
"adze1240","88A","2"
"adze1240","89A","2"
"adze1240","90A","1"
"adze1240","90C","1"
"adze1240","92A","6"
"adze1240","93A","2"
"adze1240","95A","4"
"adze1240","96A","4"
"adze1240","97A","4"
"adze1240","100A","1"
"adze1240","102A","1"
"adze1240","103A","1"
"adze1240","104A","1"
"adze1240","107A","2"
"adze1240","112A","1"
"adze1240","116A","6"
"adze1240","143A","15"
"adze1240","143C","5"
"adze1240","143E","2"
"adze1240","143F","1"
"adze1240","143G","4"
"adze1240","144A","19"
"adze1240","144B","6"
"adze1240","144D","15"
"adze1240","144G","9"
"adze1240","144H","4"
"adze1240","144I","4"
"adze1240","144J","7"
"adze1240","144K","3"
"aleu1260","1A","3"
"aleu1260","2A","1"
"aleu1260","3A","5"
"aleu1260","4A","3"
"aleu1260","5A","1"
"aleu1260","6A","4"
"aleu1260","7A","1"
"aleu1260","8A","2"
"aleu1260","11A","1"
"aleu1260","12A","3"
"aleu1260","13A","1"
"aleu1260","18A","1"
"aleu1260","19A","5"
"aleu1260","72A","1"
"egyp1253","1A","4"
"egyp1253","2A","2"
"egyp1253","3A","4"
"egyp1253","4A","4"
"egyp1253","5A","3"
"egyp1253","6A","4"
"egyp1253","7A","1"
"egyp1253","8A","2"
"egyp1253","9A","3"
"egyp1253","10A","2"
"egyp1253","11A","1"
"egyp1253","12A","3"
"egyp1253","13A","1"
"egyp1253","14A","1"
"egyp1253","15A","4"
"egyp1253","16A","7"
"egyp1253","17A","1"
"egyp1253","18A","1"
"egyp1253","19A","4"
"egyp1253","20A","6"
"egyp1253","21A","5"
"egyp1253","21B","3"
"egyp1253","22A","4"
"egyp1253","23A","4"
"egyp1253","24A","4"
"egyp1253","25A","5"
"egyp1253","25B","2"
"egyp1253","26A","3"
"egyp1253","27A","1"
"egyp1253","28A","1"
"egyp1253","29A","2"
"egyp1253","30A","2"
"egyp1253","31A","2"
"egyp1253","32A","3"
"egyp1253","33A","6"
"egyp1253","34A","6"
"egyp1253","35A","4"
"egyp1253","36A","4"
"egyp1253","37A","3"
"egyp1253","38A","4"
"egyp1253","39A","3"
"egyp1253","40A","3"
"egyp1253","41A","2"
"egyp1253","42A","1"
"egyp1253","43A","5"
"egyp1253","44A","1"
"egyp1253","45A","1"
"egyp1253","46A","2"
"egyp1253","48A","3"
"egyp1253","49A","1"
"egyp1253","50A","1"
"egyp1253","51A","9"
"egyp1253","52A","2"
"egyp1253","53A","6"
"egyp1253","54A","1"
"egyp1253","55A","1"
"egyp1253","57A","2"
"egyp1253","58A","2"
"egyp1253","58B","1"
"egyp1253","59A","1"
"egyp1253","62A","6"
"egyp1253","63A","1"
"egyp1253","64A","1"
"egyp1253","65A","1"
"egyp1253","66A","1"
"egyp1253","67A","1"
"egyp1253","68A","4"
"egyp1253","69A","4"
"egyp1253","70A","1"
"egyp1253","71A","3"
"egyp1253","72A","4"
"egyp1253","73A","2"
"egyp1253","74A","2"
"egyp1253","75A","1"
"egyp1253","76A","1"
"egyp1253","77A","1"
"egyp1253","78A","1"
"egyp1253","79A","4"
"egyp1253","79B","2"
"egyp1253","80A","1"
"egyp1253","81A","2"
"egyp1253","82A","1"
"egyp1253","83A","2"
"egyp1253","84A","1"
"egyp1253","85A","2"
"egyp1253","86A","2"
"egyp1253","87A","2"
"egyp1253","88A","2"
"egyp1253","89A","3"
"egyp1253","90A","1"
"egyp1253","90C","1"
"egyp1253","91A","2"
"egyp1253","92A","1"
"egyp1253","93A","2"
"egyp1253","94A","1"
"egyp1253","95A","4"
"egyp1253","96A","4"
"egyp1253","97A","4"
"egyp1253","98A","1"
"egyp1253","99A","1"
"egyp1253","100A","2"
"egyp1253","101A","2"
"egyp1253","102A","5"
"egyp1253","103A","4"
"egyp1253","104A","2"
"egyp1253","105A","4"
"egyp1253","106A","2"
"egyp1253","107A","1"
"egyp1253","108A","3"
"egyp1253","108B","4"
"egyp1253","109A","8"
"egyp1253","109B","5"
"egyp1253","110A","2"
"egyp1253","111A","2"
"egyp1253","112A","2"
"egyp1253","113A","1"
"egyp1253","114A","7"
"egyp1253","115A","1"
"egyp1253","116A","1"
"egyp1253","117A","1"
"egyp1253","118A","2"
"egyp1253","119A","2"
"egyp1253","120A","2"
"egyp1253","122A","4"
"egyp1253","123A","3"
"egyp1253","124A","2"
"egyp1253","131A","1"
"egyp1253","136A","1"
"egyp1253","136B","1"
"egyp1253","137A","1"
"egyp1253","137B","1"
"egyp1253","138A","1"
"egyp1253","143A","15"
"egyp1253","143C","14"
"egyp1253","143E","3"
"egyp1253","143F","2"
"egyp1253","143G","4"
"egyp1253","144A","19"
"egyp1253","144B","3"
"egyp1253","144D","15"
"egyp1253","144G","15"
"egyp1253","144H","4"
"egyp1253","144I","7"
"egyp1253","144J","6"
"egyp1253","144K","4"
"aghe1239","1A","3"
"aghe1239","2A","3"
"aghe1239","3A","2"
"aghe1239","4A","4"
"aghe1239","5A","3"
"aghe1239","6A","1"
"aghe1239","7A","1"
"aghe1239","8A","2"
"aghe1239","11A","1"
"aghe1239","12A","2"
"aghe1239","13A","2"
"aghe1239","18A","1"
"aghe1239","19A","3"
"aghe1239","57A","4"
"aghe1239","81A","2"
"aghe1239","82A","1"
"aghe1239","83A","2"
"aghe1239","86A","2"
"aghe1239","87A","2"
"aghe1239","88A","2"
"aghe1239","89A","2"
"aghe1239","97A","4"
"aghe1239","112A","2"
"aghe1239","143A","6"
"aghe1239","143E","1"
"aghe1239","143F","1"
"aghe1239","143G","4"
"aghe1239","144A","16"
"aghe1239","144D","13"
"aghe1239","144E","1"
"aghe1239","144H","4"
"aghe1239","144I","1"
"aghe1239","144J","1"
"aghe1239","144K","4"
"ahte1237","1A","4"
"ahte1237","2A","2"
"ahte1237","3A","4"
"ahte1237","4A","3"
"ahte1237","5A","1"
"ahte1237","6A","4"
"ahte1237","7A","2"
"ahte1237","8A","5"
"ahte1237","11A","1"
"ahte1237","12A","3"
"ahte1237","13A","1"
"ahte1237","18A","1"
"ahte1237","19A","1"
"ahte1237","129A","2"
"ahte1237","130A","2"
"ahte1237","138A","1"
"aika1237","1A","3"
"aika1237","2A","2"
"aika1237","3A","3"
"aika1237","4A","4"
"aika1237","5A","2"
"aika1237","6A","1"
"aika1237","7A","1"
"aika1237","8A","3"
"aika1237","9A","3"
"aika1237","11A","2"
"aika1237","12A","2"
"aika1237","13A","2"
"aika1237","18A","1"
"aika1237","19A","1"
"ainu1240","1A","1"
"ainu1240","2A","2"
"ainu1240","3A","2"
"ainu1240","4A","1"
"ainu1240","5A","1"
"ainu1240","6A","1"
"ainu1240","7A","1"
"ainu1240","8A","1"
"ainu1240","9A","3"
"ainu1240","10A","2"
"ainu1240","11A","1"
"ainu1240","12A","2"
"ainu1240","13A","2"
"ainu1240","18A","1"
"ainu1240","19A","1"
"ainu1240","22A","3"
"ainu1240","23A","4"
"ainu1240","24A","1"
"ainu1240","25A","5"
"ainu1240","25B","2"
"ainu1240","26A","4"
"ainu1240","27A","2"
"ainu1240","28A","1"
"ainu1240","29A","3"
"ainu1240","30A","1"
"ainu1240","31A","1"
"ainu1240","32A","1"
"ainu1240","33A","2"
"ainu1240","34A","4"
"ainu1240","35A","3"
"ainu1240","36A","1"
"ainu1240","39A","5"
"ainu1240","40A","5"
"ainu1240","41A","2"
"ainu1240","42A","2"
"ainu1240","43A","1"
"ainu1240","44A","6"
"ainu1240","45A","2"
"ainu1240","46A","1"
"ainu1240","48A","3"
"ainu1240","49A","9"
"ainu1240","50A","2"
"ainu1240","51A","9"
"ainu1240","52A","2"
"ainu1240","53A","1"
"ainu1240","54A","6"
"ainu1240","55A","2"
"ainu1240","56A","3"
"ainu1240","57A","1"
"ainu1240","58A","2"
"ainu1240","58B","1"
"ainu1240","59A","1"
"ainu1240","60A","4"
"ainu1240","63A","1"
"ainu1240","64A","2"
"ainu1240","65A","2"
"ainu1240","66A","4"
"ainu1240","67A","2"
"ainu1240","68A","4"
"ainu1240","69A","2"
"ainu1240","70A","4"
"ainu1240","71A","2"
"ainu1240","72A","4"
"ainu1240","73A","2"
"ainu1240","74A","2"
"ainu1240","75A","3"
"ainu1240","76A","2"
"ainu1240","77A","3"
"ainu1240","78A","2"
"ainu1240","79A","4"
"ainu1240","79B","5"
"ainu1240","80A","3"
"ainu1240","81A","1"
"ainu1240","82A","1"
"ainu1240","83A","1"
"ainu1240","85A","1"
"ainu1240","86A","1"
"ainu1240","87A","1"
"ainu1240","88A","1"
"ainu1240","89A","1"
"ainu1240","90A","2"
"ainu1240","90B","1"
"ainu1240","92A","2"
"ainu1240","93A","2"
"ainu1240","94A","2"
"ainu1240","95A","1"
"ainu1240","96A","1"
"ainu1240","97A","1"
"ainu1240","98A","1"
"ainu1240","99A","1"
"ainu1240","100A","6"
"ainu1240","101A","2"
"ainu1240","102A","5"
"ainu1240","103A","5"
"ainu1240","104A","2"
"ainu1240","105A","3"
"ainu1240","106A","2"
"ainu1240","107A","1"
"ainu1240","108A","3"
"ainu1240","108B","4"
"ainu1240","109A","3"
"ainu1240","109B","3"
"ainu1240","111A","2"
"ainu1240","112A","2"
"ainu1240","113A","1"
"ainu1240","114A","7"
"ainu1240","115A","1"
"ainu1240","116A","1"
"ainu1240","117A","5"
"ainu1240","118A","1"
"ainu1240","119A","1"
"ainu1240","120A","1"
"ainu1240","124A","1"
"ainu1240","125A","1"
"ainu1240","126A","1"
"ainu1240","127A","1"
"ainu1240","128A","1"
"ainu1240","129A","1"
"ainu1240","131A","3"
"ainu1240","136A","1"
"ainu1240","136B","1"
"ainu1240","137A","1"
"ainu1240","137B","1"
"ainu1240","143A","1"
"ainu1240","143E","1"
"ainu1240","143F","4"
"ainu1240","143G","4"
"ainu1240","144A","7"
"ainu1240","144B","3"
"ainu1240","144L","3"
"ainu1240","144P","4"
"ainu1240","144Q","4"
"ainu1240","144R","1"
"ainu1240","144S","11"
"apro1235","1A","3"
"apro1235","2A","3"
"apro1235","3A","2"
"apro1235","4A","4"
"apro1235","5A","2"
"apro1235","6A","1"
"apro1235","7A","3"
"apro1235","8A","2"
"apro1235","11A","1"
"apro1235","12A","3"
"apro1235","18A","1"
"apro1235","19A","3"
"akan1250","1A","3"
"akan1250","2A","3"
"akan1250","3A","2"
"akan1250","4A","2"
"akan1250","5A","2"
"akan1250","6A","1"
"akan1250","7A","1"
"akan1250","8A","1"
"akan1250","11A","1"
"akan1250","12A","2"
"akan1250","13A","2"
"akan1250","18A","1"
"akan1250","19A","1"
"akan1250","26A","6"
"akan1250","27A","1"
"akan1250","33A","6"
"akan1250","36A","1"
"akan1250","37A","2"
"akan1250","51A","9"
"akan1250","54A","2"
"akan1250","57A","1"
"akan1250","63A","2"
"akan1250","65A","1"
"akan1250","66A","4"
"akan1250","67A","1"
"akan1250","68A","3"
"akan1250","69A","1"
"akan1250","70A","2"
"akan1250","71A","1"
"akan1250","74A","2"
"akan1250","75A","3"
"akan1250","76A","3"
"akan1250","81A","2"
"akan1250","82A","1"
"akan1250","83A","2"
"akan1250","85A","4"
"akan1250","86A","1"
"akan1250","87A","2"
"akan1250","88A","2"
"akan1250","89A","2"
"akan1250","91A","2"
"akan1250","92A","5"
"akan1250","93A","2"
"akan1250","94A","5"
"akan1250","95A","5"
"akan1250","97A","4"
"akan1250","105A","2"
"akan1250","112A","1"
"akan1250","116A","1"
"akan1250","117A","3"
"akan1250","118A","3"
"akan1250","119A","1"
"akan1250","120A","1"
"akan1250","125A","2"
"akan1250","126A","2"
"akan1250","127A","2"
"akan1250","128A","1"
"akan1250","143A","3"
"akan1250","143E","2"
"akan1250","143F","4"
"akan1250","143G","4"
"akan1250","144A","20"
"akan1250","144D","5"
"akan1250","144H","4"
"akan1250","144I","2"
"akan1250","144J","7"
"akan1250","144K","4"
"akaw1239","1A","1"
"akaw1239","2A","3"
"akaw1239","3A","1"
"akaw1239","4A","4"
"akaw1239","5A","2"
"akaw1239","6A","1"
"akaw1239","7A","1"
"akaw1239","8A","1"
"akaw1239","11A","1"
"akaw1239","12A","2"
"akaw1239","13A","1"
"akaw1239","18A","1"
"akaw1239","19A","1"
"akaw1239","105A","3"
"alam1246","1A","2"
"alam1246","2A","3"
"alam1246","3A","2"
"alam1246","4A","2"
"alam1246","5A","2"
"alam1246","6A","1"
"alam1246","7A","1"
"alam1246","8A","1"
"alam1246","9A","3"
"alam1246","10A","2"
"alam1246","11A","1"
"alam1246","12A","3"
"alam1246","13A","1"
"alam1246","14A","1"
"alam1246","15A","6"
"alam1246","16A","5"
"alam1246","18A","1"
"alam1246","19A","1"
"alam1246","20A","1"
"alam1246","21A","5"
"alam1246","21B","1"
"alam1246","22A","6"
"alam1246","23A","1"
"alam1246","24A","2"
"alam1246","25A","5"
"alam1246","25B","2"
"alam1246","26A","2"
"alam1246","27A","1"
"alam1246","28A","1"
"alam1246","29A","3"
"alam1246","30A","2"
"alam1246","31A","2"
"alam1246","32A","2"
"alam1246","33A","8"
"alam1246","34A","6"
"alam1246","35A","6"
"alam1246","36A","3"
"alam1246","37A","1"
"alam1246","38A","4"
"alam1246","39A","3"
"alam1246","40A","3"
"alam1246","41A","2"
"alam1246","42A","1"
"alam1246","43A","5"
"alam1246","44A","3"
"alam1246","45A","1"
"alam1246","47A","1"
"alam1246","48A","2"
"alam1246","49A","7"
"alam1246","50A","2"
"alam1246","51A","6"
"alam1246","52A","2"
"alam1246","53A","6"
"alam1246","55A","1"
"alam1246","57A","4"
"alam1246","58A","2"
"alam1246","58B","1"
"alam1246","59A","1"
"alam1246","62A","8"
"alam1246","63A","1"
"alam1246","64A","2"
"alam1246","65A","1"
"alam1246","66A","2"
"alam1246","67A","1"
"alam1246","68A","4"
"alam1246","69A","2"
"alam1246","70A","1"
"alam1246","71A","4"
"alam1246","72A","1"
"alam1246","73A","2"
"alam1246","77A","1"
"alam1246","78A","1"
"alam1246","79A","1"
"alam1246","79B","5"
"alam1246","80A","1"
"alam1246","81A","1"
"alam1246","82A","1"
"alam1246","83A","1"
"alam1246","84A","6"
"alam1246","85A","1"
"alam1246","86A","1"
"alam1246","87A","1"
"alam1246","88A","1"
"alam1246","89A","1"
"alam1246","90A","2"
"alam1246","90B","1"
"alam1246","91A","2"
"alam1246","92A","6"
"alam1246","93A","2"
"alam1246","95A","1"
"alam1246","96A","1"
"alam1246","97A","1"
"alam1246","98A","1"
"alam1246","100A","2"
"alam1246","101A","2"
"alam1246","102A","5"
"alam1246","103A","2"
"alam1246","104A","2"
"alam1246","105A","3"
"alam1246","107A","2"
"alam1246","108A","3"
"alam1246","108B","4"
"alam1246","109A","1"
"alam1246","109B","4"
"alam1246","111A","4"
"alam1246","112A","2"
"alam1246","113A","3"
"alam1246","114A","2"
"alam1246","116A","6"
"alam1246","117A","4"
"alam1246","118A","3"
"alam1246","119A","1"
"alam1246","120A","1"
"alam1246","122A","4"
"alam1246","123A","4"
"alam1246","125A","3"
"alam1246","126A","3"
"alam1246","127A","3"
"alam1246","131A","3"
"alam1246","136A","1"
"alam1246","136B","1"
"alam1246","137A","1"
"alam1246","137B","1"
"alam1246","143A","1"
"alam1246","143E","1"
"alam1246","143F","4"
"alam1246","143G","4"
"alam1246","144A","7"
"alam1246","144B","3"
"alam1246","144L","3"
"alam1246","144P","4"
"alam1246","144Q","4"
"alam1246","144R","1"
"alam1246","144S","11"
"gheg1238","1A","3"
"gheg1238","2A","3"
"gheg1238","3A","3"
"gheg1238","4A","4"
"gheg1238","5A","2"
"gheg1238","6A","1"
"gheg1238","7A","1"
"gheg1238","8A","2"
"gheg1238","9A","3"
"gheg1238","11A","3"
"gheg1238","12A","3"
"gheg1238","13A","1"
"gheg1238","18A","1"
"gheg1238","19A","5"
"gheg1238","26A","2"
"gheg1238","33A","2"
"gheg1238","36A","4"
"gheg1238","37A","3"
"gheg1238","38A","1"
"gheg1238","44A","2"
"gheg1238","45A","1"
"gheg1238","48A","2"
"gheg1238","49A","4"
"gheg1238","50A","6"
"gheg1238","51A","1"
"gheg1238","52A","1"
"gheg1238","53A","6"
"gheg1238","54A","5"
"gheg1238","55A","1"
"gheg1238","57A","4"
"gheg1238","60A","6"
"gheg1238","61A","5"
"gheg1238","62A","3"
"gheg1238","63A","1"
"gheg1238","69A","2"
"gheg1238","70A","2"
"gheg1238","71A","2"
"gheg1238","72A","1"
"gheg1238","73A","1"
"gheg1238","74A","2"
"gheg1238","75A","1"
"gheg1238","76A","2"
"gheg1238","77A","2"
"gheg1238","78A","2"
"gheg1238","81A","2"
"gheg1238","82A","1"
"gheg1238","83A","2"
"gheg1238","85A","2"
"gheg1238","86A","2"
"gheg1238","87A","2"
"gheg1238","88A","1"
