Source,Target,Id,Length
0,0,98,1.369844248708922
0,0,99,1.5384378701866126
0,0,100,99999.99999999999
0,0,101,1.2658067619397222
0,0,102,1.2499843751953101
0,0,103,1.3157721608926198
0,0,104,1.4492543586324838
0,0,105,1.0638184700162765
0,0,106,99999.99999999999
0,0,107,1.190462018309306
0,0,108,99999.99999999999
0,0,109,1.4925150370889986
0,0,110,1.5872763924382154
0,0,111,99999.99999999999
0,0,112,1.2820348457071062
0,0,113,1.3888695990333468
0,0,114,99999.99999999999
0,0,115,99999.99999999999
0,0,116,99999.99999999999
0,0,117,1.1494120757232675
0,0,118,99999.99999999999
0,0,119,99999.99999999999
0,0,120,1.5151285586582022
0,0,121,99999.99999999999
0,0,122,1.5151285586582022
0,0,123,1.3513330900933773
0,0,124,1.3333155557925895
0,0,125,1.2658067619397222
0,0,126,1.1494120757232675
0,0,127,99999.99999999999
0,0,128,1.1627771770095698
0,0,129,1.4285510206997045
0,0,130,1.1494120757232675
0,0,131,99999.99999999999
0,0,132,1.3513330900933773
0,0,133,1.190462018309306
0,0,134,99999.99999999999
0,0,135,99999.99999999999
0,0,136,99999.99999999999
0,0,137,99999.99999999999
0,0,138,99999.99999999999
0,0,139,99999.99999999999
0,0,140,99999.99999999999
0,0,141,99999.99999999999
0,0,142,1.1494120757232675
0,0,143,99999.99999999999
0,0,144,1.4285510206997045
0,0,145,99999.99999999999
0,0,146,1.5151285586582022
0,0,147,99999.99999999999
0,0,148,1.3333155557925895
0,0,149,99999.99999999999
0,0,150,99999.99999999999
0,0,151,99999.99999999999
0,0,152,1.4492543586324838
0,0,153,1.1235828810912238
0,0,154,1.0988890231975472
0,0,155,1.4925150370889986
0,0,156,1.3513330900933773
0,0,157,1.1494120757232675
0,0,158,1.1494120757232675
0,0,159,1.3333155557925895
0,0,160,1.0638184700162765
0,0,161,1.3513330900933773
0,0,162,1.1494120757232675
0,0,163,1.4925150370889986
0,0,164,99999.99999999999
0,0,165,1.2820348457071062
0,0,166,99999.99999999999
0,0,167,99999.99999999999
0,0,168,1.0988890231975472
0,0,169,1.2048047613884172
0,0,170,99999.99999999999
0,0,171,1.3888695990333468
0,0,172,1.3333155557925895
0,0,173,99999.99999999999
0,0,174,99999.99999999999
0,0,175,1.4705666093145688
0,0,176,99999.99999999999
0,0,177,99999.99999999999
0,0,178,99999.99999999999
0,0,179,99999.99999999999
0,0,180,1.2499843751953101
0,0,181,99999.99999999999
0,0,182,99999.99999999999
0,0,183,1.4705666093145688
0,0,184,99999.99999999999
0,0,185,1.4084308671708852
0,0,186,99999.99999999999
0,0,187,1.3157721608926198
0,0,188,99999.99999999999
0,0,189,1.4492543586324838
0,0,190,1.4492543586324838
0,0,191,1.4084308671708852
0,0,192,1.4492543586324838
0,0,193,1.5151285586582022
0,0,194,99999.99999999999
0,0,195,99999.99999999999
0,0,196,1.5624755863189639
0,0,197,99999.99999999999
0,0,198,1.2986844326697056
0,0,199,1.3333155557925895
0,0,200,1.369844248708922
0,0,201,99999.99999999999
0,0,202,1.3513330900933773
0,0,203,1.369844248708922
0,0,204,99999.99999999999
0,0,205,1.4492543586324838
0,0,206,1.1627771770095698
0,0,207,99999.99999999999
0,0,208,1.2820348457071062
0,0,209,1.3157721608926198
0,0,210,1.4705666093145688
0,0,211,99999.99999999999
0,0,212,1.1494120757232675
0,0,213,1.3888695990333468
0,0,214,99999.99999999999
0,0,215,1.2820348457071062
0,0,216,1.3157721608926198
0,0,217,1.4492543586324838
0,0,218,1.2820348457071062
0,0,219,1.4492543586324838
0,0,220,99999.99999999999
0,0,221,99999.99999999999
0,0,222,1.6393173882395373
0,0,223,99999.99999999999
0,0,224,99999.99999999999
0,0,225,1.2820348457071062
0,0,226,1.4285510206997045
0,0,227,1.3513330900933773
0,0,228,99999.99999999999
0,0,229,1.5384378701866126
0,0,230,1.2986844326697056
0,0,231,1.2048047613884172
0,0,232,1.4492543586324838
0,0,233,1.2048047613884172
0,0,234,99999.99999999999
0,0,235,1.2048047613884172
0,0,236,1.2820348457071062
0,0,237,1.4084308671708852
0,0,238,1.1235828810912238
0,0,239,1.1235828810912238
0,0,240,99999.99999999999
0,0,241,99999.99999999999
0,0,242,99999.99999999999
0,0,243,1.4925150370889986
0,0,244,1.1494120757232675
0,0,245,1.3333155557925895
0,0,246,99999.99999999999
0,0,247,99999.99999999999
0,0,248,1.3333155557925895
0,0,249,99999.99999999999
0,0,250,1.3333155557925895
0,0,251,1.4705666093145688
0,0,252,1.0638184700162765
0,0,253,1.1494120757232675
0,0,254,99999.99999999999
0,0,255,1.4492543586324838
0,0,256,99999.99999999999
0,0,257,99999.99999999999
0,0,258,99999.99999999999
0,0,259,99999.99999999999
0,0,260,1.1494120757232675
0,0,261,1.2048047613884172
0,0,262,1.5151285586582022
0,0,263,1.1627771770095698
0,0,264,1.1494120757232675
0,0,265,99999.99999999999
0,0,266,1.1494120757232675
0,0,267,1.0638184700162765
0,0,268,1.4285510206997045
0,0,269,1.2986844326697056
0,0,270,1.0638184700162765
0,0,271,99999.99999999999
0,0,272,1.6393173882395373
0,0,273,1.1627771770095698
0,0,274,99999.99999999999
0,0,275,99999.99999999999
0,0,276,1.2986844326697056
0,0,277,1.5624755863189639
0,0,278,99999.99999999999
0,0,279,1.4285510206997045
0,0,280,1.3513330900933773
0,0,281,1.2820348457071062
0,0,282,99999.99999999999
0,0,283,1.3888695990333468
0,0,284,1.3333155557925895
0,0,285,1.1494120757232675
0,0,286,99999.99999999999
0,0,287,1.3157721608926198
0,0,288,1.4084308671708852
0,0,289,1.3513330900933773
0,0,290,1.2986844326697056
0,0,291,99999.99999999999
0,0,292,1.1494120757232675
0,0,293,99999.99999999999
0,0,294,1.6393173882395373
0,0,295,99999.99999999999
0,0,296,1.3513330900933773
0,0,297,99999.99999999999
0,0,298,1.4084308671708852
0,0,299,1.5151285586582022
0,0,300,1.3157721608926198
0,0,301,99999.99999999999
0,0,302,1.190462018309306
0,0,303,1.4925150370889986
0,0,304,99999.99999999999
0,0,305,1.1494120757232675
0,0,306,1.3513330900933773
0,0,307,99999.99999999999
0,0,308,1.2194973232033757
0,0,309,1.2658067619397222
0,0,310,99999.99999999999
0,0,311,99999.99999999999
0,0,312,1.369844248708922
0,0,313,1.1627771770095698
0,0,314,1.3888695990333468
0,0,315,99999.99999999999
0,0,316,1.3513330900933773
0,0,317,99999.99999999999
0,0,318,99999.99999999999
0,0,319,1.0638184700162765
0,0,320,1.5872763924382154
0,0,321,1.1494120757232675
0,0,322,99999.99999999999
0,0,323,99999.99999999999
0,0,324,1.1494120757232675
0,0,325,1.3888695990333468
0,0,326,1.2658067619397222
0,0,327,1.4285510206997045
0,0,328,99999.99999999999
0,0,329,1.3513330900933773
0,0,330,1.2499843751953101
0,0,331,99999.99999999999
0,0,332,99999.99999999999
0,0,333,1.0638184700162765
0,0,334,99999.99999999999
0,0,335,1.1494120757232675
0,0,336,99999.99999999999
0,0,337,1.1494120757232675
0,0,338,1.1494120757232675
0,0,339,1.5151285586582022
0,0,340,1.2658067619397222
0,0,341,1.0638184700162765
0,0,342,1.3333155557925895
0,0,343,1.3157721608926198
0,0,344,1.1494120757232675
0,0,345,99999.99999999999
0,0,346,99999.99999999999
0,0,347,1.5872763924382154
0,0,348,99999.99999999999
0,0,349,1.3513330900933773
0,0,350,99999.99999999999
0,0,351,99999.99999999999
0,0,352,99999.99999999999
0,0,353,1.2820348457071062
0,0,354,99999.99999999999
0,0,355,99999.99999999999
0,0,356,1.4084308671708852
0,0,357,1.2658067619397222
0,0,358,99999.99999999999
0,0,359,99999.99999999999
0,0,360,1.3157721608926198
0,0,361,1.1494120757232675
0,0,362,99999.99999999999
0,0,363,1.1235828810912238
0,0,364,1.5151285586582022
0,0,365,1.8181487609316194
0,0,366,1.2194973232033757
0,0,367,1.2658067619397222
0,0,368,99999.99999999999
0,0,369,1.2658067619397222
0,0,370,1.4492543586324838
0,0,371,1.1494120757232675
0,0,372,1.3513330900933773
0,0,373,1.4492543586324838
0,0,374,99999.99999999999
0,0,375,1.4285510206997045
0,0,376,99999.99999999999
0,0,377,99999.99999999999
0,0,378,1.4492543586324838
0,0,379,1.3513330900933773
0,0,380,1.4285510206997045
0,0,381,99999.99999999999
0,0,382,99999.99999999999
0,0,383,99999.99999999999
0,0,384,99999.99999999999
0,0,385,99999.99999999999
0,0,386,1.851817558934094
0,0,387,99999.99999999999
0,0,388,1.5384378701866126
0,0,389,1.1627771770095698
0,0,390,99999.99999999999
0,0,391,1.3513330900933773
0,0,392,99999.99999999999
0,0,393,99999.99999999999
0,0,394,99999.99999999999
0,0,395,1.2499843751953101
0,0,396,1.3157721608926198
0,0,397,99999.99999999999
0,0,398,1.2658067619397222
0,0,399,1.4925150370889986
0,0,400,99999.99999999999
0,0,401,1.3888695990333468
0,0,402,1.3513330900933773
0,0,403,99999.99999999999
0,0,404,1.1494120757232675
0,0,405,99999.99999999999
0,0,406,1.369844248708922
0,0,407,1.5151285586582022
0,0,408,99999.99999999999
0,0,409,99999.99999999999
0,0,410,99999.99999999999
0,0,411,1.4285510206997045
0,0,412,99999.99999999999
0,0,413,1.4925150370889986
0,0,414,1.2658067619397222
0,0,415,99999.99999999999
0,0,416,1.5624755863189639
0,0,417,99999.99999999999
0,0,418,99999.99999999999
0,0,419,1.3157721608926198
0,0,420,99999.99999999999
0,0,421,1.5872763924382154
0,0,422,1.4705666093145688
0,0,423,1.4925150370889986
0,0,424,99999.99999999999
0,0,425,99999.99999999999
0,0,426,1.4084308671708852
0,0,427,1.1494120757232675
0,0,428,1.5384378701866126
0,0,429,99999.99999999999
0,0,430,99999.99999999999
0,0,431,99999.99999999999
0,0,432,1.1494120757232675
0,0,433,1.1627771770095698
0,0,434,1.1627771770095698
0,0,435,1.5872763924382154
0,0,436,99999.99999999999
0,0,437,99999.99999999999
0,0,438,1.3888695990333468
0,0,439,1.369844248708922
0,0,440,1.4084308671708852
0,0,441,99999.99999999999
0,0,442,99999.99999999999
0,0,443,1.369844248708922
0,0,444,99999.99999999999
0,0,445,1.4705666093145688
0,0,446,99999.99999999999
0,0,447,1.2658067619397222
0,0,448,99999.99999999999
0,0,449,1.1235828810912238
0,0,450,1.369844248708922
0,0,451,1.4492543586324838
0,0,452,1.1494120757232675
0,0,453,1.3333155557925895
0,0,454,1.0638184700162765
0,0,455,1.369844248708922
0,0,456,1.4492543586324838
0,0,457,1.190462018309306
0,0,458,1.369844248708922
0,0,459,1.3333155557925895
0,0,460,1.1494120757232675
0,0,461,1.369844248708922
0,0,462,1.4925150370889986
0,0,463,1.4705666093145688
0,0,464,99999.99999999999
0,0,465,99999.99999999999
0,0,466,1.3888695990333468
0,0,467,99999.99999999999
0,0,468,1.5151285586582022
0,0,469,1.3888695990333468
0,0,470,99999.99999999999
0,0,471,99999.99999999999
0,0,472,99999.99999999999
0,0,473,99999.99999999999
0,0,474,1.2194973232033757
0,0,475,1.4705666093145688
0,0,476,1.4285510206997045
0,0,477,1.0638184700162765
0,0,478,1.190462018309306
0,0,479,99999.99999999999
0,0,480,1.1494120757232675
0,0,481,99999.99999999999
0,0,482,1.2048047613884172
0,0,483,99999.99999999999
0,0,484,99999.99999999999
0,0,485,99999.99999999999
0,0,486,99999.99999999999
0,0,487,99999.99999999999
0,0,488,99999.99999999999
0,0,489,99999.99999999999
0,0,490,1.3888695990333468
0,0,491,1.369844248708922
0,0,492,1.2820348457071062
0,0,493,99999.99999999999
0,0,494,99999.99999999999
0,0,495,1.3157721608926198
0,0,496,1.2986844326697056
0,0,497,1.3333155557925895
0,0,498,1.4084308671708852
0,0,499,99999.99999999999
0,0,500,1.3513330900933773
0,0,501,1.2048047613884172
0,0,502,1.2820348457071062
0,0,503,1.5872763924382154
0,0,504,1.5624755863189639
0,0,505,99999.99999999999
0,0,506,1.5151285586582022
0,0,507,99999.99999999999
0,0,508,1.4492543586324838
0,0,509,1.2499843751953101
0,0,510,1.3333155557925895
0,0,511,99999.99999999999
0,0,512,1.75435518675111
0,0,513,99999.99999999999
0,0,514,1.1494120757232675
0,0,515,1.0638184700162765
0,0,516,99999.99999999999
0,0,517,99999.99999999999
0,0,518,1.2986844326697056
0,0,519,1.2986844326697056
0,0,520,99999.99999999999
0,0,521,99999.99999999999
0,0,522,1.2820348457071062
0,0,523,1.6393173882395373
0,0,524,1.5872763924382154
0,0,525,99999.99999999999
0,0,526,99999.99999999999
0,0,527,1.2820348457071062
0,0,528,99999.99999999999
0,0,529,99999.99999999999
0,0,530,1.2194973232033757
0,0,531,99999.99999999999
0,0,532,99999.99999999999
0,0,533,1.3888695990333468
0,0,534,99999.99999999999
0,0,535,1.5384378701866126
0,0,536,1.1494120757232675
0,0,537,1.2499843751953101
0,0,538,99999.99999999999
0,0,539,1.5624755863189639
0,0,540,1.3888695990333468
0,0,541,99999.99999999999
0,0,542,1.5151285586582022
0,0,543,1.4492543586324838
0,0,544,99999.99999999999
0,0,545,1.5872763924382154
0,0,546,99999.99999999999
0,0,547,99999.99999999999
0,0,548,1.3888695990333468
0,0,549,1.3513330900933773
0,0,550,99999.99999999999
0,0,551,1.4285510206997045
0,0,552,1.2499843751953101
0,0,553,1.0638184700162765
0,0,554,1.5624755863189639
0,0,555,1.4492543586324838
0,0,556,1.1494120757232675
0,0,557,1.2820348457071062
0,0,558,1.5872763924382154
0,0,559,99999.99999999999
0,0,560,99999.99999999999
0,0,561,99999.99999999999
0,0,562,99999.99999999999
0,0,563,1.3888695990333468
0,0,564,99999.99999999999
0,0,565,1.1494120757232675
0,0,566,1.3513330900933773
0,0,567,99999.99999999999
0,0,568,1.0638184700162765
0,0,569,1.1494120757232675
0,0,570,99999.99999999999
0,0,571,1.4925150370889986
0,0,572,99999.99999999999
0,0,573,1.3513330900933773
0,0,574,1.4285510206997045
0,0,575,99999.99999999999
0,0,576,1.3157721608926198
0,0,577,99999.99999999999
0,0,578,1.1494120757232675
0,0,579,99999.99999999999
0,0,580,99999.99999999999
0,0,581,99999.99999999999
0,0,582,99999.99999999999
0,0,583,99999.99999999999
0,0,584,99999.99999999999
0,0,585,99999.99999999999
0,0,586,1.1627771770095698
0,0,587,1.1494120757232675
0,0,588,1.1494120757232675
0,0,589,99999.99999999999
0,0,590,99999.99999999999
0,0,591,1.1494120757232675
0,0,592,99999.99999999999
0,0,593,1.3333155557925895
0,0,594,99999.99999999999
0,0,595,99999.99999999999
0,0,596,99999.99999999999
0,0,597,99999.99999999999
0,0,598,1.1494120757232675
0,0,599,1.5624755863189639
0,0,600,1.5151285586582022
0,0,601,1.1494120757232675
0,0,602,99999.99999999999
0,0,603,99999.99999999999
0,0,604,99999.99999999999
0,0,605,1.3513330900933773
0,0,606,1.4925150370889986
0,0,607,99999.99999999999
0,0,608,1.1494120757232675
0,0,609,1.4285510206997045
0,0,610,99999.99999999999
0,0,611,1.4285510206997045
0,0,612,99999.99999999999
0,0,613,1.5151285586582022
0,0,614,1.1494120757232675
0,0,615,99999.99999999999
0,0,616,1.4084308671708852
0,0,617,1.2986844326697056
0,0,618,1.1627771770095698
0,0,619,1.6393173882395373
0,0,620,99999.99999999999
0,0,621,99999.99999999999
0,0,622,99999.99999999999
0,0,623,99999.99999999999
0,0,624,99999.99999999999
0,0,625,1.1494120757232675
0,0,626,99999.99999999999
0,0,627,99999.99999999999
0,0,628,99999.99999999999
0,0,629,99999.99999999999
0,0,630,99999.99999999999
0,0,631,99999.99999999999
0,0,632,1.3513330900933773
0,0,633,1.3333155557925895
0,0,634,1.4084308671708852
0,0,635,99999.99999999999
0,0,636,99999.99999999999
0,0,637,99999.99999999999
0,0,638,1.369844248708922
0,0,639,99999.99999999999
0,0,640,99999.99999999999
0,0,641,99999.99999999999
0,0,642,1.4084308671708852
0,0,643,99999.99999999999
0,0,644,1.2820348457071062
0,0,645,99999.99999999999
0,0,646,99999.99999999999
0,0,647,1.2820348457071062
0,0,648,1.0638184700162765
0,0,649,99999.99999999999
0,0,650,1.4925150370889986
0,0,651,1.4705666093145688
0,0,652,99999.99999999999
0,0,653,99999.99999999999
0,0,654,99999.99999999999
0,0,655,99999.99999999999
0,0,656,1.1494120757232675
0,0,657,1.3513330900933773
0,0,658,99999.99999999999
0,0,659,1.1235828810912238
0,0,660,99999.99999999999
0,0,661,99999.99999999999
0,0,662,1.1494120757232675
0,0,663,99999.99999999999
0,0,664,1.3513330900933773
0,0,665,99999.99999999999
0,0,666,1.3513330900933773
0,0,667,99999.99999999999
0,0,668,99999.99999999999
0,0,669,99999.99999999999
0,0,670,1.5624755863189639
0,0,671,99999.99999999999
0,0,672,1.3157721608926198
0,0,673,1.3333155557925895
0,0,674,1.4705666093145688
0,0,675,1.5624755863189639
0,0,676,1.1494120757232675
0,0,677,1.3333155557925895
0,0,678,1.2048047613884172
0,0,679,99999.99999999999
0,0,680,1.5151285586582022
0,0,681,99999.99999999999
0,0,682,99999.99999999999
0,0,683,1.1627771770095698
0,0,684,1.3333155557925895
0,0,685,99999.99999999999
0,0,686,99999.99999999999
0,0,687,99999.99999999999
0,0,688,99999.99999999999
0,0,689,1.2658067619397222
0,0,690,99999.99999999999
0,0,691,99999.99999999999
0,0,692,99999.99999999999
0,0,693,99999.99999999999
0,0,694,99999.99999999999
0,0,695,1.3157721608926198
0,0,696,1.4285510206997045
0,0,697,1.3513330900933773
0,0,698,99999.99999999999
0,0,699,99999.99999999999
0,0,700,99999.99999999999
0,0,701,1.2499843751953101
0,0,702,99999.99999999999
0,0,703,1.6128772116578767
0,0,704,99999.99999999999
0,0,705,99999.99999999999
0,0,706,1.1494120757232675
0,0,707,1.190462018309306
0,0,708,99999.99999999999
0,0,709,99999.99999999999
0,0,710,99999.99999999999
0,0,711,1.3888695990333468
0,0,712,1.4492543586324838
0,0,713,99999.99999999999
0,0,714,99999.99999999999
0,0,715,1.3333155557925895
0,0,716,99999.99999999999
0,0,717,99999.99999999999
0,0,718,1.2986844326697056
0,0,719,99999.99999999999
0,0,720,1.2658067619397222
0,0,721,99999.99999999999
0,0,722,1.2658067619397222
0,0,723,1.5872763924382154
0,0,724,99999.99999999999
0,0,725,1.3157721608926198
0,0,726,1.1627771770095698
0,0,727,1.190462018309306
0,0,728,99999.99999999999
0,0,729,1.2499843751953101
0,0,730,99999.99999999999
0,0,731,1.3513330900933773
0,0,732,99999.99999999999
0,0,733,99999.99999999999
0,0,734,99999.99999999999
0,0,735,99999.99999999999
0,0,736,99999.99999999999
0,0,737,1.4492543586324838
0,0,738,1.5872763924382154
0,0,739,1.3333155557925895
0,0,740,1.3157721608926198
0,0,741,1.5151285586582022
0,0,742,1.1494120757232675
0,0,743,99999.99999999999
0,0,744,1.0638184700162765
0,0,745,1.0638184700162765
0,0,746,1.2986844326697056
0,0,747,1.4084308671708852
0,0,748,1.2820348457071062
0,0,749,1.3333155557925895
0,0,750,99999.99999999999
0,0,751,99999.99999999999
0,0,752,1.0638184700162765
0,0,753,99999.99999999999
0,0,754,1.0988890231975472
0,0,755,99999.99999999999
0,0,756,99999.99999999999
0,0,757,1.3333155557925895
0,0,758,99999.99999999999
0,0,759,99999.99999999999
0,0,760,99999.99999999999
0,0,761,1.3513330900933773
0,0,762,1.3333155557925895
0,0,763,1.190462018309306
0,0,764,1.4285510206997045
0,0,765,99999.99999999999
0,0,766,1.4925150370889986
0,0,767,1.3513330900933773
0,0,768,1.3513330900933773
0,0,769,1.4492543586324838
0,0,770,99999.99999999999
0,0,771,99999.99999999999
0,0,772,99999.99999999999
0,0,773,99999.99999999999
0,0,774,99999.99999999999
0,0,775,1.1627771770095698
0,0,776,1.3888695990333468
0,0,777,99999.99999999999
0,0,778,1.5624755863189639
0,0,779,1.5384378701866126
0,0,780,1.4925150370889986
0,0,781,99999.99999999999
0,0,782,1.3888695990333468
0,0,783,1.369844248708922
0,0,784,1.5384378701866126
0,0,785,99999.99999999999
0,0,786,1.2658067619397222
0,0,787,1.4084308671708852
0,0,788,99999.99999999999
0,0,789,99999.99999999999
0,0,790,1.369844248708922
0,0,791,1.1494120757232675
0,0,792,1.3513330900933773
0,0,793,99999.99999999999
0,0,794,1.4492543586324838
0,0,795,1.2986844326697056
0,0,796,1.3513330900933773
0,0,797,1.2658067619397222
0,0,798,1.4705666093145688
0,0,799,1.4084308671708852
0,0,800,1.369844248708922
0,0,801,99999.99999999999
0,0,802,1.4705666093145688
0,0,803,1.1627771770095698
0,0,804,1.2658067619397222
0,0,805,1.6128772116578767
0,0,806,1.3333155557925895
0,0,807,1.4925150370889986
0,0,808,1.3888695990333468
0,0,809,1.4492543586324838
0,0,810,1.4285510206997045
0,0,811,99999.99999999999
0,0,812,1.5624755863189639
0,0,813,1.1627771770095698
0,0,814,1.2048047613884172
0,0,815,1.2820348457071062
0,0,816,1.3157721608926198
0,0,817,1.2820348457071062
0,0,818,99999.99999999999
0,0,819,1.1494120757232675
0,0,820,1.4285510206997045
0,0,821,1.1494120757232675
0,0,822,99999.99999999999
0,0,823,1.4285510206997045
0,0,824,99999.99999999999
0,0,825,1.1494120757232675
0,0,826,99999.99999999999
0,0,827,1.4492543586324838
0,0,828,1.369844248708922
0,0,829,1.2499843751953101
0,0,830,99999.99999999999
0,0,831,99999.99999999999
0,0,832,99999.99999999999
0,0,833,99999.99999999999
0,0,834,1.4705666093145688
0,0,835,1.369844248708922
0,0,836,99999.99999999999
0,0,837,99999.99999999999
0,0,838,99999.99999999999
0,0,839,99999.99999999999
0,0,840,1.2986844326697056
0,0,841,99999.99999999999
0,0,842,1.5151285586582022
0,0,843,1.6128772116578767
0,0,844,99999.99999999999
0,0,845,1.190462018309306
0,0,846,99999.99999999999
0,0,847,1.2194973232033757
0,0,848,1.2658067619397222
0,0,849,1.4492543586324838
0,0,850,1.369844248708922
0,0,851,1.3513330900933773
0,0,852,1.1627771770095698
0,0,853,1.2986844326697056
0,0,854,1.2820348457071062
0,0,855,1.4925150370889986
0,0,856,1.369844248708922
0,0,857,99999.99999999999
0,0,858,99999.99999999999
0,0,859,99999.99999999999
0,0,860,1.1627771770095698
0,0,861,1.6393173882395373
0,0,862,1.7856823985285977
0,0,863,1.6128772116578767
0,0,864,1.1494120757232675
0,0,865,1.190462018309306
0,0,866,1.1494120757232675
0,0,867,99999.99999999999
0,0,868,99999.99999999999
0,0,869,99999.99999999999
0,0,870,99999.99999999999
0,0,871,99999.99999999999
0,0,872,1.2986844326697056
0,0,873,99999.99999999999
0,0,874,1.4705666093145688
0,0,875,99999.99999999999
0,0,876,1.1494120757232675
0,0,877,99999.99999999999
0,0,878,99999.99999999999
0,0,879,1.1494120757232675
0,0,880,1.4285510206997045
0,0,881,1.2499843751953101
0,0,882,99999.99999999999
0,0,883,1.190462018309306
0,0,884,1.2194973232033757
0,0,885,1.4084308671708852
0,0,886,1.1494120757232675
0,0,887,1.4492543586324838
0,0,888,1.3157721608926198
0,0,889,99999.99999999999
0,0,890,1.4285510206997045
0,0,891,99999.99999999999
0,0,892,1.2986844326697056
0,0,893,99999.99999999999
0,0,894,1.4084308671708852
0,0,895,99999.99999999999
0,0,896,1.5151285586582022
0,0,897,99999.99999999999
0,0,898,1.1494120757232675
0,0,899,99999.99999999999
0,0,900,1.4925150370889986
0,0,901,99999.99999999999
0,0,902,1.4285510206997045
0,0,903,99999.99999999999
0,0,904,1.4492543586324838
0,0,905,99999.99999999999
0,0,906,99999.99999999999
0,0,907,1.0638184700162765
0,0,908,1.3157721608926198
0,0,909,99999.99999999999
0,0,910,99999.99999999999
0,0,911,1.1494120757232675
0,0,912,1.2194973232033757
0,0,913,1.2820348457071062
0,0,914,1.5624755863189639
0,0,915,1.0638184700162765
0,0,916,99999.99999999999
0,0,917,1.4705666093145688
0,0,918,1.369844248708922
0,0,919,1.5151285586582022
0,0,920,99999.99999999999
0,0,921,99999.99999999999
0,0,922,99999.99999999999
0,0,923,1.2658067619397222
0,0,924,1.3888695990333468
0,0,925,99999.99999999999
0,0,926,1.3333155557925895
0,0,927,99999.99999999999
0,0,928,1.4705666093145688
0,0,929,1.3157721608926198
0,0,930,99999.99999999999
0,0,931,99999.99999999999
0,0,932,99999.99999999999
0,0,933,1.6393173882395373
0,0,934,1.1627771770095698
0,0,935,1.5151285586582022
0,0,936,1.2820348457071062
0,0,937,1.0638184700162765
0,0,938,99999.99999999999
0,0,939,99999.99999999999
0,0,940,99999.99999999999
0,0,941,1.3157721608926198
0,0,942,99999.99999999999
0,0,943,1.190462018309306
0,0,944,99999.99999999999
0,0,945,1.4084308671708852
0,0,946,99999.99999999999
0,0,947,99999.99999999999
0,0,948,1.5151285586582022
0,0,949,1.4285510206997045
0,0,950,1.2820348457071062
0,0,951,1.4084308671708852
0,0,952,1.3333155557925895
0,0,953,1.4705666093145688
0,0,954,1.2499843751953101
0,0,955,1.3888695990333468
0,0,956,99999.99999999999
0,0,957,99999.99999999999
0,0,958,1.4492543586324838
0,0,959,99999.99999999999
0,0,960,99999.99999999999
